"genes","logFC","logCPM","PValue","FDR"
"PUM1",-0.315201806487174,5.04072373377436,0.196110153480005,0.404404903238975
"ZNF136",0.50676263773631,1.67028997258517,0.19612705444157,0.404404903238975
"TYRO3",0.382352045119105,4.35952620121908,0.196313870140845,0.404669102723417
"MINDY1",-0.434557912267986,3.56204795150816,0.196315376845519,0.404669102723417
"ENSG00000291147",-0.709230030763966,1.28117260004198,0.19648887721321,0.404964660179157
"XPO5",0.2845604378657,3.92352263554089,0.196574501351175,0.405079041405042
"MAP4K5",0.378551861679895,3.53031379117134,0.196689651451792,0.405254222099417
"SEPTIN7",0.224924029008127,6.69287253903961,0.196930068113113,0.40565786224281
"COL4A2",0.553435711167571,4.16970815033591,0.196961673945381,0.40565786224281
"TSR3",-0.223086168447671,5.56750407446065,0.197030021952473,0.40565786224281
"SLC41A3-AS1",-0.593511847097478,1.14710652772767,0.197065067493657,0.40565786224281
"ABHD10",0.271312333632047,5.01816483980536,0.197065218026146,0.40565786224281
"MAZ",0.308856632945781,6.25761127127345,0.19709199865985,0.40565786224281
"ENSG00000278730",0.294697218170701,3.83439995034201,0.197096743569261,0.40565786224281
"CIR1",-0.285132168180223,3.86509182473875,0.197169515167405,0.405745531212262
"PMM2",-0.237864704867308,5.11925603176693,0.197272488301127,0.405895314108179
"CCDC78",0.878778431229182,2.66112185195548,0.197474767550122,0.406249345850512
"TOR1B",0.269401250333245,3.83384341727892,0.197567687213696,0.406378326797514
"DYNC1LI2",0.291420580021616,4.91927643557847,0.197648186457971,0.406481724550915
"C17orf75",0.362363416563808,3.99852064831933,0.197775347503648,0.406664589672989
"NDRG2",-0.599049220751516,7.25315662416487,0.197850908402956,0.406664589672989
"H2BC21",-0.398742851048932,5.35729910863794,0.197874964910763,0.406664589672989
"TRIM39",0.428831373430829,2.43632358629679,0.197878853215392,0.406664589672989
"RBM10",0.344311794902398,4.31594762755262,0.197888324425879,0.406664589672989
"ZNF260",-0.325193350641909,3.02131060905648,0.198033752823996,0.406901259240747
"PDCD4-AS1",0.807002888261264,1.04458154771097,0.198149566030192,0.407077015254692
"TFIP11",-0.276067646582201,4.35662318508686,0.198184131910101,0.407085829157228
"RAP2C",0.254021738809432,4.14452170104017,0.198255074416294,0.407115743263014
"DOCK7",-0.388418502007268,3.14371202070645,0.198272703339696,0.407115743263014
"ZNF32",-0.341143653178478,3.60407860240889,0.198289528679866,0.407115743263014
"ENSG00000249639",1.46862078782567,0.806724359548474,0.198427711489728,0.407337253235248
"GOSR1",-0.263440992065318,4.1759069673969,0.198519254750366,0.407462967390233
"SMIM12",-0.295188113680497,5.52829993335576,0.198651972620787,0.407664503811551
"RPL27A",0.261405966237981,10.1132280387123,0.198678082216056,0.407664503811551
"TYW3",0.263191617983552,3.98760318567796,0.198783751047889,0.407744512383512
"MADD",0.406039386706681,3.59957578000052,0.198790694352892,0.407744512383512
"PAN2",-0.422900226340622,3.58146672663282,0.198808048727228,0.407744512383512
"ENSG00000287733",0.496497414047234,1.79319828215243,0.198909790092259,0.407890961961342
"SULT1A1",-0.33942864391989,6.6834258373931,0.198995453802027,0.408004402534624
"PITRM1",0.240474439431988,5.95128081463719,0.19907889983401,0.408113262260726
"ZFAT",-0.516126553525919,1.39886053416274,0.199170220750499,0.408238229910246
"TBC1D23",-0.327723295789114,4.33289983250169,0.199297151897132,0.408436138455851
"WNT11",-0.71921860634953,4.04050050329577,0.199387609224998,0.408507365206985
"THBS1",0.760770223099844,5.00730009528429,0.199392669779372,0.408507365206985
"NUP37",0.244857817953371,4.26198754614934,0.199567100858176,0.408682886622127
"PRKACA",0.230069219569696,5.72881725970362,0.199568836220538,0.408682886622127
"FAHD2A",-0.413710140621168,5.4767443898232,0.199595087083217,0.408682886622127
"EXOC3",-0.243590267209769,4.34273624370976,0.19959991941451,0.408682886622127
"AMMECR1",0.508278229613552,2.37565086265748,0.199679912290689,0.408784424582919
"SCO2",-0.33854960992776,5.22033384027796,0.200105494110421,0.409593313108345
"AGO4",-0.398930748723576,2.27982946511827,0.200412140961257,0.41015854602208
"RPS15",0.260123688163275,9.91416695948065,0.200501063254888,0.410278084998512
"PRXL2B",0.438644386761841,3.46018760652983,0.200561427041951,0.410339158248032
"IGHMBP2",0.414464906587646,2.55614094700923,0.200623839392239,0.410404403539944
"TMEM214",-0.277747041160516,5.82433114183609,0.20067377966099,0.410444119458728
"CHAC1",-0.749789317522659,2.33200910060604,0.200747294451857,0.410532033642535
"ARNT",-0.310852716395647,4.10132809225515,0.200958692636551,0.410882535095851
"GAA",-0.237956361833532,7.07566531067288,0.200979803162681,0.410882535095851
"UFD1",0.242662005389537,6.06090720879771,0.201227779881527,0.411326957781546
"NIPSNAP3A",-0.306196636695081,3.6028613403307,0.201313584080031,0.411439801115687
"SFMBT2",-0.499827234216382,2.10973459855232,0.201718153473108,0.412203995683801
"PPM1F",0.418181811670169,3.13009766011399,0.201795264414382,0.412298909788145
"RNF10",-0.230726059531195,6.58265789027559,0.201929255397805,0.412509992111651
"DYRK2",-0.291936991729875,3.24705210336368,0.202002397267871,0.412596723934953
"PPP4R3A",0.245898294491897,4.95485748802687,0.202275083752455,0.41306830992225
"USP15",0.256514360042922,4.21870480762109,0.202294721168973,0.41306830992225
"PITPNA",-0.234429694659737,5.29974896338633,0.202696703781025,0.413826279842039
"TOMM34",0.425710089228712,4.8317456540661,0.202836664251866,0.414049155538271
"ACTR3C",-0.501734506490701,1.82661244576293,0.202980395277841,0.414240992120309
"ZC3H18",0.333884347680406,4.2856891808059,0.203023501933744,0.414240992120309
"RWDD2B",-0.236045316903263,4.62265418295072,0.203028078539364,0.414240992120309
"LETM1",-0.283525503738138,4.90883888230293,0.203053873201321,0.414240992120309
"AFG3L1P",0.566790528890319,2.26442004343949,0.203213207712983,0.414503153960676
"PKN2",0.289521769702134,4.11230729885684,0.203276084040323,0.414568516002758
"HMBS",-0.248224777621909,4.8458580133603,0.20343327534813,0.41482617839414
"LCOR",0.359822257923983,3.37609244229097,0.203697019968925,0.415301005383193
"ZFP41",-0.396422828274128,2.22836856620935,0.203822285359714,0.415493397353958
"PMF1",0.265190182454368,5.05300514330588,0.203904530608819,0.415598047380048
"SH3BGR",-0.702528255042432,2.80530127634264,0.204025310450538,0.415752315723156
"PLIN3",0.347500479868389,5.72574904591375,0.204047329135166,0.415752315723156
"RPS10",0.271283601578691,9.89663342928116,0.204100488667596,0.415752315723156
"VPS37D",-0.36402906463979,2.75246540685957,0.204103899753723,0.415752315723156
"FAM156A",-0.351337206927131,3.64633113672407,0.204183397683368,0.415851251931318
"CREB1",0.388352720524495,3.18001407183039,0.204384877038682,0.416140816822147
"PFKL",0.272962014181113,5.83019134462052,0.204389807480789,0.416140816822147
"LINC02256",0.43717811174272,2.07955537435447,0.204418421471834,0.416140816822147
"MARCKS",0.68364474321884,6.01386823152821,0.204469462502831,0.416181712505763
"LINC02983",0.828609976769769,1.62514990445976,0.204527179138482,0.416203591396307
"ILF3",0.283315436760034,6.08664461343074,0.20454211899054,0.416203591396307
"AMN1",0.763637822592151,1.39419628715209,0.204682945398984,0.416427127225713
"TFAP4",-0.42509944160318,2.42422434402299,0.20487240117322,0.41674951681923
"TARS2",0.270753978471005,4.34276081151174,0.20492161499358,0.416753204816294
"CDH12",-0.431315650850543,2.55739560929724,0.204936203350092,0.416753204816294
"RPL35A",0.240786848032865,9.70608386171077,0.205078248706742,0.41697900077285
"TMEM219",-0.250565749592949,5.89474337559388,0.205225787113803,0.417215895605109
"OGG1",-0.26201473339405,4.34156691174995,0.2052834754168,0.41727008472476
"BPTF",-0.321875016402885,3.78570393019502,0.205346231761972,0.417271040770187
"PLEKHB2",-0.248120542141571,5.78008162436269,0.205369046444281,0.417271040770187
"AK5",0.619608676601638,2.45618111056787,0.205390023200128,0.417271040770187
"RNF146",-0.289102196833199,4.22386904725987,0.205438190754689,0.417271040770187
"FANCE",0.545725986398802,2.53360600357771,0.205439111252316,0.417271040770187
"MCF2L-AS1",-0.781592408572736,2.89653393126774,0.205489322770883,0.417309988517943
"UQCRFS1",-0.375802671106953,8.2097961926485,0.205593497933533,0.417458497918194
"APH1A",-0.247373069179432,6.72078994847902,0.205739030264998,0.417690925704841
"TMEM170A",0.370970000942564,2.51920162053127,0.205779803179837,0.417710633085159
"ETFDH",-0.380928780476663,5.99966219444815,0.205941786867806,0.417950880956028
"ENSG00000279384",-0.647888451395024,2.05233024022138,0.205960325540282,0.417950880956028
"LRP11",0.210401992129718,4.79496393815881,0.206006249183906,0.417980990874724
"RINL",0.520399728523473,1.55115590640301,0.20605341635106,0.418013614401984
"MANEA",-0.321530051499943,4.08809366677757,0.206156891103335,0.418160440153182
"ENSG00000290003",-0.785890596255354,1.14760849704153,0.206280463862641,0.418347981462604
"MLH3",0.306928888719424,3.20964872055506,0.206318688809004,0.418351083256961
"LINC00370",-0.390861578230548,6.08881442206991,0.20634422015173,0.418351083256961
"ZNF562",0.383189553127399,3.14149177392754,0.206474508938952,0.41845312133224
"ARF1",-0.220788171160268,7.84262907825881,0.206476147090324,0.41845312133224
"TOP2B",-0.23727331013486,5.14532313499253,0.206487911649518,0.41845312133224
"GMEB2",0.378887879872937,2.69726958899213,0.206683845425631,0.418787068353381
"ZFAND1",-0.253915554358512,4.52657786949039,0.206895433216054,0.419149659096488
"NXPH4",-0.336518590994118,6.72540168333033,0.206925140345269,0.419149659096488
"TMEM150C",-0.485648395330129,2.54077062738471,0.207067112769348,0.419374062102223
"ZNF670",0.579228797299499,1.27755458023662,0.207260418056056,0.419694848491666
"PCYT1A",-0.222353612247646,4.82780057333353,0.207289810585939,0.419694848491666
"PAXIP1-AS2",-0.394372886604758,2.73115740780067,0.207319142026004,0.419694848491666
"ZC3H8",0.45824594337946,3.59103253640548,0.20752619058782,0.420050753973178
"CYB5D1",-0.258374764102227,3.65685595833421,0.20759611781392,0.420129048784762
"NDUFB1",-0.361520934087649,8.57439904478066,0.207736787463921,0.420350465649342
"TBKBP1",-0.505847905804548,2.86702216353977,0.2077708615501,0.420356154740092
"LIMS2",-0.764964737680666,2.69405498260187,0.208310971053698,0.421385484698063
"CREBRF",-0.39946345979433,3.09341908841964,0.208456501684092,0.421616444290659
"ZNF468",0.301577020466905,3.72476633879913,0.208529742634207,0.421701145955714
"SBF2",0.280452467209665,3.83660774095369,0.208614587562091,0.421809284866147
"SLTM",-0.273844179116725,4.41363981777831,0.20881706480353,0.42210436217893
"AXL",0.538842846516904,3.90104227845966,0.208872443584719,0.42210436217893
"SMIM26",-0.258600009892441,6.5075816921241,0.208873869302736,0.42210436217893
"NAP1L1",0.228220391666822,7.78259250515315,0.208886094447315,0.42210436217893
"CLIP4",-0.245245797083747,4.58031577551001,0.209007013088357,0.422285243874688
"TGIF2",-0.528794254782026,1.49088534136214,0.209042911225378,0.42229431856016
"ZNF69",-0.588332269463121,1.57903101769617,0.209122470296019,0.422382693880357
"KLF7",0.633128605620786,1.89810446337679,0.209158483603703,0.422382693880357
"ZNF174",-0.398686399689592,2.78951756310153,0.209195764783091,0.422382693880357
"FAM180A",0.608414007806845,3.23237040967267,0.209215479740474,0.422382693880357
"ENSG00000285169",0.896365488078314,5.90769380149177,0.209253848034084,0.422382693880357
"RASAL2",-0.406408577819541,2.5515969585599,0.209292869556175,0.422382693880357
"STK17B",0.416598970082648,2.0522733549428,0.209306551340534,0.422382693880357
"ZC3H4",0.306509844317222,3.2298121463286,0.209491037157735,0.422691549463221
"SNF8",-0.21262111154589,6.3827953728656,0.209685844338377,0.423021134729754
"RAB30",-0.409559040918415,3.231418820101,0.209740143059425,0.42306720125668
"ZNF546",-0.565968412016592,1.24947384743232,0.209989743049198,0.423507137399057
"ZNF230",0.505572741879445,1.65880098267323,0.210069756286763,0.423604970460681
"XYLT2",0.237968214903455,4.07228374763573,0.210196058782965,0.423796102323549
"SAMD4A",-0.474130425976203,3.09852917417363,0.21032923344021,0.424001030410355
"URGCP",-0.206079608249593,5.29966953829614,0.210457149301531,0.424127456100762
"VPS4B",0.223516501415244,4.98935403666175,0.210467345708357,0.424127456100762
"CDKL1",0.96336725784856,1.28518224587894,0.210486577016241,0.424127456100762
"NNT",-0.371827544292955,6.90823117388643,0.210685757159563,0.424421254952139
"ZNF286A",0.392306836883661,2.14903685541621,0.210695513669904,0.424421254952139
"APBB3",0.433372456325294,3.5462929429457,0.210792555365733,0.424553130534399
"NIF3L1",0.236010136662272,4.00220109886074,0.21085356110669,0.424612398178905
"DHX58",-0.297429834791669,3.16967588033079,0.210979601963088,0.424740135704135
"ENSG00000288983",0.492141378179072,1.92425181954775,0.21098017004075,0.424740135704135
"PARP3",-0.351500996028523,4.86896817778687,0.211133347025099,0.424984877859204
"CASP10",0.378545337278935,2.06560711454632,0.211319290245749,0.425295491190591
"VEGFC",0.595342727000898,1.48319185867212,0.211423620086113,0.425412319198983
"ENSG00000225087",0.529093998307773,1.23886110629666,0.21145779577155,0.425412319198983
"BCAN-AS1",-0.479139208727145,1.72918168395455,0.2114722550592,0.425412319198983
"VPS50",0.252909719590701,4.21848271822841,0.21160631015657,0.42561831658418
"TMEM9B",-0.223402698538471,5.72693434480837,0.211835587789307,0.426015751333387
"SF3B6",0.226405694600466,7.43083865525878,0.21188993408506,0.426061321027026
"HECTD4",-0.452645728165476,2.82961184175803,0.211972770498087,0.4261283220097
"YJEFN3",-0.70925652453711,1.82855851447345,0.21199419144554,0.4261283220097
"RPL14",0.236673345307749,9.60015942532521,0.21201833067417,0.4261283220097
"NDUFA10",-0.327161571906957,7.23721149580287,0.212373457386354,0.426730098251646
"INTU",0.395010495642046,3.32371525519325,0.212386712532482,0.426730098251646
"TTC21B",0.495802874204024,3.1491018906766,0.212416984058194,0.426730098251646
"B4GALT4",0.373445944325123,3.52041565149668,0.212444688211849,0.426730098251646
"TUBB2B",-0.470117446429639,1.81150174717361,0.212526555253307,0.426830778481847
"WHAMM",-0.289056683423481,3.64940380432233,0.212619352969681,0.42695337814073
"RPS26",0.250656504229189,9.61182074785174,0.212811709976282,0.427275832811869
"AKAP17A",0.351544744811408,4.0740947019934,0.212850980742448,0.427288352949641
"KANSL1L",-0.395850789186425,2.89491271320737,0.212883091267227,0.427288352949641
"SLC38A9",-0.4602984580617,3.11617723460628,0.212913280140012,0.427288352949641
"SSR4P1",-0.408552932065184,2.65781016268775,0.213058255231328,0.427515490201527
"ARHGAP8",-0.731734001938664,1.57162710432692,0.213251280009945,0.427838960163193
"PHLDA2",0.600039661325748,6.30871065123494,0.213322094365452,0.427896906773388
"AAGAB",0.224673231538381,4.96142729964652,0.213343809535088,0.427896906773388
"PDPN",0.929235362510582,0.813031352675617,0.213445958766377,0.428037936103311
"ZNF611",0.684838978981955,1.33959565433367,0.213570046180932,0.428222910967613
"TNFRSF11B",-0.737096833360798,5.42558191302501,0.213750274871365,0.428520381082507
"PNPLA2",-0.26510638977773,7.5454187852321,0.213987850597684,0.428932713049562
"PPIL3",0.222490362357456,4.5666926490285,0.214351729714152,0.429598056004843
"EPG5",-0.31707994284101,2.74034942378241,0.214474278877939,0.429779605632305
"FKBP4",0.257117106796762,5.51303739830917,0.214509201423192,0.429785534545708
"MT-ND1",0.293204286365558,12.17281462645,0.214653701474862,0.430010975868742
"NONO",0.228892486334574,7.20301321733946,0.214847200119057,0.430334493192439
"SLC37A1",0.490722209260903,1.78995044025151,0.215005154321085,0.430586729967428
"SELENOT",-0.222244155553904,6.70109994518282,0.215054351904429,0.430621119241541
"TUT7",-0.347988509977669,3.96076546917355,0.21512230932015,0.430693057045672
"ABTB2",-0.290947529537788,3.88997075995856,0.215260027408699,0.430904619404105
"SLC23A2",0.380103354265839,4.00294807339075,0.215364445648637,0.431049469513482
"LINC01278",-0.282520825215869,3.32881004588886,0.215399409675675,0.4310552853846
"ENSG00000263244",-1.94279299422565,1.49578679536473,0.215506213877687,0.431204844017764
"ECSIT",-0.423910081907146,5.66595998643681,0.215687360346317,0.431491680775727
"HIC2",0.69995992940528,1.15095363979044,0.215713749678301,0.431491680775727
"ENSG00000293515",0.793569590834937,5.06733931243783,0.215827944007536,0.431648931561954
"CSTF1",0.246842352321142,4.25550717921206,0.215869508059187,0.431648931561954
"MRPL15",-0.423317676183915,7.28871576079721,0.215888670590074,0.431648931561954
"GLMP",-0.224951782907635,6.08962541511546,0.215967641359664,0.43171221890962
"ZNF778",0.5613321538117,1.81310812529893,0.21598453790012,0.43171221890962
"DTWD1",0.302062259988789,3.41868932310721,0.216040686333523,0.431760265820533
"FAM86DP",0.348467580019137,3.97944924406612,0.216082058393116,0.431778772054367
"HOXB13",-0.449445755711328,2.56474033522311,0.216127408673206,0.431805220953927
"LRP3",0.276854070340703,4.40460736911802,0.21617140102607,0.431828949368079
"ENSG00000283103",-0.359620576463402,4.18910333313576,0.216224680055093,0.431871219254425
"FBN1",0.637112185004073,2.23867259941779,0.216312440869631,0.43198233772955
"IQCN",-0.538014469438684,1.52629034327922,0.216351304420869,0.431995788423374
"LINC03015",-0.663360294390117,1.33743324696315,0.216609959548446,0.432448035053958
"GVQW3",-0.681492236095808,1.01120744005059,0.216642347568628,0.432448486551036
"PPP1R1C",-0.613923459835461,1.77397291000652,0.216843245400938,0.432785257185841
"PTPRU",0.283030356678961,5.94413980243707,0.217082120389962,0.433197713084511
"TRIB3",-0.557661858030971,5.381844095768,0.217169028437697,0.433263385748193
"SMYD4",0.385830486469915,2.87113697838144,0.217179474932532,0.433263385748193
"CCDC113",0.648557023553097,1.31429186897127,0.217325119614338,0.433489624437678
"CD109",0.457998476316771,5.79851915932413,0.217491965644411,0.433758079213104
"HADHB",-0.2899213257363,7.9284222700573,0.21756654433624,0.433796523117115
"DDHD2",-0.32479120713915,3.21882500567215,0.217578976954179,0.433796523117115
"QRSL1",-0.343415715877893,4.62730334853199,0.217608028292796,0.433796523117115
"LINC02663",0.498487136577246,1.62358432887668,0.217702677942138,0.433819856153816
"ATG7",-0.32529404013579,4.02159896534081,0.217729178735084,0.433819856153816
"TCTA",-0.308592251953446,5.40002652142388,0.217735971304201,0.433819856153816
"FAM114A2",-0.257585583644678,4.00252987192352,0.217758220000095,0.433819856153816
"FOXL1",0.547927161221993,3.65322434837681,0.217781052286052,0.433819856153816
"IRAK1",0.259767454386522,6.21789677742456,0.217903492125773,0.433977644350835
"RAB11FIP1",0.456000337747428,3.95740936030872,0.217936272659446,0.433977644350835
"OGDH",-0.300849854391064,6.94515660926639,0.217957090011988,0.433977644350835
"SPEN",-0.317130665322181,3.32303496196478,0.218386232842724,0.434728915733311
"TRIM69",-0.2705012898377,5.51552104607992,0.21841066256214,0.434728915733311
"PAQR3",0.241452126500541,4.0652654034268,0.218459755404631,0.434728915733311
"MFSD10",0.406707803393239,3.78753700370731,0.218463727771083,0.434728915733311
"UFC1",-0.212286083811519,5.96538085061681,0.218587272982048,0.434910398419151
"KIF1C",-0.322266151021223,6.37337855392997,0.218630577501683,0.434932200782309
"DNAJA2",-0.234768861658362,5.947342020847,0.218678241331863,0.434962667595891
"TMEM260",-0.28429506639861,3.21555031985565,0.21876002581446,0.435060983153561
"SMNDC1",0.241914239716679,4.30695917527564,0.21891697116349,0.435308724380994
"MATN2",-0.761304955163838,1.42250333705939,0.218961616296509,0.435333120319808
"UBAP1",-0.287959222672232,4.92139438241202,0.219025831900133,0.43539641273347
"TENT4B",-0.260191166007802,3.28941862597433,0.219065576920523,0.435411049116533
"TRIM54",0.827416580082949,1.84771336935893,0.219116512268239,0.435447919591891
"ZNF43",0.665457856109269,1.00668673015375,0.219333765073651,0.435815251245798
"ARL6IP4",-0.254481030489473,7.02932787015645,0.219433981366928,0.435949957662487
"NCOA3",-0.351584666902306,3.37208347320055,0.219748199931521,0.436509720236258
"SAMD9",0.555028006670243,3.14145178148563,0.219783185195664,0.436514727938095
"LINC00882",-0.514048869724764,1.50437326613704,0.220005318373723,0.436891376584416
"SPTY2D1",0.315774608153061,3.21905094050655,0.220159445705006,0.437081489334302
"DCP1B",0.361578722284713,2.97134935300164,0.220166066284488,0.437081489334302
"TOP1",-0.23817979340251,5.12560609200675,0.220214826324097,0.437113751808947
"ENSG00000290796",0.990873537860403,0.752287794040217,0.220260006814316,0.437138900608899
"ARFIP2",-0.229866451716307,5.29139030148998,0.220422760363927,0.437344807182351
"RIPK2",0.331586240987013,3.1888911440917,0.220469533600091,0.437344807182351
"TESPA1",0.624051673526082,1.5243191117917,0.220470055967613,0.437344807182351
"DDX6",0.256148575619474,4.65071942429138,0.220493860470709,0.437344807182351
"MXD1",0.577194189602957,1.98703875918937,0.220546590697187,0.437384875887076
"METTL2B",0.237623616480229,4.41155659553461,0.220599412374315,0.437392134373747
"KLC2",0.269090252900182,4.39429717876412,0.220615309781552,0.437392134373747
"CHIA",1.40789873454541,1.47685695467376,0.220778480410119,0.437651105350797
"TMCC3",-0.504044395072106,1.68666211067509,0.220825795308905,0.437654195033401
"FAM86B2",-0.7061742944581,0.870330379106514,0.220845137089218,0.437654195033401
"EFL1",0.342079784864131,2.8488335797172,0.220967614980685,0.437832382998864
"SPOP",-0.236516553364734,4.82890421953407,0.221051856530575,0.437934766894079
"PRXL2C",0.250656694142413,3.75094107223717,0.221196637589138,0.438103035911214
"SEPHS1",0.229655678440661,5.21069551515058,0.221201956775341,0.438103035911214
"NPL",0.370551183131435,2.91398070670397,0.22127546973672,0.438184089260668
"NOMO2",-0.231136025887608,5.05981607663919,0.221414457014074,0.438394756149497
"ANKRD29",-0.409562950206244,4.75397737257415,0.221546349492372,0.438591315558663
"GALNS",0.273051547816995,3.99466663493578,0.221689781907052,0.438765805614407
"CNBD2",-0.649154642386794,2.18923706109962,0.221699753335139,0.438765805614407
"SULF1",-0.432683959783146,2.24005996418634,0.221855436595243,0.439006113292539
"ERCC2",-0.332082161202375,3.59728341214339,0.221886475229518,0.439006113292539
"PCDHB13",0.653054949897366,2.54836364078775,0.221984949135554,0.439136328685694
"SUMF1",-0.288992715487612,4.61838192092655,0.222095070011317,0.439289542714353
"ENSG00000258311",-0.523708706867194,2.01890698626863,0.222173123902229,0.439379294600584
"KMT2E-AS1",-0.386075891320826,2.66335620129018,0.222211979917954,0.439389075658379
"GET1-SH3BGR",-0.77970850678567,2.65779230203628,0.222243425818283,0.439389075658379
"UHMK1",-0.290676275509118,5.44033808998519,0.222463355628661,0.439759229606436
"RPUSD3",-0.240186588648161,5.69177705158786,0.222529591793244,0.439825502168448
"CSGALNACT1",-0.569664471752908,1.12755034119063,0.22260532502045,0.439903352367283
"MYLK",-0.322154947721457,5.19308236269798,0.222634412677329,0.439903352367283
"AGT",-0.528928133380438,9.10317958456968,0.222690689916237,0.439949899590614
"ITGB1BP1",0.29974510567766,6.47348727067527,0.222874699803328,0.440248745931475
"LINC02482",-0.407573749126925,2.35140345080041,0.223019926405728,0.440470906353029
"DMD",-0.428558988951763,2.25369852792812,0.223072628778455,0.440510290285668
"CIART",-0.547183139372202,3.08623721527959,0.223382995057272,0.440966437203719
"IL4R",0.36417787190121,4.17121115747304,0.223383945840046,0.440966437203719
"CREB3L1",1.25732209053654,0.583317604982586,0.223402005818216,0.440966437203719
"ENSG00000242861",-0.598029850885003,1.22656181544373,0.22346602949367,0.441028068776146
"ZNF765",0.411309902007368,2.01172656295642,0.22353776229285,0.441104894597837
"CNOT10",0.262181188537914,4.01760471088462,0.223594197078117,0.441151514880757
"HIKESHI",0.204044321639073,5.68063800337597,0.224005321259671,0.441869279934459
"SLC16A7",-0.33335372928342,4.23924916751456,0.224029310722739,0.441869279934459
"CCND3",0.256415595901306,6.83008244782771,0.224056578208623,0.441869279934459
"ZEB1-AS1",0.437418534141417,2.19774779390388,0.224224502665463,0.442135600944393
"TRMT61B",-0.284674776482025,3.84891744492976,0.224501725116855,0.442607196659635
"SLC35F5",0.220772326188712,5.56826814715579,0.224535856721366,0.442607196659635
"SLC37A3",-0.243867714282724,4.90627663928318,0.224562419724232,0.442607196659635
"CLUH",-0.323454735969262,6.55551539246028,0.224653068590983,0.44272096735664
"AGBL5",0.381563741354302,3.6695178794729,0.224713914385777,0.442775980778305
"SLC35E4",0.592335039719191,2.20099338550808,0.224963302061914,0.443202426303955
"DNAJB12",0.254827815568881,5.2098273292046,0.225079999412428,0.443367370656242
"REV1",0.315563213629796,3.2016230233891,0.225139206281223,0.443419037301497
"HEATR6",0.383725001226175,2.97979568742541,0.22525479219759,0.443523982108957
"CTNNA1-AS1",-0.733573411724086,1.07118001699876,0.22525846153667,0.443523982108957
"SNAPIN",0.225162761309103,5.37264090693971,0.225737031197093,0.444359491229727
"LINC00847",-0.383846037063529,3.76351681604368,0.225758767582182,0.444359491229727
"RNF187",-0.236207297202742,6.97764617743312,0.225781945863565,0.444359491229727
"LRP8",0.400700059043207,3.28777813386787,0.22585447910029,0.444427850620663
"MECR",0.361062825559407,5.1061147893411,0.225882785299837,0.444427850620663
"LINC01170",-0.676452593838222,1.76871661631881,0.225922352517481,0.444440665976598
"HDAC7",0.424301262448945,4.04638926010783,0.22600885660305,0.444545799573525
"SPECC1",0.234913782620916,4.50451770831364,0.226132018694902,0.444722995958995
"RNF43",-0.678910584541396,1.44243917743723,0.226357373366689,0.444993155841025
"CD276",0.362523626207592,4.26206312071389,0.226365632554181,0.444993155841025
"MAN1A2",-0.365096184914514,4.44161478309913,0.226368673654069,0.444993155841025
"DANCR",-0.27901092979326,6.91548230126604,0.226518442606573,0.44522247906563
"FAIM",0.246827207202403,4.84689580767895,0.226786294144663,0.445683792906919
"ARFGAP1",0.263496527035291,4.23259194735704,0.226844443267486,0.445732921843434
"CYP21A2",-0.409059289912129,3.61968756362787,0.226935625668958,0.445846934942258
"TMEM209",0.346196539292493,4.05314085964776,0.227058186653087,0.446022553358277
"IFRD2",0.301579007981358,5.56393093837054,0.227132342794963,0.446103050134542
"FBXO11",-0.224601600881573,4.15134066144755,0.227324953020722,0.446416141129929
"CRIPT",0.336587302067841,5.05848062814848,0.227368126420989,0.446435722525791
"ZNF8",0.618228951641829,1.52693129966527,0.227407771152204,0.446448370698282
"SLC41A3",-0.248123639786946,5.96624233433977,0.227466325884171,0.446455113392315
"PCDH15",-0.551045331225462,1.98285681454103,0.227477612810557,0.446455113392315
"YWHAZ",0.239539471302288,7.60171698942963,0.227961719828136,0.44733994232474
"S100A8",0.776374948564602,7.72343843690936,0.228039597799681,0.447379680486253
"ENSG00000269958",0.378430247077226,2.10864054030592,0.228048514803866,0.447379680486253
"ZNF767P",0.468427437279632,1.67943011226312,0.228386776835607,0.447977914125685
"SDCCAG8",-0.269614690426412,3.57608646652039,0.228479298642461,0.448094027063379
"LINC00963",-0.313110913709,5.91561244044916,0.228688298079492,0.448438508965561
"TALDO1",0.251922839103653,7.86625062925872,0.228744464790068,0.448483241989977
"DPCD",0.277059489824198,4.20574496287432,0.228880044087686,0.448683637965159
"G6PD",-0.245865140616724,9.26326445839008,0.228966109858874,0.448786926116971
"ELP3",-0.249063128622684,4.39409053239506,0.229484682147796,0.44973779859485
"BRD4",0.224104399833242,4.72916680942276,0.229551913550881,0.449803997319315
"ZNF563",-0.340537202120161,2.48163242765361,0.229673516420584,0.44997670141209
"MON1B",-0.224874434690082,4.54825571452548,0.229769091645163,0.450033174694546
"TMEM144",0.356469653111899,2.87774329466346,0.229769280401462,0.450033174694546
"IAH1",-0.250730656855731,6.66114400899138,0.229812992830671,0.450053233556831
"ATXN7L3B",-0.212875518764072,5.48683579788099,0.229858566085567,0.450076930185893
"ABHD17A",-0.201234533205681,6.06331536900641,0.230052478844774,0.450291846402861
"ST6GALNAC2",0.498769688009842,1.68974717287189,0.230076779455832,0.450291846402861
"PLEKHG3",0.34211887437291,3.27581532676657,0.230099705610352,0.450291846402861
"DISP1",0.355709129388215,2.5826285292239,0.23010228146914,0.450291846402861
