"genes","logFC","logCPM","PValue","FDR"
"PPARA",-0.964840574502439,4.64233732705732,9.49373854485537e-06,0.000122743085071274
"PASK",2.06262676053963,1.67328020354058,9.59849672917056e-06,0.000123978277637298
"TMEM104",-0.947806499345212,3.53116102798226,9.68312187742848e-06,0.000124951302076683
"TSPAN9",-1.62546471527598,1.98723901115658,9.90623758493697e-06,0.000127707833717222
"CDH24",2.04922462390697,2.89396534679525,1.00056347504338e-05,0.000128865675147828
"RBM8A",0.769030599025867,6.09191221300066,1.00515665040958e-05,0.000129333361927341
"ABCA1",-1.51617905761936,4.29735645297824,1.02718803560082e-05,0.000132041781325895
"LEF1",1.79639850043743,1.35625544099663,1.03554536895504e-05,0.000132988949674971
"STK17A",1.32123948867626,5.73210980726273,1.042282766631e-05,0.000133726470230157
"SLBP",0.973233906202813,5.45592539999674,1.04682302907402e-05,0.00013418095756844
"RND3",0.82590881848056,5.40541034933451,1.05913286589946e-05,0.000135629528713182
"PEX5L",1.81194819222263,1.93882818468725,1.06593574036633e-05,0.000136370808420225
"TRIM3",1.3765669189393,3.06339877739269,1.06784227974983e-05,0.000136484860204527
"ABHD15",-1.00721620577894,4.5060066063594,1.0796951651384e-05,0.000137868767240749
"H2AZ2",0.870830024641256,7.13853532871588,1.08454477871636e-05,0.000138356632776283
"CAMKK2",-0.820300441672166,4.38320556921539,1.10058547365869e-05,0.000140173981718855
"SPANXA2",4.43784387378117,4.26360388915693,1.10087553692631e-05,0.000140173981718855
"OSBPL5",-1.06623406490336,4.89114937544258,1.12618163054062e-05,0.000143260531733673
"PRMT2",1.03454397351975,4.73803848622262,1.13181225895347e-05,0.000143790097607043
"WFDC1",2.3919152447618,1.01201952935016,1.1324833658029e-05,0.000143790097607043
"ENSG00000290907",0.787831672043796,6.13248411812326,1.13362954388566e-05,0.000143799838180062
"TMEM68",0.792456129739389,4.28384851275828,1.1496694384929e-05,0.000145697033647272
"IDI1",-0.981071055494041,8.02646901986086,1.17079969415149e-05,0.000148235147717146
"AMH",1.15756046275107,3.29500946916946,1.1737271833921e-05,0.000148465999133491
"NFIC",-0.889401649828434,6.04295224033543,1.180006892714e-05,0.000149120043979628
"ZNRF1",-0.854763427883926,4.58167449121075,1.18405131008567e-05,0.00014949064709307
"PLOD2",1.48178578802523,6.80862253355281,1.18692870411607e-05,0.000149500784037852
"ENSG00000288767",1.72102780211157,2.23139375210448,1.18809223834787e-05,0.000149500784037852
"NME1",1.036849821201,7.34364486663649,1.18811005489404e-05,0.000149500784037852
"VIL1",-1.95445575907897,0.82318009276702,1.18857904310921e-05,0.000149500784037852
"PRPF4",1.05364172668474,4.09098259213126,1.18975865557361e-05,0.000149509297970493
"SLC25A13",-0.779181914741378,5.4348396289476,1.1993851625758e-05,0.000150547660355294
"ERC1",-1.70240781420926,2.18238787587909,1.20026098394225e-05,0.000150547660355294
"MTSS1",-1.04328592579487,3.74458900972305,1.20339371953838e-05,0.00015079992500385
"GPR137C",2.1425233182254,0.759681337407141,1.21077076311183e-05,0.000151583088275621
"PDE11A",-2.08443115735215,0.956637168826802,1.22012125164734e-05,0.000152611631159536
"RAB17",-1.75473884256305,4.75334300762306,1.22198393030365e-05,0.000152702564376049
"AMPH",-0.940145603824635,5.20694928112569,1.23798165160771e-05,0.000154558043523837
"SCGN",-1.8337597206731,3.77374879707123,1.24521739821608e-05,0.000155317190504762
"FAM111A-DT",2.24471055839302,0.960542984305237,1.25859803140601e-05,0.000156840677759826
"ERO1B",-1.00290748036146,3.21989645957261,1.28650485447626e-05,0.000160169854382294
"HMGB1",1.04290829921508,7.92163894200582,1.29576432920624e-05,0.000161173424334016
"MT1A",1.49830234918266,5.64826450633835,1.30554290941584e-05,0.000162239648428886
"SESN2",0.94713722816125,5.21246887991743,1.30770694659143e-05,0.00016235851896462
"SLC6A12",-1.99589752415377,1.97896761348191,1.31603349155891e-05,0.000163241571286911
"LSM11",1.95488606414173,1.17301527241805,1.32002829107068e-05,0.000163586178817847
"KIAA0930",0.863178407713628,6.32391936174472,1.33926003845637e-05,0.000165816671059709
"ARSL",-1.00579054207587,5.38203107147299,1.35677496358468e-05,0.00016783069144765
"PPCDC",1.38445324446192,3.16775389542881,1.37136857341299e-05,0.000169479980129698
"PTN",0.947556448032869,4.60043433381039,1.37533295318416e-05,0.000169813837360094
"BCL7C",1.29011389295904,5.41824470295056,1.38464291049161e-05,0.00017072343238124
"POLR2H",0.722427746074593,6.03561567415834,1.38523921410035e-05,0.00017072343238124
"TLR6",2.25082183481788,1.19909579831682,1.3917020373607e-05,0.00017136287174315
"PPP6R2",-0.803110792097722,4.93450758404126,1.43805726361769e-05,0.00017690867307048
"SLC25A23",-1.00678185903029,6.45548190021129,1.44280489708682e-05,0.00017733048122696
"HMGN1",0.818638430781982,7.56098478892284,1.45537895303449e-05,0.000178712560753441
"TMSB10",1.16712310770737,10.3738475292548,1.51650435787248e-05,0.000186048518211253
"NBAS",-1.34278612559274,3.2847652489104,1.52707658530059e-05,0.000187174765414327
"SETBP1",-1.44635254369616,1.98855668820402,1.54255142686517e-05,0.000188899330470211
"AFF2",-1.35569768321237,2.7514925099125,1.54707139404488e-05,0.000189280454634463
"STIL",2.72211627303626,2.0746434093008,1.5553318772681e-05,0.000190118112924971
"ATF3",1.3829542894413,6.56810558122432,1.58566677536069e-05,0.000193650095018163
"FXYD5",1.75311819955513,5.6723067452197,1.60276638003335e-05,0.000195560769019315
"SFR1",1.44805325868458,2.46365420228413,1.61177010526456e-05,0.000196481059251018
"TUBA1A",2.57539128609342,2.64964285271735,1.61422960472174e-05,0.000196564981269077
"HNF1A",-1.32154166753385,3.12732107806766,1.61538230181712e-05,0.000196564981269077
"PRKAG2",-2.00496671420838,2.20345968503321,1.62256461012012e-05,0.000197146286710845
"C1S",-0.879383988623026,9.48851159898637,1.62309191870375e-05,0.000197146286710845
"NWD1",-2.17166562291166,0.887725556020725,1.65459949098347e-05,0.000200791920178373
"HOXA-AS2",-1.79659326700483,2.18925517836424,1.67137261757779e-05,0.000202644510513535
"MRPL39",1.00352898976154,4.79727258651371,1.68176502498029e-05,0.000203720833566531
"FN3KRP",1.09532332552309,4.28152078658079,1.6856156681826e-05,0.000203772039593144
"PANK3",-0.741245003064145,5.40835205296738,1.68570644995962e-05,0.000203772039593144
"SPSB4",1.81073536277938,2.16402692008746,1.68673419654298e-05,0.000203772039593144
"TRIAP1",0.819192737143678,6.43529892457018,1.69243102297779e-05,0.000204276728321
"SRRT",1.08722385567907,5.57338458418199,1.70491895044217e-05,0.000205599463745699
"SNX9",-0.784545169965645,4.94438758062408,1.7295373774411e-05,0.0002083813582175
"PHTF2",1.23782488328733,3.03159002007393,1.74492455870924e-05,0.000210047051176406
"MORC4",1.36513610887664,3.72435907959253,1.80775077003172e-05,0.000217415177583601
"GLIPR1",2.50799084123336,4.72112555989738,1.81359389099845e-05,0.000217922997840618
"REEP4",1.09538656063712,4.15174188820859,1.8186317273042e-05,0.000218333233976181
"HSD3B7",-0.887513229144336,5.05427123331079,1.8211860666746e-05,0.000218444851494261
"ABCD2",-1.33212829196153,3.76111054457771,1.84304457099737e-05,0.00022086967292006
"XRCC1",1.2258679660691,3.8968142344411,1.84752313999367e-05,0.000221209226539224
"CEL",1.88654782220297,2.50071108044551,1.85487438313947e-05,0.000221891823449229
"GXYLT1",0.988923531072965,3.98923750800067,1.87210068140168e-05,0.000223753473441128
"WWC1",-0.841959385756628,5.75901218647197,1.8775327669544e-05,0.000224203424373614
"IKBKG",0.788255315272957,5.01611258987314,1.8853959449453e-05,0.000224712126130947
"WDR54",1.46268588216826,2.722706361474,1.88566845520629e-05,0.000224712126130947
"GPN3",0.911318709676702,4.49897077078335,1.88761398021239e-05,0.000224712126130947
"SLC5A9",-3.01017528469275,1.79924893413323,1.88847763296126e-05,0.000224712126130947
"LINC00844",-1.67004434870457,5.56582800476977,1.89098747173254e-05,0.000224811826214993
"SNX29",-1.759637850012,1.99710565998978,1.94493864890583e-05,0.000231013255191487
"KRCC1",-0.818778018216269,4.46019667754456,1.9465864802317e-05,0.000231013255191487
"LHPP",-1.5265915313296,4.62960993600289,1.9540118937169e-05,0.000231682285954069
"PLCB1",-1.00842359162976,3.71379303463546,1.95567004728446e-05,0.000231682285954069
"ORC3",0.874816405908958,3.85997885114838,1.98123044207561e-05,0.000234503737008351
"PLEK2",4.23912390354078,2.02201521077923,1.99120880204832e-05,0.000235477515851731
"TRIM22",0.794481529370541,5.23728921689983,2.02430962892354e-05,0.000239181610461388
"HAUS3",1.29948788732607,2.39069861651743,2.02654521768045e-05,0.000239235531140749
"MUC13",2.17127761472711,0.977453070891414,2.02914230561014e-05,0.000239270814451296
"SF3A2",0.966555783662938,5.02283316850986,2.03040308856856e-05,0.000239270814451296
"TMEM185B",1.03165895023933,5.66850837400926,2.03281477739753e-05,0.000239345249534914
"CAT",-0.959720225583686,6.96806561106755,2.0460338028515e-05,0.000240690905626783
"HSPA4L",0.969281885014768,5.26632007025802,2.0511166879722e-05,0.000241077928203445
"SKP2",1.75518152800824,2.91466677141291,2.05467002814232e-05,0.0002412846567546
"CLCA2",2.12975528637836,1.99502511109829,2.06595127437197e-05,0.000242397738527098
"POLE",1.65094055039733,3.01144846600928,2.07252662486296e-05,0.000242957218813491
"MTRR",-0.799766986473261,4.62546656120957,2.08590310397733e-05,0.000244128879634582
"EED",1.05085710190273,4.11776709285971,2.08615263052309e-05,0.000244128879634582
"ABCC2",-0.959948612296233,5.98749580074814,2.09042365234954e-05,0.000244415968952104
"IL12A",2.72683388024688,0.935268661058947,2.11203229329938e-05,0.000246647817690786
"DIAPH2",-1.60495002836259,3.04989453112443,2.11545629973345e-05,0.000246647817690786
"STAC",1.37176644358116,2.63122414387139,2.11606511501482e-05,0.000246647817690786
"PEX5",-0.832712182283059,3.97682027121676,2.11684948397417e-05,0.000246647817690786
"CCHCR1",1.38276859093914,3.9738834768289,2.17392212514066e-05,0.000253078414672219
"ORAI3",-0.701293211370236,6.43786465325147,2.1958590181499e-05,0.000255411075761623
"INCENP",2.46911618560066,2.44794108900866,2.20340785318035e-05,0.000256067605824226
"WAS",-1.80478410697523,1.42183631659207,2.23475188857987e-05,0.000259485957632512
"SRC",3.11126738982147,1.2144511814209,2.24864019519258e-05,0.000260873305129934
"ATRIP",0.989931007370011,3.76140628900915,2.2552373828896e-05,0.000261413119399427
"HIRIP3",1.24614692723335,3.81611021510806,2.27755412629677e-05,0.000263772547650184
"PHLDA3",1.0439964907204,7.12188293105118,2.29055944351085e-05,0.000265050449891969
"ESPL1",2.76288981539859,2.68025094027033,2.29300511117416e-05,0.000265105302879172
"NR3C2",-1.84320170394287,2.73500767755559,2.29732132531697e-05,0.000265376138661615
"GRID1",-2.00421237703654,2.72907816930427,2.29941719551703e-05,0.000265390245587313
"HACD2",-0.911226504782278,5.54929726321706,2.31858753046333e-05,0.000267373309902315
"MEAK7",1.09819006962507,3.49517336250747,2.41139789326207e-05,0.000277837669861198
"WNT7B",2.68405139741761,1.5004700095064,2.44555447985136e-05,0.000281531896713026
"ENSG00000289194",1.98467800708857,1.68457187327691,2.46620533900111e-05,0.000283666355758845
"USP30",-1.01430607762551,3.34990673606469,2.47378213270892e-05,0.00028429465432824
"AKAP12",1.30265813070201,4.9260131600547,2.48074100246676e-05,0.000284850926722187
"SLC25A25",-1.07536584002641,4.4817465086891,2.4850574140863e-05,0.000285103088650209
"NCK2",-0.974680317483925,5.46380472600565,2.52002952148572e-05,0.000288868857168772
"ENSG00000290397",1.23178449663705,2.77739633198035,2.52376699962066e-05,0.000289050860961664
"MTMR10",-0.968091990418466,3.76317654320756,2.52724834744659e-05,0.000289203244934186
"BAMBI",-1.52487763468009,5.61581698276864,2.54306497083364e-05,0.0002907657448795
"TPRKB",0.848519649968299,4.7311132187207,2.57063293182747e-05,0.000293515547468437
"TRPA1",3.91972560746995,1.50899557358497,2.57148084871202e-05,0.000293515547468437
"RASGEF1B",-1.308542852034,3.21704486907587,2.58164694773112e-05,0.000294425995412999
"SLC25A30",-1.03668914008639,4.45646750453016,2.61444343292077e-05,0.00029776383731209
"ADORA2A-AS1",-1.23826625665094,3.97576194008979,2.61777015096018e-05,0.00029776383731209
"IGFBP2",-0.90746641796355,8.47187992591405,2.61905831525698e-05,0.00029776383731209
"ETNPPL",-1.78536336475333,2.11948381166444,2.61977256834897e-05,0.00029776383731209
"MRPL17",0.711142386431877,6.09256714909805,2.62247906546095e-05,0.000297819708734695
"PPP1R3B",-1.18192107484544,4.59806667472307,2.62649823399836e-05,0.000298024432526092
"CUX2",-1.25924066578737,4.96075563871103,2.63722098483789e-05,0.000298988814183223
"KNL1",2.01178470875301,2.26375623236495,2.64502983919295e-05,0.00029962149298895
"NUMB",-1.00412655790356,4.66165739003641,2.66048334833033e-05,0.000301118342606479
"CNKSR3",-1.08899284637857,3.12078871477483,2.67483519583773e-05,0.00030248809119625
"ZXDB",-0.868241343020905,3.82922945244043,2.71788125225511e-05,0.000307097742166573
"XPO1",0.809979370702639,5.75144870213075,2.75221900346375e-05,0.000310716513187015
"CCNE1",2.03091967611971,2.40844467514097,2.75533974018197e-05,0.000310807870356433
"HERC3",-0.935225697930949,3.84755202548198,2.76696837157417e-05,0.000311857977570715
"LARGE1",-1.70155157532357,1.55899681586996,2.79809427956728e-05,0.000315101973894989
"EVL",-1.00373126054081,3.32139969390516,2.86418905195766e-05,0.000322275196590985
"ESRP2",-0.977367809017227,3.4152473141692,2.89678948913775e-05,0.000325670831696875
"STK39",-1.27335199152628,6.73117204513161,2.91738871583025e-05,0.000327467756632447
"HLF",-1.38682220886646,3.20823249790928,2.91764370404337e-05,0.000327467756632447
"MON1A",-1.01926566774925,3.24546222226371,2.94316874305155e-05,0.000330057105246631
"CASTOR3P",-1.18566518005543,2.80260927753081,2.96496038998913e-05,0.000332223811698282
"PELO",0.730644312673124,4.94251762382195,2.98432341003914e-05,0.000334115008920785
"ACSS2",-1.38416725284186,7.63058293884837,3.02745835947526e-05,0.000338662272059104
"PIK3AP1",-1.34523464303366,5.31129056343146,3.08141600140302e-05,0.000344411633872527
"APOC1",-1.83482411494906,8.60317758774564,3.09825796660551e-05,0.000346006450323735
"BAX",0.812314682860978,7.45991346041477,3.12710986012392e-05,0.000348938748375321
"LINC01670",2.01712222044421,1.65910277723643,3.14367079346648e-05,0.00035049583324171
"PIP5K1C",-0.911135618269415,4.39272134016399,3.15136919949183e-05,0.000351063051005527
"MGC32805",-1.84432605575532,1.56299331180568,3.17146462498785e-05,0.000353009216453532
"CHD9NB",1.98438325901577,2.54308385109203,3.17807297227967e-05,0.000353452185155273
"GNB1L",-1.92409166626947,1.0336293809371,3.18491546561558e-05,0.000353920440914604
"BARD1",2.14893959666697,2.06790781711566,3.2110509895374e-05,0.000356530071059619
"SPTLC3",-1.00362668025928,3.8719849852333,3.21646784297913e-05,0.000356836853273081
"KISS1",-1.61599878645543,2.19353860749079,3.28937306038229e-05,0.000364624156388296
"FOS",-0.952760813733634,9.49895097245854,3.30248045431932e-05,0.000365775553449569
"REEP1",2.20336329606906,1.01113307655188,3.32560633894775e-05,0.000368033768176885
"SEPTIN4",-1.76284647109594,2.38708189759182,3.33814368982341e-05,0.000369117434649388
"TMX1",0.707216136489933,5.81294985729903,3.37676337364955e-05,0.000373081021545537
"DBF4",1.37988617737701,3.39675252217606,3.44390862337366e-05,0.00038018715393992
"TTF2",1.31135007112833,2.92800273932533,3.47131402419325e-05,0.000382898181864663
"CYP19A1",1.24569317868668,3.52951634491405,3.49971460190154e-05,0.000385714447025968
"MOCS1",-1.09380620283436,4.89192236726072,3.51164040996625e-05,0.000386711850552057
"GOLGB1",-0.811413489830365,4.4125097274152,3.5443875542052e-05,0.000389998650195116
"ABCB6",0.798780939084935,5.64134698642946,3.54733249896841e-05,0.000390003538684622
"PRKCQ-AS1",1.39350215789307,2.72575881923845,3.56413129885979e-05,0.000391530305918862
"DNTTIP2",0.708605271220887,5.05299355494807,3.58396025740019e-05,0.000393387180579615
"SPSB1",-0.776366872932103,5.94345303680373,3.59462388007311e-05,0.000394235829457284
"RELT",2.30801829011304,2.21635434168847,3.59994312331094e-05,0.000394339364313706
"COBLL1",-1.16614704841319,5.20848408250191,3.60143343282189e-05,0.000394339364313706
"ENSG00000250041",-2.12952849441251,1.63542681043802,3.61417989237471e-05,0.000395413041764608
"CTIF",-0.970019175015396,5.11624451962958,3.61809550540412e-05,0.000395519611102957
"IL17RB",1.53384060878042,3.1681113450026,3.63761086759087e-05,0.000397253638813771
"ITPK1",-0.734409279230036,5.77659806360121,3.63986674861346e-05,0.000397253638813771
"SLC41A2",-1.24294056011152,3.98918804023857,3.65527336690138e-05,0.00039861156278472
"ADAMTSL4",-0.902236889292836,5.43594225248132,3.66943989947931e-05,0.000399832162790914
"MTHFD2L",-0.802676628733922,4.4515638479767,3.6804578254665e-05,0.000400707983167794
"ABCB9",2.2346218973796,2.50700562924657,3.68688209115277e-05,0.000401082658556959
"MIEF1",-0.733809401288059,5.11956061159604,3.73106643507048e-05,0.000405561190670636
"PANK2",0.783531447665867,4.63008421092237,3.81241347702602e-05,0.000414068752924813
"ACACB",-1.43462445527327,4.45219755982592,3.83394002801355e-05,0.000416070682943262
"GOLPH3",-0.766903611910138,6.26914953808503,3.85291127179048e-05,0.000417792298068506
"NUP85",0.960900669126103,4.0576136556108,3.8712249241875e-05,0.000419439889851934
"C2",-0.826540942193497,5.46445138764064,3.89166976256502e-05,0.000421315552555952
"CLMN",-1.09478611987982,3.65925404619523,3.92141362170109e-05,0.000424194107460924
"SERGEF",-0.899571133977432,3.71191954849473,3.94976561826116e-05,0.000426917592468968
"MMAB",-1.07679296613307,6.19429199765021,3.98956469468574e-05,0.00043087298702606
"RAD54B",2.34430407872339,1.69237452157587,4.06722891022391e-05,0.000438908185608914
"SLC2A10",-1.13560865955825,3.49778673538614,4.11181013510359e-05,0.000443243894608016
"CLIP1",-0.731815785879799,4.71805056897418,4.11399955727208e-05,0.000443243894608016
"ACSF2",-1.67127465360681,5.22255340224486,4.14739539520766e-05,0.000446484215243892
"ENSG00000291133",1.73556219872172,2.3716058829609,4.15550854080771e-05,0.000446894888934373
"KANK3",2.09965846644512,2.59043080069152,4.15990700783956e-05,0.000446894888934373
"PERP",0.733081663852034,7.09739616902994,4.16118102741213e-05,0.000446894888934373
"PHKB",-0.670539628842707,5.34267900396481,4.20420561729112e-05,0.000451155217319206
"PNMA1",0.813033599079862,4.81102279189774,4.24357896225199e-05,0.00045501724662233
"BORCS6",-0.975846982620793,3.37110747392617,4.25915737511444e-05,0.000456323745544133
"CPS1",-1.76756159288086,2.40499649832788,4.30263661215448e-05,0.000460615062794817
"STK40",-0.920189765413838,4.06298150047682,4.31166197670094e-05,0.000461214056791732
"POR",-1.24945150960518,7.7804222065429,4.33024723902483e-05,0.00046283389805984
"VPS13B",-1.13360896544444,2.7707061073783,4.34907496145612e-05,0.000464477060617466
"ENSG00000288075",-1.62974741077921,2.46143966295191,4.36281149525567e-05,0.000465574312422284
"ZNF385B",-0.947961542416079,4.020702164156,4.38370773811733e-05,0.000467433261274589
"AKR7A3",-1.74225106402276,7.52441545904496,4.43336073607764e-05,0.00047235315734786
"ENSG00000289123",2.26999771520885,1.02469999483295,4.44402516138241e-05,0.000473114507679714
"NUDT16",-1.10421308123475,7.75613657339733,4.45731542612933e-05,0.000473793219318473
"NUDT21",0.80135236595999,5.60840519443308,4.4593639288342e-05,0.000473793219318473
"DECR2",-0.649050577731822,6.41257249889618,4.46097140902266e-05,0.000473793219318473
"INTS7",0.86819542538502,3.57069697775957,4.46899851861606e-05,0.000474271145077439
"HDHD3",-0.857705138715855,5.03071283114653,4.50676394247407e-05,0.000477901797874656
"LARP1B",-1.01054153497706,3.89128479311756,4.51293685596396e-05,0.000478179266865969
"SERPINE1",1.7098934441,8.89512745954648,4.53317033423131e-05,0.000479944947354915
"RCCD1",1.40238732593702,3.42191887793304,4.54769447339415e-05,0.0004811038543608
"HS6ST3",-2.02113281131433,0.785849691799149,4.60347490901406e-05,0.000486622041089647
"CXorf38",0.944867529336033,3.48387768656553,4.65934927808439e-05,0.000492141479914554
"NTN4",1.00525720995981,3.71899103397989,4.66901646838981e-05,0.000492775474363967
"CENPE",3.25723403665636,1.42921258837914,4.6837611792063e-05,0.000493943943651826
"ENSG00000259171",-2.23861469336431,1.58693492089171,4.70792565540237e-05,0.000496103200333387
"PPT1",0.730453083574345,5.89468051838203,4.76396469635091e-05,0.000501318557958584
"ECM2",-1.66923170946242,3.1223488667825,4.76487518273889e-05,0.000501318557958584
"RBM47",-0.998237951097473,5.29808638030248,4.86492372770751e-05,0.000511444600803402
"UCK2",0.756054959839834,4.80589794150381,4.88214218162408e-05,0.000512853779485291
"GDNF",2.00822313969734,3.15932177415559,4.94315096648107e-05,0.000518857204491057
"EFCAB11",1.59082616887454,1.92693092984273,4.97492663915911e-05,0.000521785207411337
"RANGAP1",0.88836978206723,5.16787809118132,4.99139827182312e-05,0.000523104763545859
"SYDE2",-1.55927627577864,1.4663590400299,5.0400583764132e-05,0.000527793029044017
"PPIH",1.08230671488299,4.24344041694843,5.07373125101124e-05,0.000530905761876242
"ENSG00000213279",-1.37065576038552,2.68289672262246,5.12387654686409e-05,0.000535735956836194
"ENSG00000288868",-1.58107693807237,1.40177760469823,5.13649570389127e-05,0.000536638082630318
"AKR1A1",-0.679666685168857,7.10441518645011,5.17823194969452e-05,0.00054057846890988
"MVP",-0.68360881381241,6.8627180312204,5.28244492617037e-05,0.000551029902849393
"MRM2",0.913781046341732,5.02754644574083,5.4095286575884e-05,0.000563849010309563
"CLN3",-0.891037488083898,5.71714763975712,5.41766906994697e-05,0.00056426009538735
"PNMA2",1.69590390799638,2.25796174888548,5.44511922939769e-05,0.000566680132805583
"MAP2",-0.896351667823465,5.75365789167626,5.51089726226751e-05,0.00057308217005761
"TLCD4",-0.844982051032691,4.6137858597546,5.52140096289607e-05,0.000573730736840036
"MYADM",1.43273398745842,4.32586486986031,5.62627680252935e-05,0.000584176972098916
"ARHGAP12",-0.757206266702225,4.27877231609397,5.64166614193052e-05,0.000585322862225292
"CBX5",0.968645763109791,4.74167106752891,5.71301884568742e-05,0.000592268707780362
"SLC46A3",-0.985658167445621,4.9242786275141,5.73276635192633e-05,0.00059385806138676
"SIPA1L3",-1.73287138558571,2.28456186850934,5.94736583149796e-05,0.000615614172211867
"THRB",-1.38545639698491,2.8089447424229,5.98591344742431e-05,0.000618711545358465
"PCK2",-1.43637937326195,6.21987900670997,5.98649204604613e-05,0.000618711545358465
"MSRA",-1.10902196749804,3.83448023655385,6.02188471788545e-05,0.000621891412570566
"MLH1",0.836989744995979,4.87560782457106,6.03961723591671e-05,0.000623104899407644
"ZNF273",1.7437860027293,1.94106384297298,6.04290338262358e-05,0.000623104899407644
"SLC23A1",-2.169485052568,2.02915861577202,6.14153093591882e-05,0.000632789463328463
"PRPS1",0.714245232098743,4.95406221593729,6.20808654754079e-05,0.000639157210706229
"ASB1",0.858567514505839,3.99815323198783,6.21622206099816e-05,0.000639505140261525
"TPM4",1.60011613303185,6.37002180032971,6.2661023569266e-05,0.000643983015951955
"PLP2",1.16225221217005,6.75826119220639,6.26932744222155e-05,0.000643983015951955
"MT-CYB",-0.97725039752169,12.645544849972,6.29331319370469e-05,0.000645953352691246
"CBX1",0.813238828680992,4.66889945568143,6.31353333953852e-05,0.000647534472032304
"FYCO1",-0.867491703123537,3.75266189227689,6.3263909963502e-05,0.000648358638238756
"LSM3",0.7721169647753,6.46304451993099,6.34955217019973e-05,0.000650236698252137
"TMEM256",-0.824543925494056,6.66459869665889,6.39083402686806e-05,0.000653823070272033
"DNAJC25",-0.793160896827631,4.14207128050384,6.3942982106777e-05,0.000653823070272033
"MAOB",-0.752830577906487,7.07776847937455,6.44434972218652e-05,0.000658440169943161
"VSIR",1.215674080759,3.71856586338494,6.45819026262493e-05,0.000659353274648859
"NRAV",1.35772994375998,2.90318700514584,6.49136464478071e-05,0.000662237397676187
"TP73",2.1638146724152,1.77868747176281,6.74184318226929e-05,0.000687269320915791
"HERC5",2.13017784228873,2.44333383466259,6.74819196570277e-05,0.00068739537250636
"ENSG00000282393",1.49095488227085,2.05032138662987,6.77754224360204e-05,0.000689542339848105
"UTP11",0.663941754136604,4.95156244159185,6.77952531071839e-05,0.000689542339848105
"FXYD3",2.76298549638183,1.69217895089523,6.8094737792947e-05,0.000691962150788394
"HHEX",-1.04616486429408,3.91166713039484,6.81360915992736e-05,0.000691962150788394
"TEX10",0.934113629851207,3.9791404419481,6.87772348569725e-05,0.000697946188593851
"NR2C2AP",1.2602304278329,3.73411623058414,6.91405942672961e-05,0.000701104397072446
"UPB1",-1.64701222954019,4.69483067937031,7.09112627141659e-05,0.000718517587381066
"PARD3B",-2.0374995399313,1.28411799853561,7.09802056304751e-05,0.00071867458200856
"IER5L",-1.21028630048732,6.45128627799015,7.12601983860266e-05,0.000720966612113254
"PHLPP1",-1.30725458213819,2.38195064863253,7.13389478968163e-05,0.000721220671744806
"PLCG2",-1.53936063739693,1.74356249440466,7.15466870253546e-05,0.000722777425802342
"CCDC14",1.29193383734363,3.62562865900506,7.16747649129704e-05,0.000723465689316315
"DAP",-0.678244543179085,6.52552254142332,7.17224277747023e-05,0.000723465689316315
"FAM72C",2.66487048769547,0.583663411224314,7.18500512928987e-05,0.000723875768872488
"NOM1",0.962578132026312,3.62454076540859,7.1870753491356e-05,0.000723875768872488
"INPP5K",-0.752285076804537,4.51127679451684,7.19981790518688e-05,0.000724616403840889
"UBR7",0.98314816911037,4.83721277382339,7.35656304778352e-05,0.000739838045927429
"ZCCHC9",-0.790328397657569,4.12626892036795,7.39704247799912e-05,0.000743353013147804
"NSD2",1.73127986965596,3.58787659740806,7.4245918037237e-05,0.000745564312120006
"ARB2A",-1.1028286429536,3.39751954880551,7.54517390084896e-05,0.000757107524409068
"S100PBP",1.06620232756307,3.18642612814145,7.58696562353099e-05,0.000760733331648007
"NDC1",0.988773535565314,3.97240285180749,7.60075730000515e-05,0.000761548305930471
"RPH3AL-AS2",-1.32731585372075,1.71993095188097,7.71539773519173e-05,0.000772458957165957
"SPANXD",1.68806694604473,3.82543285369974,7.86186027964937e-05,0.000786537003870278
"ENSG00000286050",1.17920333995274,2.59427529037141,7.8879473652477e-05,0.000788560150729521
"ATAD5",2.33655769082968,0.717377939183763,7.94680279819314e-05,0.000793853717864079
"NRIP1",-0.895677383284905,4.00523632285705,7.99358080949426e-05,0.000797933834925462
"SNRPF",0.725986447263626,6.4452390226888,8.04557922525575e-05,0.000802528622127513
"ATXN7L1",-1.03776348710688,3.18644204947619,8.07459697064349e-05,0.000804826025702538
"SYPL2",-1.36084129622028,2.4109630403298,8.08436024526509e-05,0.000805202280428403
"SNHG6",0.722060381043061,6.95919803105633,8.17119062434069e-05,0.000813248180124981
"NIPAL1",1.45876118010231,1.3618659904831,8.2123209276595e-05,0.000816390372915229
"MMUT",-0.83414326735935,5.87459398929243,8.2149053588748e-05,0.000816390372915229
"CPPED1",-0.678047425449025,4.91384726867329,8.2264761344357e-05,0.000816936470484656
"HMGA2",1.68270361001137,2.52108465246863,8.3688592149812e-05,0.000830462590440127
"CUX1",-0.850067474442871,5.04351499260294,8.38556921639928e-05,0.000831507106811982
"XPC",0.870181964535485,5.58005041186203,8.40157456367631e-05,0.000832480262219541
"HLA-DQB1",2.60772245812365,1.10572147184196,8.42603726968802e-05,0.00083383001866837
"BCKDHB",-0.780898389828219,4.92774207303412,8.42759925160133e-05,0.00083383001866837
"SLC1A5",0.75277778123791,6.29624723636513,8.49383260014333e-05,0.0008397652436877
"LINC02404",-1.78230322472269,1.73503463718342,8.60536909218227e-05,0.000850167471076288
