"genes","logFC","logCPM","PValue","FDR"
"FAM180A",1.83506095151635,3.23237040967267,0.00014138874887829,0.00270813834389955
"SNHG10",1.25698413695341,2.15201107652427,0.000141974897568911,0.00271549711623268
"ENSG00000243696",-1.77989303462107,3.52994960845661,0.000142884762492509,0.00272901777908277
"DENND11",-0.862086848998935,3.99304757378524,0.000143918209891951,0.00274143903665194
"CLIP1",-0.6681189522578,4.71805056897418,0.000143942879657614,0.00274143903665194
"ADGRA2",3.44845556384902,1.13278280400457,0.000144368853759419,0.00274566281138494
"SPRY1",-1.37763929017751,1.67949437360173,0.000144797724712282,0.00274696347356056
"GALNS",0.818114149883556,3.99466663493578,0.000144845835397474,0.00274696347356056
"PGRMC1",-0.729754336983908,7.00488471244692,0.000146772494144919,0.00277958162855294
"CARHSP1",-0.939475711644544,7.0952830847347,0.000149308591378961,0.00282363336101477
"DGAT1",-0.716992990459352,6.06552654636921,0.000151745745156025,0.00286418527839075
"SEC23B",-0.810877655266157,5.30441420071935,0.000151878930796713,0.00286418527839075
"B3GNT5",1.00097351782848,4.05377316348692,0.000152214387752887,0.00286640758570209
"UST-AS2",1.80329456979553,1.20480278796678,0.00015242313132359,0.00286640758570209
"PKDCC",1.29011908931338,2.5273168773054,0.000152774353216275,0.00286899993484082
"COX7A2",1.04519092924845,9.38726242079636,0.000153678727331085,0.00288195839287834
"SYNE2",-1.02965056544521,3.29194643842753,0.000154161519272436,0.00288698577734982
"CCDC152",-1.09079277285564,4.19432074036023,0.000155074146047877,0.00290003750731537
"GPC4",0.918738668803113,4.20946092815278,0.000156534417948147,0.00292328025518164
"ENSG00000284707",1.03042687082972,3.55935410650406,0.000159239990725288,0.00296968226808907
"BCHE",-1.57838753560894,2.91182611396219,0.000160336664787895,0.0029859927904959
"BAMBI",-1.36518847131245,5.61581698276864,0.000163628494061151,0.00304308261569328
"GRINA",-0.750117146614979,8.12194992249551,0.000167300985738192,0.00310708432905488
"HLA-DMA",0.88354696290656,3.64857669238186,0.00016813904912486,0.00311834159245913
"SPANXA2",3.73815515461049,4.26360388915693,0.000169483744335066,0.00313895100045359
"APOL6",-0.781773735268048,5.05241864726943,0.00017054412682029,0.0031529561855917
"ADGRG6",-0.890039567738176,4.45014442050604,0.000170708917381434,0.0031529561855917
"RAB43",-1.2419474926049,4.25016804735266,0.000170962259193603,0.00315326178354686
"ARHGAP23",1.51588171866062,2.44842826330516,0.000171194489215321,0.00315326178354686
"CENPA",2.02880593586974,2.16430045254171,0.000174186490042277,0.00320398296184468
"MEGF9",-0.946255177234808,6.03330524349001,0.000175032722406167,0.00321089032150625
"LINC02197",-2.13428307295635,0.624739105811656,0.00017503961071427,0.00321089032150625
"S100A9",-1.36996939157288,8.85380834078231,0.000176316634206103,0.00322990935086548
"STRADB",-0.687420147654732,5.30713457209894,0.000178427579005717,0.00326413228205561
"PNLIPRP3",-2.16395553992196,2.60282505129943,0.000181256425998516,0.00331137758692397
"KYNU",-0.761186029427373,4.70186242303064,0.000185874411371644,0.00339113614016706
"THRB",-1.27464272736687,2.8089447424229,0.000187718950450399,0.00342014770698653
"CMKLR2",2.61003996172287,1.49094302334332,0.000189344957683807,0.00344510460218737
"PDIA4",-1.10715281220805,7.54329131060032,0.000190554974602549,0.0034624353898728
"ALKBH5",-0.793553286375194,5.01715652628607,0.000191609513620662,0.00347689813784537
"CRIP2",1.16414872054049,6.26164709017686,0.000193991431215816,0.00351537571984888
"SURF4",-0.808102256441958,7.11327481751174,0.000195321404686732,0.00353471279598627
"PRKG2",1.35516174488875,3.34753057215336,0.000198227977059761,0.00357963440754319
"NFYB",0.767465493686077,5.91271448558265,0.000198336132204349,0.00357963440754319
"PLSCR1",0.714268655179304,5.3270475431916,0.000199813281866301,0.00359730125545086
"MYH14",-0.748770067683147,4.86090576515049,0.00019985006974727,0.00359730125545086
"GOLM2",-0.970552895418246,5.51853432152425,0.000203830925458553,0.00366405163598357
"SCCPDH",-0.93132880658774,6.63807078449499,0.00020425593898489,0.00366678952682354
"TOP2A",1.46856168188394,5.16846970622459,0.000207012418032022,0.00371131863047808
"PLIN1",-2.43993821934133,1.26044448126785,0.000208129313479093,0.00372637383360836
"TECR",-0.687246991563554,7.10266048213868,0.000211334501394124,0.00377657548554657
"SCYL2",-0.66953905616117,4.67876452601623,0.000211494968066084,0.00377657548554657
"RND1",-1.66568503520994,2.09729086261165,0.000216119843957954,0.00385404167355258
"SLC29A1",1.57193374781339,4.1822271845592,0.000218044231197694,0.00388320891746252
"SH3RF2",-1.35620420969148,3.34529687542386,0.000218946620464501,0.00389412203540434
"MCM10",5.62795063765751,1.99559016616707,0.000223160980159205,0.00396383426581331
"GNG11",1.39223509974661,6.2804166387959,0.000225422486788168,0.00399872131577007
"ENSG00000256646",-3.26601026073358,0.632126238618328,0.000227220437941158,0.00402215670529549
"MVP",-0.62168738159279,6.8627180312204,0.000227341893204267,0.00402215670529549
"ENSG00000274272",2.80446265401786,1.20526043751176,0.000231073865709381,0.00408281103591109
"SLC22A18",-0.82364959607246,7.41093446622771,0.000232260179378336,0.00409838631485709
"GCNT2",-0.943892083331864,3.09114361376223,0.000232837149387763,0.00409925078026667
"KCTD21",-0.964395319770475,3.12000446192077,0.000232918904962348,0.00409925078026667
"LINC01094",1.25131141013476,1.94863633548302,0.000235306951168914,0.00413063378337019
"GNAL",-0.948969355661767,3.77677614207745,0.000235590825569861,0.00413063378337019
"HGD",-0.832538781152531,7.03280771060427,0.000235623688222887,0.00413063378337019
"ZCCHC9",-0.732798411635361,4.12626892036795,0.000237046705260224,0.00415016926943876
"CHN2",-1.26440635711288,3.9674530517649,0.000239354556126108,0.00418512530776547
"MT1F",-1.43384138305763,5.48096702274582,0.000239953898661441,0.00419015600182044
"TOR1AIP2",-0.981896014788396,5.15669291029169,0.000241669530740026,0.00421464138823657
"STAC",1.2084356992045,2.63122414387139,0.0002430466015763,0.00423146485844106
"PIAS1",-0.690919881164687,5.00556765860971,0.000243557315020255,0.00423146485844106
"DUSP15",1.95905853305057,1.09559331630302,0.000243578298410931,0.00423146485844106
"FRMD6",1.13687608123181,3.7717399568131,0.000245419155015506,0.00425794317204966
"BRIX1",0.975236542603057,4.91049573704692,0.000246565194384548,0.00427231392228689
"SNAI2",0.746172637653279,6.19334057010621,0.000247132863126978,0.00427663896731705
"ENSG00000285508",0.830834475151205,4.65681248700934,0.000247595081724871,0.00427913042271545
"SOWAHB",-1.55881102763669,2.14358334444197,0.000248638732005838,0.00429165133575161
"CCDC78",2.38268609559841,2.66112185195548,0.000249869462397029,0.00430736511716725
"LIPC",-1.48127635433178,1.4198673656148,0.000250652621508203,0.00431533309705416
"MAGEA6",1.2401549405694,3.68532979373022,0.000255241860534916,0.00438872385773975
"PLK3",0.740261177438756,4.42544059852256,0.000255903202371591,0.00439447568210526
"PET117",-0.779303500807941,3.99126128866481,0.000257696347367576,0.00441962383508217
"RNF145",-0.806260734314862,4.31000556065343,0.000258993453429924,0.00443621143289013
"ENSG00000270372",-1.47323630786897,1.7201256753055,0.000259702435982099,0.00444269587050293
"PGM3",-0.810963956672805,4.30533780244343,0.000261374088027631,0.00446561116597144
"UGT1A3",-2.14753946593543,1.1863847527068,0.000264979250411153,0.00452146066120351
"MOB3B",-1.00946574803662,2.48886322476927,0.000266350243972165,0.0045390942717994
"IVD",-0.578964470610942,5.62871994062291,0.000267225276259598,0.00454824185390704
"LMAN1",-0.724700977541754,6.74460219190275,0.000267930578127315,0.0045544811042982
"DIPK1B",1.04987964492714,2.76894118425996,0.000270269483490605,0.00458843873107913
"GFPT1",-0.999544363601919,4.42920645628186,0.000270633002517563,0.00458881633272529
"AFMID",-0.653215010403853,4.70170990674377,0.000272440389568754,0.00461364417901948
"TAFA2",1.52217408051047,2.35156012728775,0.000272798877116468,0.00461390402730569
"ENSG00000283413",2.77050737472247,1.29442612439174,0.000275129453700934,0.00464747567143562
"CNTFR",2.04481055854868,1.01933917366612,0.000275891718799918,0.00465450445543752
"PTMS",-0.686831396729177,7.74949063317879,0.000277956616997914,0.00468346450144606
"RAB3C",-2.09508960630342,1.20705080945478,0.000278985798477622,0.00469492246098888
"PPP1R3C",-0.745238843511618,5.42536400372973,0.000281875186513227,0.00473761719732106
"FOSB",1.07895060163646,6.66264247991967,0.000285104625407991,0.00478591359954538
"TATDN1",0.613782839777375,4.75281779985353,0.000292639910794161,0.0049033006083554
"SEMA3E",0.662521036737723,5.41736287055398,0.000292826891901635,0.0049033006083554
"GMPPA",-0.694540815296681,5.41276765889586,0.000293761544092368,0.0049128329873955
"ZNF682",1.82492423295873,0.916423960081702,0.000295925105227421,0.00494286827936386
"ANK3",-0.886459527385606,3.10787911636464,0.000302764656351424,0.00504962667816479
"SCGN",-1.50041956038002,3.77374879707123,0.000303405851548706,0.00504962667816479
"ENSG00000262160",-3.26505542135304,1.05263133781199,0.000303443280972568,0.00504962667816479
"RAB33B",-1.04268105983766,2.95521453274401,0.000304889062661202,0.00506741450746912
"CT45A5",0.986320959477742,4.0219836490658,0.000305489579551568,0.00507112702055603
"ZBTB42",-1.47136199776873,1.61289617948533,0.000311681760144239,0.00516753754241608
"TMT1B",-1.29373513890262,6.79804583898251,0.000312983098638364,0.00518272259149192
"USP53",0.924284555136191,5.05506892264582,0.000313474500120156,0.00518447494294664
"LINC02027",-2.21828204645575,0.916345891601002,0.000314368965450346,0.00519288096983459
"UPP1",1.49588937434458,6.00882215316488,0.000315230009921805,0.00520071498577741
"POR",-1.09732180864292,7.7804222065429,0.000319648193484085,0.00526714412939584
"NPM3",0.818477236140859,5.02467672133675,0.000332864047853572,0.00547820071901974
"FAM86DP",1.00863014539197,3.97944924406612,0.000333745069424325,0.00548598557882576
"ENSG00000272405",-0.74438721508746,3.97980398934381,0.000334964990916345,0.00549931534537384
"ENSG00000270504",0.930626252379728,4.74586421950417,0.000337429852584601,0.00553302658274701
"MAGED4",1.83395035579074,2.75511599558305,0.00034406911867367,0.00563502237476999
"LAMA3",-0.908344147442952,3.35720071494785,0.000345014742364199,0.00563898408062119
"MANF",-0.678908303184167,6.78708856342742,0.000345149776762698,0.00563898408062119
"CENPW",1.4844916724669,4.46880626035296,0.000349070808390218,0.00569612389516368
"SYBU",-0.795472743835403,4.85393294634648,0.000352671670653778,0.0057479070104372
"EFNA1",-0.922922519923576,6.73782003201964,0.000353867842620321,0.0057604201112262
"HOMER3",1.20834139499358,4.24727729235028,0.000356960226239227,0.00580373301331637
"EPS8L3",-2.36010716038298,2.01670390781091,0.000362115555553268,0.00588044173909329
"ENSG00000283907",0.711532623782429,6.58586870383331,0.000363473446432322,0.00589537269086732
"SLC44A1",-1.43618699103971,6.27223542910854,0.000367581317504946,0.00595071835793055
"SOCS3",-1.47339037197778,6.15325152014886,0.000367770857908693,0.00595071835793055
"COPS8",0.760016599837188,6.82700685852,0.000368938210921527,0.00595183346688704
"PJA1",0.853015984393701,3.6399225367454,0.000369156092010817,0.00595183346688704
"FYCO1",-0.771595047240571,3.75266189227689,0.000369167716152297,0.00595183346688704
"APOB",-1.69902164305416,8.50836983982505,0.000371932168422462,0.00598454962976321
"CDT1",1.83954693542603,3.93576329587281,0.000372239640326679,0.00598454962976321
"NIPSNAP1",-0.709951942502848,6.49632946616328,0.00037301084350141,0.00598454962976321
"NFIC",-0.723393647186629,6.04295224033543,0.000373372861055134,0.00598454962976321
"CYP1A1",-1.98758936174343,7.29484945171801,0.000373422366456294,0.00598454962976321
"TK1",1.37564419782135,5.25830141131818,0.000377367444609862,0.006040574595505
"ENSG00000267364",-1.26046476879288,3.96931258052271,0.000381698823927892,0.00610264255235962
"SESN3",-1.12843661325881,4.50483049799559,0.000385070534814919,0.00614923801795891
"ALDH2",-1.01558805853482,7.73874749032933,0.000388562815571893,0.00619764604766272
"CD70",0.788601948502356,7.55552027833542,0.00039338920953745,0.00626719349696748
"CNKSR3",-0.877207864939818,3.12078871477483,0.00039415434367176,0.0062719518402491
"PTPRF",-1.28816924147245,5.61352135658671,0.000397333999891451,0.00631507442380668
"EDA2R",0.927248769712083,3.97574417382864,0.000408303760156414,0.00648176193513948
"IL6R",-0.828374443857035,4.25812202059999,0.000412442924570624,0.00653974948558562
"HPGD",-1.55177586890145,5.38138278660689,0.000413571838153465,0.00654992571944816
"SYTL2",1.26088514476897,2.84848069535808,0.000420664034596217,0.00665441012844793
"TEF",-0.883793862940746,3.99935620691542,0.000423848890151477,0.00669691207635341
"TCAIM",-0.58443505710865,5.19867725749689,0.000426103997116658,0.00672256935226142
"SLPI",-1.11763882068654,10.7974537730978,0.000426472680163543,0.00672256935226142
"UBE4A",-0.709045579985994,4.57681130469815,0.000432891617263348,0.00681576192707609
"MRPL33",0.6038329692698,6.80317743854721,0.000433734685349961,0.00682104863066149
"CLDN1",-0.833861706605084,5.77986659518804,0.000442745577488406,0.00695462270433308
"DDAH1",-1.20697307992654,4.45663758122685,0.000443758778706993,0.00696240436230364
"SNHG1",1.12104134815222,4.69028153728444,0.000446921371154514,0.00700385169760326
"PLSCR4",-0.969932837269037,4.10226759601711,0.000449526994284259,0.0070364842434763
"SETD7",-0.88331241068722,5.37100272789233,0.000451562604255754,0.00706012881025914
"MAT2A",1.38431255919379,6.79400366834983,0.000452229571273925,0.00706234473327432
"TMEM19",-0.865030834749127,4.18353354631559,0.000457853945894062,0.00714188417226398
"SMAD4",-0.690179357415816,4.86541295644346,0.000460745521000212,0.00717866080575765
"FTL",-1.33890459532909,13.7448668587433,0.000461539315802922,0.00718270560218298
"LINC00574",-1.61537147874345,1.763454269005,0.000463593920667713,0.00720633971941973
"TC2N",-1.30761800655548,2.70926222883747,0.000466861900259052,0.00724875878854874
"ZC3HAV1",-0.767537162904621,3.99854235576047,0.000472281163153621,0.00732444350607103
"TUBA1B",0.969053302282815,8.8838594681383,0.000474639186769891,0.00735253284021653
"MAPRE2",-1.29337375820259,3.82398612034746,0.000475377158637533,0.00735549053514415
"CDC45",1.80866191982857,3.19951812852544,0.000477511086522204,0.00738001617169834
"CADPS2",-0.743666163380793,4.676584982227,0.000485281163095492,0.00748377369882466
"HAAO",-0.931662123678137,3.21251162510455,0.000485337696368816,0.00748377369882466
"ENSG00000285820",1.03918483058778,5.24021174325606,0.000490445063956113,0.00755386521186013
"RPH3AL",-0.685753668235547,4.34182612922187,0.000493530387195389,0.00759268831376339
"HLA-DQB1",2.32798091109745,1.10572147184196,0.000496169674791478,0.00762456851113853
"AMH",0.943218816716721,3.29500946916946,0.000497816616444061,0.0076411440921311
"ENSG00000236536",1.01457334264735,2.59036144358781,0.000500454778358343,0.00767287907617592
"PDXDC1",-0.60040001256024,5.53491173863506,0.000501649828290243,0.00768244144782529
"NAAA",-0.705686892124317,5.01099514374583,0.000509133207768175,0.00778817418845378
"HIPK3",-0.972813235866907,4.67021413859607,0.000510535505415904,0.00780075046116165
"NCAPH",2.26619045783752,2.61925117208117,0.000521162237894727,0.00795050238230419
"ENSG00000289978",-2.04535138888498,1.01063318777452,0.000521518897902149,0.00795050238230419
"DMAC1",0.884226958703116,6.73796525182943,0.000524212550351171,0.00797662794853648
"SYNGR1",1.32197134069381,5.83884645289158,0.000524419091663412,0.00797662794853648
"TMED5",-0.689450057892087,6.58971504672828,0.000526132718436453,0.00799365031875316
"DECR2",-0.55002372255655,6.41257249889618,0.000527417807971652,0.00800413075167815
"FZD4",-1.09670359623274,3.08864622550891,0.000533052053741378,0.00808051625096569
"BCR",-1.00662687367806,3.55094135688804,0.000536058502846946,0.00811693989783788
"JCAD",1.18716174114126,3.65804535801892,0.00053999787130707,0.00816739187580975
"PPP1R14B-AS1",2.00590720520159,3.02934894878467,0.000541029676146961,0.00817380339940678
"ST3GAL6",-0.768716935637788,4.72499994704744,0.000551040507401266,0.00831570220260092
"TMEM37",-0.696603281459671,7.20197938806502,0.000552916981945887,0.0083346656269556
"INKA2-AS1",1.7405029288668,1.17549532342094,0.000553952996622808,0.00834093168263189
"CACNB1",1.86780779185726,1.35999535332937,0.00055907260250863,0.00840860202833449
"COL5A2",1.67730499973801,0.811415058848249,0.000568210029055357,0.00853648273818808
"LINC00348",-1.41239982840836,2.25740075597279,0.000572434014724352,0.00859034348435673
"ALDH3A2",-0.801834016539225,8.49822086948767,0.00057579423983723,0.00863113639782763
"TNFRSF10B",0.729074991582789,6.21854788022223,0.000584702488976102,0.00875491054206311
"CHDH",-1.03831635085803,3.38925427591104,0.000587775802728242,0.00878252489765912
"PRKRIP1",0.653695888024053,4.46700354253177,0.000587853072132471,0.00878252489765912
"SPECC1",0.653874280167767,4.50451770831364,0.000588636725165612,0.00878447214936384
"AHR",-1.01159500974484,5.15136068532243,0.000589686639716656,0.00879038421023299
"NIPSNAP2",0.811680818106884,6.0666731323701,0.00059042023246947,0.00879157302966168
"RHOD",0.727023730899322,6.93318094609884,0.000604691608247665,0.00899411876603772
"RHBDL1",1.48943541476699,1.94261748539915,0.000608119337464666,0.00903510785806619
"TPCN1",0.578612138681177,5.0725454574337,0.00061248113570891,0.00908986904055409
"STAG3L4",0.804202547713913,3.30903076954004,0.000619375308730288,0.00918205115897183
"IFRD1",0.828727411743818,4.90274655349694,0.000622939777209841,0.00922064042842114
"ADNP",-0.667467781859197,4.28513776154147,0.000623349854933424,0.00922064042842114
"SPATA13",-0.906192883018387,2.6633128370928,0.000624432369995924,0.00922650290875296
"TPST2",-0.663855893727935,5.60883050001739,0.000626150704380635,0.00924173696059498
"RORA",-1.03553166822595,2.12037969817798,0.000629004170410811,0.00927367332822781
"SEC23A",-0.835131803449177,5.5339007166635,0.000629718956261062,0.00927404281039018
"ZNRF2",-0.71702853579886,4.90119059148312,0.0006336222354587,0.00932131791901278
"H3C10",-1.33220933109447,1.94247932925489,0.000634990166142748,0.00933123253984196
"VSIG10",-0.661278789514589,3.86113325908978,0.000638987105870865,0.00937971684010879
"NUDT4B",-2.10202315063228,1.92631319925919,0.000645151657342935,0.00944975047086842
"SERPINE1",1.41932058341788,8.89512745954648,0.000645163686766117,0.00944975047086842
"FOXD2-AS1",-1.03678271332367,2.15267028843581,0.000646346477863121,0.00945677338557945
"GRIN2C",1.77644388926019,2.2045198565337,0.000647710384887807,0.00946461590627189
"OCIAD2",-0.563618127551712,6.60247744311695,0.000648979287582438,0.00946461590627189
"PLA2G2A",-3.90040407718007,5.22850199896506,0.00064899418902147,0.00946461590627189
"SGMS1",-0.832355603484003,3.82179594932854,0.000660250108986648,0.00961833474044905
"DHRS9",2.36894985026907,2.86711545437998,0.000661650839411219,0.0096256904786763
"SERPINA3",-1.36814540970038,10.6515010339545,0.000662315922530216,0.0096256904786763
"HJV",-1.25131791487375,1.77702873072937,0.000662902676130764,0.0096256904786763
"CDA",0.888521717011707,6.52765418597781,0.000664839259007701,0.00964339663065539
"PIERCE1",0.989855794173396,2.60474609229025,0.000666226710589177,0.00965310813640309
"LINC01697",-1.61978847107375,1.42303026501304,0.000670867702184484,0.00970988926111149
"CDK18",1.04951796143368,5.20454017819312,0.00067285817432804,0.0097282268946396
"PFDN4",0.63770280082365,4.86549205674476,0.00067778637778455,0.00978895342179491
"PLAUR",1.26823934562651,3.11804018213415,0.000681176711758576,0.00982736273208778
"CTSL",0.934838780807343,8.18586539490762,0.000681947619619842,0.00982793964995541
"SLC25A25",-0.855536415240604,4.4817465086891,0.00068322206926695,0.00983576439332271
"EVL",-0.768206078535962,3.32139969390516,0.000688653585304108,0.00990335412620217
"PGBD1",-1.78852290013798,1.53937273057056,0.000692939056733281,0.0099543360649954
"LUZP4",0.751268792370556,3.85355053570054,0.000694016531328816,0.00995917425853496
"BAIAP2L1",0.718490091704594,5.16153577552897,0.000697712725616263,0.00998117712554527
"CTH",-0.998953018228568,3.69099692537361,0.000697905492751926,0.00998117712554527
"NXF2",-0.809836021734404,3.72321548191535,0.000698559933167919,0.00998117712554527
"ETV7",1.87087952173728,1.70944736930097,0.000699063394293352,0.00998117712554527
"LARP6",1.15226411371114,1.65167522338894,0.000699261405047125,0.00998117712554527
"AFF1",-0.819683501484261,3.7908188144823,0.000702077680167049,0.0100107491914381
"RAB7B",2.13541048077328,1.3774820544505,0.000703731704441067,0.0100215887951458
"SLC2A4",1.45631344868338,1.99080333237119,0.000704328529779323,0.0100215887951458
"FAM167A",1.99109567318752,1.63865156679157,0.000706307750155818,0.0100309053413653
"BTF3L4",0.733661078378494,5.75316411447702,0.000706475335287291,0.0100309053413653
"ZC3H7B",-0.700887107955059,4.94588104400489,0.0007086640039706,0.0100513672968235
"UGT3A1",-1.67619807016476,1.0816728451335,0.000710756433229627,0.0100634715471409
"HDAC6",-0.65264407035025,4.57552254289867,0.000711014277092356,0.0100634715471409
"PIK3C2G",-1.32147891499205,1.44181217019233,0.000718277863087147,0.0101555879569609
"ZNF330",0.594996516404648,5.77332695099466,0.000721796376524689,0.0101946156289401
"B3GNT3",-1.74670003567461,3.42092913298848,0.000729213678882976,0.0102836999123861
"TECPR2",-0.885621527860374,3.01581778329052,0.000729633327117088,0.0102836999123861
"BCS1L",0.711223221014386,5.31872189626486,0.00073100372222656,0.0102922262293804
"DMRTA1",-0.827444658874393,3.32273129771133,0.000732387444754188,0.0103009221570762
"UNC13D",1.83203163575787,3.99659197348918,0.000735402575037026,0.0103325214461315
"RIPOR2",-1.29363133368383,3.95193279279661,0.00073787142746933,0.0103431164619535
"SYVN1",-0.698169238929397,5.55904916753401,0.000738066239536158,0.0103431164619535
"CENPF",1.81080222106027,3.14897269744456,0.000738464361406765,0.0103431164619535
"PCGF2",0.674280141051895,4.36568947980876,0.000740397093333704,0.0103593957512643
"SMAP2",-0.805050263644828,4.47662536735937,0.00074430168589525,0.010399707083885
"SMYD3",1.27664039511963,3.78247187164385,0.000744825072272885,0.010399707083885
"GSDMC",1.66743015459656,2.55275792246357,0.00074733189903261,0.0104238845584984
"EEF2K",-0.849805255863647,3.36789922547327,0.000755771219127803,0.0105306733807176
"SLC16A10",-0.937698219753879,2.84360997694159,0.000758002622754965,0.0105508315378502
"UHMK1",-0.826051956474385,5.44033808998519,0.000759002547591625,0.0105538244621686
"TPM4",1.34010855835662,6.37002180032971,0.000761468291450445,0.0105771721558292
"TNFRSF1B",-1.09336058995627,2.50853613328385,0.000771293003459816,0.0107025858870183
"PIK3R1",-0.804354178902737,5.85701861759313,0.000772661745334778,0.0107105255956406
"TMEM234",1.1998109738709,2.47826962705851,0.000775974718965097,0.0107453718549997
"ENSG00000285043",1.08602166357071,5.6909853510716,0.000777103427168338,0.0107499307424953
"RBMX",0.552680510902592,6.53436923167748,0.000778002072759547,0.0107513009972506
"IRF5",-1.61827111618556,1.31740774362256,0.000780196246972183,0.0107653980740239
"LMF1",-0.822922981420983,3.1128409157486,0.000780623465876339,0.0107653980740239
"FRRS1",-0.726865330796927,3.84112982479052,0.000785046569078153,0.0108153034506402
"RUNDC3B",-1.21062230479787,2.42765485810139,0.000794622544697395,0.0109360232712397
"TWIST1",0.68986295110489,5.94997177562984,0.000797892658138255,0.0109667092644745
"CGNL1",-0.88825758866885,3.31300456232361,0.00079848344265362,0.0109667092644745
"PCCA-DT",1.0755394419176,4.81802068323264,0.00080165393457151,0.0109971933425238
"RPL19",0.634557743426681,11.0195422171638,0.000802338737841431,0.0109971933425238
"CEP55",1.83886760487411,3.59777472311401,0.000809928714384402,0.0110899200545954
"BOLA2-SMG1P6",0.779215495524222,5.18266858378336,0.000819053298348002,0.0112008275241806
"PRSS23",1.43911966430689,6.98149117934442,0.000819694651479527,0.0112008275241806
"MGST1",-0.770609166434767,10.2192734828582,0.00082529017634361,0.0112658393006256
"PTP4A1",-0.774710885782518,6.8325062149688,0.000828040703085185,0.0112919222045471
"SLC39A11",-1.05998047168408,2.91605070879266,0.00083518105267784,0.0113777552525899
"SHROOM1",-0.815721130032509,3.59200801876898,0.000836096437557188,0.0113786970641639
"DBN1",1.19022583695497,4.4211534380515,0.000851951003557758,0.0115827433709177
"RAB11FIP4",-1.01009349580257,2.74653783828712,0.000854372601909617,0.0116039333386633
"TMEM132A",0.929432774099123,5.1610211870952,0.000855252890290505,0.0116041678737095
"DPH6",0.681405898024657,3.66129481526252,0.000859671800854418,0.0116523659619844
"C7",-2.02627840129338,0.64305167771891,0.000864181963973648,0.0117017026058305
"PRDX1",-0.731084237875642,9.69544064229705,0.00086702253396472,0.0117283551224242
"TMEM147",0.755779474956751,7.76588393784594,0.000869098581095733,0.0117446226345862
"SNHG12",0.917861116531425,3.18207124192314,0.000874993738979284,0.0118124154762203
"TRPS1",-1.25355052051475,1.58421493918653,0.000877915172000846,0.0118388696692876
"FPR1",1.26532851871421,3.31759813897086,0.000878714259255469,0.0118388696692876
"SLC37A2",0.914050687792209,4.99918063079283,0.000885630298772351,0.0119201051023954
"EFCAB7",1.02029518714277,2.47592227445067,0.000895205502319212,0.0120369331841841
"SNX6",0.717063283737865,6.18330713274678,0.0008964269983356,0.0120371845850939
"FRMD3",-1.55644484536819,2.58130645344683,0.000897788680639442,0.0120371845850939
"FADS3",0.802897032114846,7.04994035263189,0.000897909871995331,0.0120371845850939
"FLOT2",-0.667131825913103,5.77907823673595,0.000902215907775102,0.0120828636413785
"ADRB2",-0.842423527414417,4.71662507438187,0.000908778752120599,0.0121586458716553
"CAMK1",-0.729180665135056,4.40928192052459,0.000915361078282648,0.0122345378315989
"GINS2",1.37061958896103,3.66904611594198,0.000918833025541776,0.0122687476280384
"ERO1B",-0.743063306171087,3.21989645957261,0.000921637559355004,0.0122939867292534
"NAPEPLD",-0.762465936176286,3.19870621535678,0.000928131395676984,0.0123683396890711
"REC8",1.7895451710563,0.81599746366023,0.000937961791220522,0.0124869645987635
"FAM177A1",0.607714682600564,6.52506718517272,0.000946143126421174,0.0125834228267647
"CST3",-0.726022922831119,10.3601986009522,0.000953670900918029,0.0126710068515255
"SORBS1",-0.955274860273515,4.75505637057342,0.000958204876323992,0.0127186799279886
"KNDC1",-1.95138387998558,0.956326151513382,0.000965867083872861,0.0128077404435449
"C1GALT1",-0.706581903731161,4.82936852597893,0.000970049392345665,0.0128505262359407
"COQ8A",-0.824170137098147,5.32458369754938,0.000978490535082798,0.012949590290082
"WDR77",0.748213346384781,5.30592012048907,0.000980604404728448,0.0129618328587628
"PRR7",0.786581859948181,4.4179854804408,0.000981343585469325,0.0129618328587628
"OAS1",-0.899889504934792,3.38906877204964,0.000998612200508765,0.0131769770834552
"FRK",-0.838534839267165,3.89737665710096,0.00100244585759978,0.0132145950993006
"LINC00857",-1.05988953534996,2.07287118865348,0.00100711470866091,0.0132528423088233
"TBC1D8B",-1.16695943901618,2.56166624147246,0.00100731852146493,0.0132528423088233
"SDC2",-0.908482500162515,6.16709150387159,0.0010100767648918,0.0132761409391351
"TOLLIP",-0.625474722156642,6.02925797959843,0.0010238013159147,0.0134433911072159
"PRMT1",0.653674058922106,6.57456476837309,0.00103978262478342,0.0136399191930126
"DHRSX",-0.700756458874616,4.06642570539967,0.00104711392428124,0.0137227035340015
"BTN3A2",-0.780235645345954,4.25908258306646,0.0010511193675742,0.0137617828786784
"GSTA1",-1.06040077247083,10.9532806499462,0.00105303392029759,0.0137734378329974
"LINC02972",-0.619364688149,4.72565475978911,0.00106489623279796,0.013915058062392
"GFOD2",-0.665536286935189,4.10101781805583,0.00107198197726862,0.0139940482197611
"MAGED2",0.688966411941816,4.81505766139246,0.00108129537516536,0.0141019375504108
"C2",-0.66264656106805,5.46445138764064,0.00108507347980077,0.0141374980711251
"ENSG00000260850",-1.61748841878983,1.32567584433174,0.00108849027998561,0.0141682868389996
"FN1",-1.2793883172295,9.85910189213173,0.00109198426593967,0.014195743414929
"CANT1",-0.661832519556449,5.73954087279128,0.00109353456013426,0.014195743414929
"S100A11",0.769424388538001,8.23288345220385,0.00109376693275818,0.014195743414929
