"genes","logFC","logCPM","PValue","FDR"
"MICU2",0.183144160604129,5.38155872266095,0.270385198355082,0.547123650287583
"KCTD2",-0.2594618666588,3.85248594941925,0.270387970858321,0.547123650287583
"ZMYM3",-0.390811288021384,3.30639918644388,0.270452338879743,0.547171554104277
"CAPN7",-0.277800622303183,3.93805009869565,0.270507624012456,0.547201070027304
"KMT2B",0.251685233269884,3.92027285157511,0.27071664920893,0.547461781608901
"BRAP",-0.280505695316941,3.55310081765567,0.270717937373017,0.547461781608901
"NLK",-0.358659397577198,2.92973657050699,0.270892107999846,0.547731621679087
"MGA",-0.378407466447115,2.03972287531225,0.2709867604178,0.547840622549652
"PPP2R2D",0.255514101203617,5.06192209331593,0.271268859874942,0.548328486151304
"SLC16A13",-0.613168878986627,1.65546628556658,0.271425044593013,0.548483104305877
"ENSG00000286329",0.525431443753971,1.47884137836081,0.271426935598045,0.548483104305877
"TMTC1",-0.357335223639103,3.57857847556307,0.271568816025045,0.548687347899738
"MINDY3",0.234533813118587,4.37866784875112,0.271612870065449,0.548693907887624
"YTHDF2",-0.185432628341928,5.69239225512568,0.271659332741632,0.548705330936456
"ADAMTS3",0.583949222925346,1.52751964340131,0.271716982095848,0.548739342334151
"B4GALNT2",-0.709831505004632,1.39704544079978,0.27197043077395,0.549135828806203
"KIN",0.281218693230585,3.27482316301341,0.271994988833059,0.549135828806203
"FEM1A",0.401123960725813,3.23623473697076,0.272269234084365,0.549606984161294
"ZNF202",0.502815347191187,2.02856480280123,0.272315376506471,0.549617615206545
"SET",0.191987740462513,7.65201153571588,0.272542086891567,0.54999263099865
"SRSF5",-0.206808653780374,6.94260163161279,0.272744903318415,0.550319323232204
"POLE4",0.212100395649803,6.36104575682155,0.272976445969741,0.55065711287605
"ASF1A",-0.197827403772666,4.57084110126626,0.273017081887224,0.55065711287605
"SS18",0.212095976488382,5.05345707367409,0.273107348076708,0.55065711287605
"NALF1",0.319239424539045,2.92391412632846,0.273109565863948,0.55065711287605
"TCERG1",0.29786627149592,3.57619518756214,0.273117082089125,0.55065711287605
"LRRC28",-0.252879167026997,3.59713030483913,0.273247101754396,0.550817233382723
"CD63",0.204348016848595,9.6916864215006,0.273278429562408,0.550817233382723
"RELA",-0.242263916232471,5.24447967266869,0.273386039681775,0.55085500027615
"SLC52A2",0.257241010533234,5.32697628333648,0.273439857155723,0.55085500027615
"USP20",-0.243159133574959,3.15602223992993,0.273442947718164,0.55085500027615
"RAB7A",0.196004683736973,7.38272158603076,0.273492480097143,0.55085500027615
"DYRK1A",-0.244843467243757,3.79577625030816,0.273502006681807,0.55085500027615
"RPL14",0.20759530844467,9.60015942532521,0.273581373482333,0.55093232706956
"RFXANK",0.222699668281486,4.59692543178195,0.273637651614586,0.55096314219972
"MORC3",-0.273599244966984,3.03001252324907,0.273720053154053,0.550981846420072
"ZRANB2",0.231456753818626,5.23356438663409,0.273728895886218,0.550981846420072
"LINC01554",0.470183503351679,1.62620964599798,0.27388875665177,0.551161927141671
"DDX11L16",0.932657146320158,1.14332339735361,0.27390034189801,0.551161927141671
"TNFRSF10D",0.358245037325876,3.70538612634399,0.274022082774428,0.551321396363624
"PPT1",0.197855830473096,5.89468051838203,0.27409609148208,0.551321396363624
"UTRN",-0.34607207679689,3.73546927260197,0.274102598147466,0.551321396363624
"PLEKHA1",-0.197449763633285,4.31703037922252,0.274251813731573,0.551525349323711
"TMUB1",-0.197788105986011,5.98959937708678,0.27428603383368,0.551525349323711
"RAB14",-0.177742719104556,6.41554502572722,0.274436237580658,0.55162154379267
"BNIP1",0.304311224756842,2.67690416059899,0.274473868567224,0.55162154379267
"RMDN1",0.195176941068505,5.73616203852657,0.274497454462815,0.55162154379267
"CAND1",-0.180129838745392,5.44839230689502,0.274497973339042,0.55162154379267
"RP9",0.345477540953993,3.97957387657258,0.274539350138948,0.551622250742424
"MIDN",-0.216477280378612,6.02880054714057,0.27464390621769,0.551749882414921
"EMSY",0.362958729244613,2.80324491723351,0.274947994734248,0.552238451833818
"NUB1",0.184640898571513,5.55169917516032,0.274969242527697,0.552238451833818
"ALG13",-0.278644111457429,4.68914277208306,0.275114984682944,0.552448638597203
"ZBTB14",-0.397746617169114,2.61182824633509,0.275213992302139,0.552564930639773
"PKD1P6-NPIPP1",0.316829226881833,3.01583442040696,0.275392814510379,0.552841412945142
"DLGAP4",0.216423962837096,5.33720380718975,0.275539991601072,0.55302781804028
"PFKFB4",-0.568087607718034,1.97298674687983,0.275570156020048,0.55302781804028
"CPE",0.203701542245577,5.88460168179538,0.27560905910218,0.55302781804028
"LONRF1",0.287157330916452,3.26536296646723,0.275792242434138,0.55318847509024
"POLR2J2",-0.618423456926912,0.858610710317994,0.275793359377994,0.55318847509024
"ENSG00000225339",0.747038329411311,0.855317887289997,0.275852808866264,0.55318847509024
"PRPF40B",0.408142860773587,2.14594918740563,0.275853690724384,0.55318847509024
"PSMD10",0.19963552185607,4.9116685244981,0.275927861472653,0.553254701067894
"RAE1",0.216958169347227,4.31521554177187,0.276007842537517,0.553332555652222
"ADRM1",0.192762161881678,6.64855994137865,0.276066583944564,0.553367812718934
"DGUOK-AS1",0.521377986145361,1.36557372516401,0.276162233159795,0.553477028926308
"PCID2",0.21902952652993,4.69925743340774,0.276261673564763,0.553577171165527
"TICAM2",-0.750987056236928,1.15039021378218,0.276309778155085,0.553577171165527
"DUXAP9",-0.684964235585736,1.36192776912858,0.276335711205044,0.553577171165527
"SCFD1",0.193648436196727,4.90119407507096,0.276636045049764,0.554073958758313
"ETHE1",-0.269586014562899,5.83065111819937,0.27666611327557,0.554073958758313
"SLC40A1",-0.196258858345517,6.79721231533353,0.277201354874337,0.554982219243815
"MITD1",0.280733126049135,3.72801042175375,0.277241912915971,0.554982219243815
"RMRP",0.608155155034884,0.748796594926253,0.277243460260353,0.554982219243815
"UBE2E2",0.236772905312361,5.05880183122288,0.277415936861261,0.555201117596443
"SRRM3",0.674737331950868,6.00785141045916,0.277463822057552,0.555201117596443
"DRG1",0.183879928605381,5.74259551060147,0.277476685278008,0.555201117596443
"TRABD2B",-0.542794414353932,2.26498061274019,0.277758006524531,0.555681320596466
"ARF4",-0.244763847044261,7.26523589389724,0.277886282559713,0.555855244763151
"MRPL41",0.389690546829775,8.40999631910424,0.277963267837673,0.555861856409762
"TNFRSF14-AS1",0.609970516351664,1.52749175030845,0.277972268518462,0.555861856409762
"ENSG00000284196",0.504599591766902,1.59614150418647,0.278104686312722,0.556034278777056
"FAM78B",0.479582010419318,1.40515648925888,0.278141198799232,0.556034278777056
"LINC01291",-0.554917952216616,1.12930301684408,0.278514997531053,0.55660468681165
"SIMC1",-0.253518595817384,3.45800688937452,0.278543688187957,0.55660468681165
"CERK",-0.198754608883709,4.92483920054964,0.278603788932298,0.55660468681165
"SNHG26",0.500225310419494,2.60865827975058,0.278613478816033,0.55660468681165
"PRMT9",-0.340958847234769,2.51499857215237,0.278669855100147,0.55660468681165
"ENSG00000286158",0.822300900969423,0.900851772057921,0.278674903437158,0.55660468681165
"ZNF485",0.59281445632847,0.840543143360035,0.278853187524925,0.55687805724939
"IPO7",0.187803883211537,6.31055720816984,0.279344854369528,0.557777088187211
"TMEM135",-0.193309019140725,4.90622557029773,0.279419712997173,0.557800960985322
"CKS1B",0.319456854739073,5.6052716767724,0.27949852009856,0.557800960985322
"SP110",0.305353050797183,3.31699627424772,0.279499560989025,0.557800960985322
"COPS8-DT",0.364198656265412,1.95995787241946,0.279532846817464,0.557800960985322
"FAF1",0.20054128149926,5.14719680419666,0.279564232937683,0.557800960985322
"CDK5",-0.196120183376688,5.4300148464533,0.279625601357102,0.557836809068964
"LTBP1",0.586972590641348,1.29192975172295,0.279665174024534,0.557836809068964
"TMEM39A",-0.293808020693209,3.36298680504783,0.279739083004941,0.557866924022974
"GAGE12C",0.279825799222203,8.50827831187542,0.279787999840133,0.557866924022974
"B9D2",-0.357169914785487,2.70990499883316,0.279804740116833,0.557866924022974
"MYOSLID",0.901166288383134,1.96240598481469,0.280038645300931,0.558205175154468
"GPRASP2",-0.310486143392944,2.93401916095298,0.280057668442132,0.558205175154468
"WRAP73",0.282989414895536,4.00405787887986,0.28009893773369,0.558205175154468
"TMEM276",0.235135470230371,4.33461148452764,0.280171531487761,0.558267103198642
"NOXA1",-0.325722595554254,2.44894667330423,0.280310496086519,0.558461243203339
"SLK",-0.217163046810628,4.98698947746837,0.280379079224287,0.558515125814781
"ZNF211",0.426484315408685,1.66600544021184,0.280438937329296,0.558551614772585
"PUM2",-0.196278761691125,5.00585340056638,0.280827951675802,0.559182614735268
"DDX41",0.251977931636005,5.20149862905939,0.280838925874406,0.559182614735268
"SLC41A1",0.278448804696976,4.67470722127555,0.281030365232328,0.559480943280112
"DIP2A",0.403542286958521,3.00551980179435,0.28120131768478,0.559719039715302
"PCGF1",0.231632031969295,5.09529240397621,0.281233216742272,0.559719039715302
"NR3C1",-0.215840793594946,4.57987458439277,0.2812995021387,0.559768108000142
"SLU7",-0.199366031524399,4.48881438100613,0.28148628374976,0.560056906081574
"ISL1-DT",0.482588870627461,1.67515971010782,0.281558852490258,0.560067567788676
"TMEM123",-0.237829385721659,7.13589566975448,0.281574948553581,0.560067567788676
"DTX4",-0.515529524939046,3.35357965624654,0.281794615595768,0.560421594631074
"DUSP9",-0.399601997243436,5.37602650046775,0.281873113172362,0.560431715151905
"CYB561D1",0.330631201143545,2.26832695920904,0.281960243817485,0.560431715151905
"SS18L1",0.414699265498874,2.49535490938485,0.281976020526164,0.560431715151905
"TBL1X",-0.345162804184886,2.25543454041947,0.28198481716652,0.560431715151905
"PCDHGA3",-0.484090747975102,2.11810879076365,0.282008105363512,0.560431715151905
"ITPRID2",-0.204877199250075,4.98315845610362,0.282060765444893,0.560453532166696
"SPINT3",-0.628661348382662,1.59827690154753,0.282131833162102,0.560511913223643
"IFT80",0.319080976897489,3.50681065877843,0.282232082273132,0.560533927111781
"ZNF219",0.411037618139998,5.29242077878171,0.282245640403146,0.560533927111781
"PXK",-0.327405529043738,3.69069419859061,0.282272598522249,0.560533927111781
"TMC3-AS1",-0.706531738766568,0.817715428458925,0.282309664911571,0.560533927111781
"ENSG00000271737",0.512418048395746,1.02693780247967,0.282472290376118,0.560633238585284
"GNS",-0.195147957193055,6.49223911363462,0.282484434711029,0.560633238585284
"TRAPPC3",0.18692765256254,6.1971679534487,0.28248476806599,0.560633238585284
"EZR",0.272808561909075,6.18618005048293,0.28265074626664,0.560835059646193
"CRACD",-0.517054599692787,1.19941381795134,0.28266987946023,0.560835059646193
"FBXL18",-0.28614789126076,3.53314735739225,0.2828258942459,0.561061813813863
"HNRNPA1P54",0.776751245033318,1.23285355993062,0.283188617944606,0.561698503744384
"GABARAP",0.226170160175245,8.62188309499783,0.28331771858,0.561843969484148
"SORBS3",-0.335624948289429,5.4073843212124,0.283373575095999,0.561843969484148
"TAF3",-0.315615618271861,3.11976331242583,0.283387312289267,0.561843969484148
"RMI1",0.314887626662508,3.75979593734694,0.283497066405451,0.561901112753759
"RBM15",-0.341437061084278,2.83864473910114,0.2835221722716,0.561901112753759
"CNBP",0.176578025193481,7.57034375733976,0.283581868503565,0.561901112753759
"ENSG00000279227",-0.489109430508501,1.9205531604352,0.283598640219809,0.561901112753759
"NR1H2",-0.181905870158433,5.46160412854013,0.283625081976778,0.561901112753759
"NINJ2",-0.585694760678256,0.848138781002805,0.283733842621198,0.562031003500969
"DHX58",-0.281535092043839,3.16967588033079,0.283774243847098,0.562031003500969
"TRAF4",-0.216040375927434,5.74670143184109,0.283996890224179,0.562253633657931
"ATP6V1D",0.250993081808437,6.17512304973455,0.28400922656336,0.562253633657931
"ZNF503",0.287295188643462,3.68757320524187,0.284039326618163,0.562253633657931
"METTL27",0.447139369061647,2.44999544042792,0.284053914430933,0.562253633657931
"EIF4A1",0.210167189084166,9.11654714807363,0.284120014794095,0.562261352310933
"AP1AR",0.205297204176747,4.45856968154389,0.284141446448965,0.562261352310933
"ANP32A",-0.211058427593179,5.87439874688771,0.284206750100038,0.562307822519881
"PNN",0.293719018369879,4.94903875525763,0.284352248928033,0.562452923807396
"C11orf71",0.311286646387779,4.66901382192551,0.284363749519759,0.562452923807396
"TTC27",0.284185709858588,2.97614405478661,0.284495117378107,0.562629996803358
"EZHIP",0.190312618860941,6.39428883059941,0.284603284132112,0.562761140947115
"RASA2",-0.407362074541133,1.85919031432093,0.284805647562612,0.563078479212893
"CPT2",-0.310434592554142,5.18838777737868,0.284869314963897,0.563121553808373
"MOCS2",-0.217796582810968,6.13162147777676,0.284921471294711,0.563141864328778
"ZSCAN2",-0.414386424864077,1.9733158821354,0.284973208746671,0.563161341094612
"DIP2C",-0.314927683437944,3.04070022359261,0.285122547811535,0.563373663170301
"LIN7A",0.329543422286822,3.85799104020417,0.2851709358869,0.563386483093631
"GCDH",-0.290724861085802,4.71588098681575,0.285323350326837,0.563592299348613
"TTC7A",-0.337599823047171,3.36504806260824,0.285358944962469,0.563592299348613
"CCDC18-AS1",0.505965217962336,1.61334108795432,0.285476274396924,0.563741222725957
"DEGS1",-0.189511757937647,5.66067049551776,0.285569397771123,0.563842308726949
"COASY",-0.201591971461666,5.99644255852291,0.285644789489424,0.563908359928762
"CDCA4",0.362907669191236,3.64096071414771,0.285750795916191,0.56393411859021
"SLCO2A1",0.613125000843909,1.23370969164419,0.285859481699639,0.56393411859021
"ZGPAT",-0.252683028055595,3.65628405152988,0.285863502206057,0.56393411859021
"KLF3-AS1",0.454794506912503,1.99463434445631,0.285959653009172,0.56393411859021
"NAA30",-0.20802702808208,4.019592948617,0.28597601969447,0.56393411859021
"RBM42",0.179049836271735,5.69718208582517,0.285989718056487,0.56393411859021
"MPP7",0.298083072052356,3.20121189435892,0.286022001685977,0.56393411859021
"CCDC15",1.0951984367514,1.0387553314799,0.286031011384696,0.56393411859021
"YPEL5",0.177016150436677,6.09510426339842,0.286035303345622,0.56393411859021
"CUEDC2",0.224019917944973,6.03933535158653,0.286140845677137,0.563994875419512
"USP45",0.298871363456705,3.23706923780943,0.286186468716921,0.563994875419512
"LINC02109",0.408695820622188,2.00548442453164,0.286191955599236,0.563994875419512
"SNUPN",0.235641141956057,4.45873118652404,0.28631520916851,0.564050602414412
"PRR3",0.32194385543311,2.76452342798192,0.286340021871729,0.564050602414412
"EIF4G3",-0.219234115109576,4.56925988754048,0.286346081517238,0.564050602414412
"POLR2B",0.182988334442393,5.59045863320184,0.286519045849395,0.564308640763288
"MIR924HG",0.541223127523185,1.08942645319428,0.286682119445557,0.564543231919989
"RALGAPA1",-0.363215881782033,3.29098242404625,0.28672212782847,0.564543231919989
"NR2F2",-0.299937274305934,4.59566713893076,0.286832937691974,0.564678723309852
"POC1A",0.481558500211125,2.67699692528779,0.286967902682423,0.564785253991362
"TTC28-AS1",0.263344029858094,3.53032982841554,0.286987614415377,0.564785253991362
"CEP104",-0.253182847616603,3.84892174193176,0.287043389319531,0.564785253991362
"MYO9A",-0.302294730915712,3.13418273887897,0.287055066620331,0.564785253991362
"CYFIP2",0.342594905651333,3.7827485534845,0.28733313499823,0.565249646406174
"MADD",0.335195473481185,3.59957578000052,0.287418485225937,0.565334837967811
"IQCC",0.638571252930285,1.44788038301905,0.287477447019397,0.565360809054945
"LINC01013",0.505348365301771,1.92938551115326,0.287550619619347,0.565360809054945
"THUMPD3",0.193240073009257,5.27163686871392,0.287557829326697,0.565360809054945
"ESAM",0.787722759710468,1.86696406955433,0.287648123494217,0.565455653289947
"MFSD5",0.214995877748588,4.77664642013825,0.287764535238349,0.565547645198948
"OSBP2",0.380196486331425,1.32955926306833,0.287779041235401,0.565547645198948
"SCHIP1",0.306860812356524,4.00567631231842,0.287822493824253,0.56555038023687
"ZFPM2-AS1",0.333627757249352,2.86173356753102,0.28793205891422,0.565576176696083
"MOSMO",-0.265511695828282,3.56287688358489,0.287989073900568,0.565576176696083
"CHST11",-0.305496367473329,3.72375378785334,0.287998858842589,0.565576176696083
"DNASE1",-0.456157391284216,1.58483266028972,0.288003873407562,0.565576176696083
"TMEM50A",-0.230145937598327,6.34869440244618,0.288183780384049,0.565846832804311
"TCTA",0.257980376124051,5.40002652142388,0.288279577984735,0.565915050403387
"ENSG00000272173",-0.653391496502311,0.929977402508607,0.288302699335356,0.565915050403387
"SAA2-SAA4",-0.527532988685039,4.50864447409223,0.288415271413844,0.566053384824193
"PKD1",-0.298491640196648,3.91784399714752,0.288500364638851,0.566137755828078
"MEX3B",0.684347363514853,1.48255009656684,0.288609391150019,0.566269060762171
"SDHAF3",-0.223356932017704,5.43984481946704,0.288785789158225,0.566436611784685
"RBPMS",-0.190616471949038,5.12581683137886,0.288931523048986,0.566436611784685
"RBM10",-0.277627167836079,4.31594762755262,0.288952885712656,0.566436611784685
"ARHGAP21",-0.236071750122075,4.34159384152791,0.288980079839572,0.566436611784685
"KBTBD2",0.235721825852901,4.39125366385531,0.288995987710293,0.566436611784685
"EXOC1",0.212951613518781,3.94312184915146,0.289005147238798,0.566436611784685
"CCDC88B",0.578691725221056,2.67884519424467,0.289050712524917,0.566436611784685
"SRSF3",0.209579357296653,7.09855340147601,0.289070466663661,0.566436611784685
"HILPDA",0.400402630621154,2.68277142957159,0.289073927567046,0.566436611784685
"NT5C2",0.222758034095839,5.25894655159534,0.289174737153445,0.566442052406936
"RGS4",0.98425965951614,2.02476516145569,0.289203178943486,0.566442052406936
"PBX2",-0.247630311115395,4.59215526215218,0.289212069821381,0.566442052406936
"SCAND1",-0.243454124854563,6.9133067360547,0.289310775133754,0.566442052406936
"MIR4500HG",-0.382969265631926,1.54511728896712,0.289325744847231,0.566442052406936
"ARPP19",-0.206110369635911,6.09847300855971,0.289329467196998,0.566442052406936
"TRIM29",-0.640939348482105,2.11146563729808,0.289421496113097,0.566489313187882
"SEPTIN11",0.381674798271405,5.51781934316166,0.289437868630132,0.566489313187882
"ZDHHC13",0.293841613888826,3.59217918742166,0.289654594718458,0.566830982474805
"DYNC2I1",0.375264982627525,3.90572399257246,0.289788402867415,0.566920640718629
"RAB23",-0.236374071783537,3.50464770209868,0.289819670329981,0.566920640718629
"RPS9",0.207806247913365,9.71140506549645,0.289826899025722,0.566920640718629
"BRAF",-0.298436357420871,3.64490895143816,0.289932843026185,0.566977265266017
"YLPM1",-0.27164761019451,3.98844747047218,0.289940181166826,0.566977265266017
"ZNF528-AS1",0.571173641964401,1.47223801638152,0.29000736796527,0.566999247529095
"LEMD3",-0.239254202820693,3.83755033381131,0.290070506794051,0.566999247529095
"STAG3L5P-PVRIG2P-PILRB",0.425635813888911,4.4441308132008,0.29007792828742,0.566999247529095
"WIPF2",-0.236302594491208,3.7652601679998,0.290120991997583,0.567000996860392
"DNM2",-0.179037134225553,5.77029594337849,0.290219222650091,0.567110546105671
"DDO",0.334433368275584,3.7275662452006,0.290483303894147,0.567471903532136
"ANKRD9",0.360613144966651,5.91846290367253,0.290488555110196,0.567471903532136
"FKBP8",-0.194115910765059,7.14944067189164,0.290861870287153,0.568065652244502
"DICER1-AS1",0.571479781423951,1.53726664454252,0.290876990607124,0.568065652244502
"GALNT5",0.763140652865538,3.34670798252018,0.290968716550225,0.56811660650514
"POLR1E",0.283724071626597,4.1312729000005,0.290987585081132,0.56811660650514
"EPHA2",0.471758828582183,5.07170229822627,0.291060195717909,0.568175869863967
"N4BP2",-0.523837812224987,1.48050527675848,0.291205747567596,0.568377483204223
"BTBD7",-0.254947660604927,3.26996825913171,0.29136807345679,0.568611772960813
"UBL7",0.195766350347808,5.46628639970054,0.291505877528051,0.568798146748247
"MTF2",0.289737489738377,2.90111375120824,0.291591972454097,0.568880418501004
"ORC6",0.489282301695416,3.20879079615883,0.291632658391152,0.568880418501004
"MLXIP",-0.24727975036388,4.03004392029588,0.291771444065572,0.569068586728413
"PPP1R35",0.22510366317035,5.527495061116,0.291925617939072,0.569237295988276
"CAPN15",0.271304804761562,4.25123982599295,0.291942614393511,0.569237295988276
"ST20",0.291762434097293,3.16475592192651,0.291996131182152,0.569259095240716
"ARHGEF1",0.267900350158079,4.53109847859467,0.29207578849144,0.569331842861105
"EBP",-0.384809459323954,8.2089391325703,0.292316662423351,0.569718777061077
"C19orf73",0.384799544267212,1.15372830124546,0.292387009529974,0.569725634599811
"RAB30",-0.359433120238969,3.231418820101,0.292404923722542,0.569725634599811
"LINC01123",0.387301856155354,3.41890317303988,0.292477665477344,0.56972694324724
"METTL6",0.300079115696194,3.28673884376605,0.29249478013984,0.56972694324724
"ENDOG",0.467925942818617,7.05170810181995,0.29253270981548,0.56972694324724
"TLCD1",0.241695981991277,4.31804990359031,0.29259389281904,0.569763574633571
"TMEM267",0.282886847092245,3.24032525841423,0.292637747788032,0.569766457682866
"ELL3",-0.422743290372048,1.58402923384335,0.292686368730775,0.569778617917186
"RAD23B",-0.175138014903606,7.21833289917626,0.292927640017764,0.570165756757217
"SNHG7",0.181721712505205,5.31965233240434,0.293157290413284,0.570309596490626
"EMC1-AS1",0.600088471592277,0.967629107738636,0.293168731804884,0.570309596490626
"USO1",-0.284006939291715,5.58951552977315,0.293169136378919,0.570309596490626
"EXT2",-0.256585467205051,5.43101857863562,0.293171198195984,0.570309596490626
"FAM72D",0.78814821187769,1.10264590555582,0.293261791309872,0.570338004541174
"DCAF7",-0.185785937104103,4.9257061894433,0.293270635385815,0.570338004541174
"ARPC1A",-0.183933643890972,7.40826414571081,0.293382755442817,0.57047354008447
"TMEM199",0.2141981646365,4.3488389149095,0.293460086870575,0.570541400818646
"FAAP100",0.258474863080602,3.59992164219708,0.293855230128964,0.57122703835681
"ARL14",1.08670939222299,1.16438933339213,0.294121001219991,0.57166102665568
"PLXNA1",0.417703266552991,3.55352239156784,0.294242893956944,0.571815284310605
"DYRK4",-0.276678351080344,2.93012896944655,0.294432470060887,0.571951043983086
"PAICS",0.245114154945954,6.41806406222193,0.294440258834456,0.571951043983086
"EIF3J-DT",0.331444455377051,2.88232704122676,0.29444036341298,0.571951043983086
"LINC03015",-0.610335398977484,1.33743324696315,0.29460150593112,0.572143226579523
"RTN4",0.192384186748573,7.84152930315565,0.29462440137116,0.572143226579523
"MEIS2",-0.367047516980308,2.53929885476023,0.294721305677594,0.57218331134502
"CENPC",0.479674952491421,2.2220094222011,0.294730151299688,0.57218331134502
"BCOR",-0.30367204079051,3.29282750218105,0.294823551833273,0.572282009232019
"TRAP1",0.233559431310052,6.33369567003518,0.294901471390276,0.57235063283973
"TMCO1",-0.200167189819717,6.69032628043135,0.29499838913788,0.572438228912957
"ME2",0.258201891320031,4.99769336086639,0.295068624231781,0.572438228912957
"MLLT10P1",-0.477625193035118,1.13915544592121,0.295102032384574,0.572438228912957
"MORN2",0.204617657917653,4.40384884382025,0.295129289553917,0.572438228912957
"PDE4DIP",-0.23404900036433,6.64409432591846,0.29518030281124,0.572438228912957
"AP1S2",0.344215149631172,3.50275238194693,0.295241622950169,0.572438228912957
"GCGR",-0.608886003993507,1.00777598074813,0.295306829612225,0.572438228912957
"HDGF",-0.230909019290836,7.46655106520401,0.295335563140719,0.572438228912957
"HMGXB4",-0.270955437151507,3.32933946162062,0.295340825943142,0.572438228912957
"P4HA1",-0.249334221939419,4.46792589942336,0.295414301572771,0.572438228912957
"DPH5",0.205304765036045,5.30724383986335,0.295414909298454,0.572438228912957
"CASP3",-0.266268495707989,3.91792104559925,0.295574675447964,0.572665286177712
"PCDHA13",-0.527549612638748,1.24239334808392,0.295628745742006,0.572679182633302
"TEX9",0.302298849644668,2.3313492561954,0.295679310112189,0.572679182633302
"WHRN",0.351997110488264,2.20663255123045,0.295709621078612,0.572679182633302
"ST3GAL6-AS1",0.430531387289686,1.78128999939939,0.295962344571704,0.573086072164621
"RNF34",0.267027595892634,4.29546035833114,0.296061826875227,0.573196158986941
"NOPCHAP1",0.230078898656328,5.06343606787687,0.296177692963663,0.573337929684626
"FTSJ3",-0.191495077946242,5.02685902770062,0.296592951009947,0.573912786270509
"CRADD",-0.22358870593373,4.82925591583049,0.296596990462109,0.573912786270509
"FTCDNL1",0.413892576037654,2.91116281887076,0.296602703539623,0.573912786270509
"CSNK2A2",0.216709477720835,4.26111033903253,0.296778512194184,0.574170341721295
"TSNAX",0.198911185917657,5.12660579845236,0.296874382556802,0.574273190599735
"PYURF",-0.197739970346197,5.8179556766828,0.297126670532634,0.57467854027356
"FGFR1",0.392790579003925,2.77306663508259,0.297431404820151,0.575185196204769
"ZBTB46",0.494495319921954,1.41443146453787,0.297610680483817,0.575437073927743
"RNF180",-0.421499383413513,1.57748989395522,0.297647244471773,0.575437073927743
"SLC36A4",-0.34528976038221,2.80378909298788,0.297792256006223,0.575634657024105
"TENT2",0.214520239540389,4.28624870326195,0.298049771669884,0.576049623382675
"STAT5B",-0.210920565643346,3.84011146777562,0.298139554665958,0.576140335159308
"PRCC",-0.231826115969849,4.95235306265351,0.2982776106991,0.576324292780586
"CNPY2",-0.206849198471862,6.51117809910127,0.298329833559457,0.576325641749678
"ZNF529",0.397851689671064,1.82255483673643,0.298364033334784,0.576325641749678
"BLVRB",0.202466911095443,8.65786092043633,0.298456541418187,0.576421524836102
"LNCTAM34A",0.363164741726341,2.55448097382171,0.298541937559778,0.576422455268758
"NEURL4",0.316243111623224,3.90054728162525,0.29854276204757,0.576422455268758
"PIGH",-0.24929910482125,4.45870992013562,0.298611914823058,0.576473195507658
"ZBTB2",0.287367673426191,2.92456275270797,0.298840992231585,0.576701021810432
"RPL27A",0.211227377301123,10.1132280387123,0.298853094978095,0.576701021810432
"GRPEL2",0.387437596702677,2.72344498885829,0.298858598837951,0.576701021810432
"C1QL1",0.563345321232695,4.98921815587436,0.29897331930032,0.576784113825611
"PRKAG2-AS1",0.373654456288443,3.57957039726906,0.298987451536852,0.576784113825611
"WWC2",-0.372356839526765,4.02575529376499,0.299085952898041,0.576891367474833
"SNAP23",-0.23599969254138,5.03724525373842,0.299394986905277,0.577404617603034
"TMTC3",-0.359983119740704,3.47267259767361,0.299495264156751,0.577448401728537
"RNF168",-0.341638124864261,2.74877231172586,0.299503581262444,0.577448401728537
"CYP2U1",0.227717978485933,4.53139833989183,0.299554845232679,0.577464437132416
"MIR100HG",-0.454084785119419,2.13476070843108,0.299681745489303,0.57762063251573
"GSTA4",-0.276106173960194,3.66693268600544,0.299721787376339,0.57762063251573
"SLC50A1",-0.200274387289847,5.37262963733733,0.299801710302771,0.577691859663378
"TIGD6",-0.33726592999596,2.48090550588841,0.299894484972505,0.577787827044032
"RTCA-AS1",-0.306617605112436,3.2961098778978,0.300022088412232,0.577950859712159
"TEX30",-0.385240747013696,4.02588417900229,0.300153353425198,0.578120898174361
"EMB",0.292422843096528,4.38861316005194,0.300212435141047,0.57815187666951
"ARHGEF18",-0.267838258811577,4.49430735920487,0.300329447985596,0.578294394617546
"ENSG00000262049",-0.324318393052301,2.41438987324334,0.300564179941654,0.578663511382514
"GATA3",0.561429340977716,1.44106177203209,0.300867119988079,0.579150062282241
"SMC5",-0.298392980515464,3.47959456815421,0.300903044407537,0.579150062282241
"GNG7",-0.383004293071062,2.44718775442832,0.301041202285223,0.579333047935754
"HAX1",0.20655756370849,6.53971818867501,0.301136033797009,0.579432614544158
"CRYM",0.491496655544726,3.3664213307444,0.30129335192102,0.579652369427678
"ASB6",0.253086481641841,3.8337285931422,0.301370706898382,0.579708100231783
"P4HTM",0.225495357033538,3.85226276148227,0.301422803729052,0.579708100231783
"ETF1",0.167467518408444,6.18669911455784,0.301490185618597,0.579708100231783
"ZNF227",-0.263056364316635,2.76477574734687,0.301509832076765,0.579708100231783
"POFUT2",0.268117710979396,3.50561324024029,0.301537888816086,0.579708100231783
"LINC01003",0.262374600022564,3.3793580499941,0.301636892365146,0.579815533201109
