"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"ENSG00000280043",44.6034145542971,0.130283851122172,0.284176679206681,0.481901829273264,0.746970066069083
"HSD17B1",7.54213416111084,-0.105974994208884,0.340159482743934,0.481827242270033,0.746970066069083
"INMT",122.23112916493,0.0884162051040046,0.35087903378372,0.482110506563608,0.746970066069083
"LRRC42",178.567718270801,-0.113752762684686,0.190399349242458,0.48197338211252,0.746970066069083
"UBR5",102.201844450503,0.116866736488782,0.198099760343085,0.482057682846616,0.746970066069083
"ZNF689",37.0420192254199,-0.129101277088168,0.247814510598914,0.482102087587217,0.746970066069083
"SGCZ",51.509403536,0.127924757380099,0.237919035564952,0.482456444965073,0.747423402300491
"ENSG00000249894",19.2880349286866,0.119061788742635,0.325552104963281,0.482561983552777,0.747504251139631
"ENSG00000269958",24.3694290286129,-0.130165897491017,0.274575450487669,0.482727140591829,0.747512153717077
"SLC30A4",31.7665042984885,-0.129437011716791,0.259457565975867,0.482685067676419,0.747512153717077
"TNKS2",112.328449433763,0.11063597099043,0.18199422652332,0.482687241336875,0.747512153717077
"ABHD12",436.49408656472,0.115650238403817,0.19485757445677,0.483011959072419,0.747705287654808
"EPHA5",12.9132650024203,0.119699583324427,0.322843915820675,0.482987585178124,0.747705287654808
"SNN",79.9340833827658,-0.119424344988199,0.207559573604055,0.482994461568124,0.747705287654808
"SMYD5",84.2013728099663,0.126827026873267,0.233546253149117,0.483075250198905,0.747720650744239
"RRP12",91.3257365590302,0.1144803642475,0.192912688192988,0.48313450535233,0.747729764110405
"RACGAP1",89.2581020168187,0.13015571075778,0.286146220798345,0.48328407523505,0.74779604396668
"RAVER2",39.4730694610106,-0.126805902837095,0.236471489967816,0.483279199966517,0.74779604396668
"SF3B1",419.233778681533,0.101697861597592,0.166853799176083,0.483351664194583,0.747818039645572
"ENSG00000249413",17.2306554874847,0.13011538273643,0.290010730092605,0.483431933278899,0.747831546407149
"SLCO1B3",6.83862337515097,-0.101152607939848,0.341262496790865,0.483467143484116,0.747831546407149
"E2F6",105.390337454466,0.112086405351446,0.185218328283864,0.483591579462044,0.747858898437384
"ENSG00000277534",35.4898419122566,0.131145863243956,0.268628172857653,0.483550382199142,0.747858898437384
"MIEN1",471.87644645073,0.0944312858981415,0.147174545177405,0.483778261613815,0.747931644852186
"PAFAH1B2",166.696109627079,-0.112882750476625,0.19055881103284,0.483710478654399,0.747931644852186
"PGM2",139.009641626824,0.115522802950975,0.195397698891703,0.483798765062834,0.747931644852186
"CTSZ",602.268998582172,-0.129036177020785,0.256482766025874,0.484038562074927,0.748219802872
"CYBC1",160.346212181955,-0.111552769374224,0.186679057374157,0.48435772522047,0.748453745509527
"LINC03011",122.151331286521,0.126700853824586,0.233590601862654,0.484481217132053,0.748453745509527
"RNF5",696.502610769468,0.121266132617908,0.213662119916703,0.484304712407833,0.748453745509527
"SCMH1",120.424923929006,0.119976855996763,0.208048909807113,0.484510418369239,0.748453745509527
"UBE2Z",279.37007525697,0.117398449042793,0.201421303036275,0.484382640698618,0.748453745509527
"ZNF37A",49.799286196502,0.126064661124003,0.233329208467415,0.484497270557966,0.748453745509527
"CCNC",347.274357948881,-0.0978704702958275,0.156002867861129,0.484658057831475,0.748493623663199
"CDC42BPA",146.9984158825,-0.121691150450337,0.217536513245189,0.484916763065417,0.748493623663199
"CXXC5",404.791007207006,-0.116032929741291,0.198562662948653,0.484864088945147,0.748493623663199
"GPC5",9.00998131589691,0.114550793916522,0.330399767157851,0.48486335288107,0.748493623663199
"ING4",25.3745656656292,-0.129694959568771,0.274608785391261,0.484598458696504,0.748493623663199
"ITGA11",84.9593042314463,0.121195148515949,0.319684467118671,0.484839958462273,0.748493623663199
"PCDHB15",9.32694156480128,-0.111394071092145,0.329938799392658,0.484929669907801,0.748493623663199
"SAC3D1",211.609447800768,-0.129013031479606,0.258670052333656,0.484963608280246,0.748493623663199
"ANKIB1",126.771305223021,0.111224731258445,0.185172192331444,0.485033443036105,0.748518952569542
"ELMO2",89.1658657785253,-0.120044414881454,0.210365879023513,0.485114353050893,0.748561365704411
"COA1",385.818614842154,0.103586249105393,0.164830821564072,0.485320978698567,0.748760656826637
"POLR2A",199.20857342542,-0.120117102010864,0.21228623463953,0.485350387930877,0.748760656826637
"TRIM21",49.505078070883,-0.130029423849498,0.263507726766645,0.485499728158869,0.748908586505991
"PDE10A",23.4640867546607,0.129357244312726,0.288647893485502,0.485597989663813,0.748977700702298
"CCDC57",87.3996586524931,0.119582133122012,0.208479203226025,0.485696345973019,0.749046945891907
"MLLT1",423.002392811813,-0.129701815886028,0.267574448531271,0.485879052249497,0.749081360152697
"SLC7A6OS",31.4015087604607,0.130951347807558,0.267135235380209,0.485775985905069,0.749081360152697
"XIST",144.144511861422,-0.126412866088114,0.299772826086025,0.485865365684799,0.749081360152697
"INSC",6.09018965171976,-0.0734791827275882,0.35488499305327,0.486104861979276,0.749291090322224
"PLAAT1",21.2648248794381,0.13039326816641,0.287524070250198,0.486122047750269,0.749291090322224
"ENSG00000288829",7.05774703348736,-0.0961651503083595,0.345781472115585,0.48634178424014,0.749382463322182
"SULF2",471.313601970279,0.124323098709507,0.225707014382096,0.48629986406536,0.749382463322182
"TBX5-AS1",5.49605204126714,0.0676583779961078,0.356712465144547,0.486316316691166,0.749382463322182
"CLCN2",42.2290853707952,0.129660587383317,0.264507625276696,0.486555790764257,0.749547353974493
"TSPEAR-AS1",6.16678844620495,-0.0989345711037965,0.343536094047569,0.486528504730705,0.749547353974493
"INPP5F",41.9922790703002,0.12840569941629,0.249003768008156,0.486702609600939,0.749650464833233
"ZNF229",35.2709665809383,0.129652646026908,0.261868899822996,0.486729732252367,0.749650464833233
"AVPI1",101.500860377759,-0.119686733647544,0.210345511742489,0.486809493909252,0.749690901204939
"COL28A1",10.8481326869731,0.120370629251148,0.320637160217475,0.486916177996076,0.749772784910762
"HELQ",57.9913876548995,0.12561546369272,0.232732887460984,0.486992275611107,0.749807557537057
"WAC-AS1",91.1311621812437,0.126418082394196,0.237719853398421,0.487073545625661,0.749850285436891
"KDM6B",41.4643288156364,-0.128496871773339,0.279383781629297,0.487186104195865,0.7498587834657
"ZSCAN12",11.5668135633686,0.116547124529919,0.328893682308153,0.487139162512455,0.7498587834657
"TRMT5",107.672438159652,0.116248751018715,0.200349255149241,0.48748827468495,0.750241456130363
"HCFC1",110.134788828219,-0.123136971072602,0.225062275978345,0.48758770575761,0.750278310521943
"ITGAV",335.628390055415,0.121155363636712,0.215217418744553,0.487657509361029,0.750278310521943
"SPIN1",142.532321702692,0.109901762713755,0.183072424417072,0.487672869454238,0.750278310521943
"SHKBP1",111.994852181177,-0.11928765542439,0.212361494840332,0.487766026563911,0.75033924002931
"TPST1",173.504308151485,-0.121366453636283,0.313229195527152,0.488083085924958,0.750744551201513
"HECTD4",40.316403341041,-0.129940897612217,0.272664917132363,0.488277898473232,0.75096176020949
"CMTM7",91.7554058075383,-0.113975707797107,0.195497872667412,0.488419687740512,0.751097381728934
"RNU1-4",8.90726012441143,-0.0364576886011942,0.360403066437849,0.488569074930236,0.751208045875164
"TULP4",18.3334890596909,-0.121894753525043,0.310913734412221,0.48859985962632,0.751208045875164
"ZBTB45",82.6272151070356,-0.122057440939444,0.22363547077812,0.488652496617389,0.751208045875164
"MTCH1",764.516262209396,-0.0908600426125387,0.143064169191874,0.488857202890931,0.75144029289137
"ENSG00000280071",760.323533188972,0.107339469814401,0.17756473156679,0.489234611008577,0.751443857507961
"FBXW10B",7.50997094586167,0.110809393634568,0.333688570687887,0.489234948839313,0.751443857507961
"GEMIN4",71.7155650138654,-0.129006277283804,0.262574241046623,0.48910555258132,0.751443857507961
"LDHB",10.7143507081336,-0.113386075979071,0.327208004512467,0.489203743368603,0.751443857507961
"LINC00667",238.159306079506,-0.111742591188337,0.188284856766254,0.489221299509879,0.751443857507961
"PSME3IP1",313.782639257817,0.104706683119899,0.172414577533194,0.489138363372454,0.751443857507961
"PTPRQ",59.0665932612266,0.124551455458463,0.308156732123735,0.488927422163778,0.751443857507961
"CLIC2",17.1872609393067,0.124280768087083,0.311818570213759,0.489311189459404,0.751466430676705
"NTNG2",24.4361172846909,-0.107549870913582,0.334637897588156,0.489381525969752,0.751466430676705
"ZCWPW1",23.6814662745988,0.129976412773381,0.268560228039563,0.489410547421664,0.751466430676705
"DUXAP10",150.852707110081,0.127237412346629,0.24048315669573,0.489787476678128,0.751951290071712
"NBN",162.817424919871,-0.108763722298856,0.183462691265096,0.489833661015239,0.751951290071712
"NCOR2",195.605940448243,0.122247951890892,0.227175224088075,0.489927154751759,0.752012419503384
"TARS3",38.0585817598344,0.128154257500902,0.255946874309762,0.49020166235236,0.752351351869747
"BRPF3",83.192776886753,-0.119583134115825,0.217707921447785,0.490403924235034,0.752579340904388
"PGF",8.70182363652015,0.0835820052642509,0.350124282643719,0.490496696730147,0.752639274765753
"NAIF1",34.3243872957629,0.127302222647645,0.275563481706128,0.4911667380833,0.753472698149396
"NCBP2",337.234502315419,-0.0900180589433025,0.141129026449455,0.491201172285817,0.753472698149396
"PSMD12",237.346144048271,0.0986358869851678,0.159558891575306,0.49111121373074,0.753472698149396
"ROCK2",81.0689540015827,-0.124729215462911,0.23691499316435,0.491505492768143,0.753856974184396
"ZNF425",17.1224753381333,-0.123978238024645,0.298561434292924,0.491727154962375,0.754114401070254
"SPIN4",29.4836069674522,0.120868331181926,0.308700060992037,0.49181532008081,0.754167062455098
"DDX5",1458.89628272891,0.0878566753353421,0.13821204550363,0.492270721270508,0.75437001812546
"MED4",220.677099930384,0.101784609543302,0.166092707095554,0.492220756367015,0.75437001812546
"MYPOP",67.8215260193586,0.123079639281385,0.229949668710687,0.492198852563548,0.75437001812546
"OIP5-AS1",508.045462084973,0.110650355867408,0.187232887341139,0.492098226274716,0.75437001812546
"OSBPL3",99.5693927638525,0.126169318956384,0.244053211421822,0.49226389482108,0.75437001812546
"POGLUT3",143.736889631327,-0.126781093011817,0.258341580519318,0.492137778467554,0.75437001812546
"RAD9A",74.5066522769964,0.123729220649059,0.229500453548912,0.492365666305722,0.754426966087788
"ZNF710-AS1",17.947432204119,0.128577261294124,0.287163882202366,0.492415573825767,0.754426966087788
"DHX29",100.433404819879,-0.117346850900176,0.209052319995394,0.492606339423425,0.75463671787247
"RPL13",11203.2792969725,0.117619142953181,0.194139142668709,0.492662990587137,0.754638071319156
"SPC24",45.1183445759401,0.124744705704949,0.307302533371544,0.492768804118118,0.754638071319156
"TNRC6B",45.7309871409032,-0.124305777772692,0.242069380215452,0.492736987702393,0.754638071319156
"ACCS",24.8618701770798,0.126681982386662,0.293402224678807,0.492973516262999,0.754704101438033
"EXTL1",11.2157156064296,0.108269498418257,0.334711476909566,0.492869875932261,0.754704101438033
"NAT9",70.7131034495632,0.115161460766301,0.212827002893121,0.492933813334613,0.754704101438033
"MAP3K13",166.947344898815,-0.112903335912648,0.197754366920426,0.493700423250362,0.755569265992444
"PSD",10.3130293777775,-0.115327158841206,0.319644143315383,0.493657068129021,0.755569265992444
"SELENOS",347.442015454178,-0.0886030490215574,0.140901075328408,0.493690057964378,0.755569265992444
"C4A",3308.41224788896,-0.122760686298577,0.233620135392003,0.493806102477824,0.755642406227143
"ELP6",163.348474009728,0.119778350306078,0.216889621838649,0.493856078354289,0.755642406227143
"PPP1R7",321.171964163167,-0.0901891233031533,0.143948355340962,0.494079440579334,0.755819089633917
"PPP3R1",125.317112443591,-0.119339190764821,0.219594561993187,0.494038819740857,0.755819089633917
"CUL7",120.424849514362,0.116610670694594,0.207008749250711,0.4943483561684,0.756147905925268
"PTPN12",123.902758346502,0.114048120740632,0.195634696625744,0.494561378237041,0.7563911658639
"NCK1-DT",26.2826649519317,-0.126561677692927,0.268035586728407,0.494625722351163,0.756407006752035
"HBS1L",179.234923290894,-0.101160926522601,0.167580305132065,0.494830666458902,0.756637833433993
"CLINT1",177.442675335205,-0.108653240887954,0.1862928636378,0.494997490373835,0.75677144095493
"DNAL1",41.8531674826695,0.126577953275955,0.278617960049786,0.495188107249646,0.75677144095493
"RANBP6",103.835786743473,-0.114474540840823,0.203388656792009,0.495066570304063,0.75677144095493
"TLN2",44.1893183865773,0.127606990751908,0.269320052004525,0.495168594865804,0.75677144095493
"ZNF263",68.5893517574836,-0.11603546140287,0.208395068586602,0.495095377596037,0.75677144095493
"AFG2A",8.05259555290495,-0.100727065260915,0.338983642295316,0.495777100663044,0.756812764052654
"IER5L",527.614297714153,-0.122661850793876,0.23655860817631,0.495971365322352,0.756812764052654
"IFNLR1",13.2036240393014,-0.119406588994765,0.313184272217651,0.495489043007342,0.756812764052654
"MPDU1",424.318056504174,-0.103779164519691,0.176384016382691,0.495920977342134,0.756812764052654
"NEIL1",27.6364067674125,0.127570065018541,0.286670271287874,0.495932863276385,0.756812764052654
"NME6",95.9681751343634,0.11834616152454,0.214953423759483,0.495406818370584,0.756812764052654
"NPHP3",32.3148126782718,0.127007163009203,0.278155743016688,0.495898890792162,0.756812764052654
"PSCA",186.441950792632,0.0833026680683,0.351186690525093,0.495458601343611,0.756812764052654
"RBM22",156.028979236134,-0.105404187101786,0.178390068735124,0.495886309413067,0.756812764052654
"RNF181",624.640893732484,0.0919154658448021,0.147474902446968,0.495899611174446,0.756812764052654
"SCAI",19.1658143947222,0.125842770751548,0.297941617920123,0.495594634782994,0.756812764052654
"TMA16",110.828863908717,0.114264738509954,0.195840016485229,0.49556168677938,0.756812764052654
"TSIX",37.2555219313112,0.125791543490994,0.252628695355822,0.495274950379971,0.756812764052654
"ZNF697",29.3213348197717,0.127732362202028,0.275266364133069,0.495651737667263,0.756812764052654
"ZER1",113.761242931508,-0.116326901313848,0.210136183939211,0.496058971126857,0.756864014424306
"ZNF789",20.9891299451827,-0.125924570481963,0.285570612457808,0.496163072995177,0.756940419831819
"DYNLT3",184.914756987918,-0.108814419884596,0.187541038378921,0.49628216887574,0.757039680796733
"ENSG00000288550",7.03757670098611,-0.100928135312479,0.338683254682454,0.49649112917214,0.757111146150506
"PON2",742.421823167741,-0.113056297892401,0.199477638307278,0.496468467888127,0.757111146150506
"PPIG",129.511993264763,-0.11427925074081,0.203226888966644,0.496489461287878,0.757111146150506
"CCDC85B",233.375289258978,-0.111754530822016,0.19579076201205,0.496732203844653,0.757396333449498
"WDR91",55.0138288838416,-0.118632141470541,0.218437849445832,0.496989134971466,0.757705633306335
"ZNF516-AS1",5.18105129283847,-0.0916595700729509,0.34704453740677,0.497076139109524,0.757755824726748
"DNAJC24",66.6524767846051,0.117730808889518,0.212551685538596,0.497192059520602,0.757850081151345
"NCOA3",60.47448723517,-0.124165728672957,0.245682181374827,0.497361032185812,0.758025173714284
"NUDT3",206.423094718835,-0.0973670508157495,0.16097429181454,0.497539075128388,0.758214050644317
"FCF1",128.14468074246,0.114005441158377,0.201219921627348,0.497735529988891,0.758430941889543
"NINJ2-AS1",28.322517668763,0.125939243419002,0.266462385800497,0.497866493633913,0.758548003730399
"CDKL3",16.1088425748005,-0.121652161835339,0.306206538238323,0.498041392286653,0.758664847871904
"IQCB1",52.5698933604527,0.122984778935103,0.233849266395126,0.498059360459585,0.758664847871904
"PMS1",64.002486749642,0.119350022830872,0.222362072564089,0.498105626691431,0.758664847871904
"ENSG00000272501",6.77156651257107,0.0984769329286928,0.341287469441719,0.498216727904427,0.758669120168343
"KALRN",34.7219902980128,0.125279872495048,0.254479104622612,0.49816922535963,0.758669120168343
"RCE1",77.230742915625,0.114159426442697,0.204060657728697,0.498346559086053,0.758784355504747
"MTERF1",79.1365230360218,0.117673315264281,0.211672269590533,0.498504651761156,0.758860134270486
"RAB6B",44.1238649683999,0.121299821109418,0.228796013556974,0.498461640194992,0.758860134270486
"CUL3",249.524356404572,0.0931827958721528,0.151365206724035,0.498658585651019,0.759011998213625
"GMEB2",37.5223946989832,-0.124526019172243,0.255505927697198,0.499198409320685,0.759157026487083
"LINC01194",12.3668271933472,0.118005915583158,0.316184708578863,0.499114927331789,0.759157026487083
"METTL14",76.7382365128052,-0.113905893448277,0.205717964932822,0.499186139068336,0.759157026487083
"RORC",78.442904377318,0.125399288126087,0.255740069852667,0.499158665251548,0.759157026487083
"RTF1",134.705556929098,-0.108014221183926,0.186920599834836,0.499126033713683,0.759157026487083
"SLAIN2",179.677015848524,-0.105589120799288,0.181823173675235,0.499184795556568,0.759157026487083
"TRIM37",81.1453106058599,-0.113630348532549,0.204388631840835,0.498885698408827,0.759157026487083
"VPS4A",440.403207664448,-0.0926201808854319,0.151888542431228,0.499139422627321,0.759157026487083
"ZNF226",91.3874971912334,0.11669659906609,0.213088542530811,0.499241513243308,0.759157026487083
"RPL17-C18orf32",46.3873142618314,-0.123065225337993,0.279428473134885,0.499496067958199,0.759461682925917
"SCAF4",58.8186465573288,-0.122182049740313,0.239678514731986,0.499586518257471,0.759497757884391
"TRAF3",42.7783308264962,0.125369318955682,0.258481775516966,0.499628208865922,0.759497757884391
"ANKRD50",23.8558200245494,-0.123568781234175,0.285845770439656,0.499924168183275,0.759809886224809
"LNPEP",89.2780351998156,-0.117083746868691,0.217387366937718,0.500096955090365,0.759809886224809
"NISCH",111.158967067987,-0.109531103218167,0.192180213690147,0.500009700563701,0.759809886224809
"PAPOLA",512.706147756014,-0.0762056652402308,0.120092966674487,0.500132271383806,0.759809886224809
"UCHL3",170.389878623353,0.106190723929999,0.181041323913112,0.499969447832268,0.759809886224809
"ZNF398",55.6643542190011,-0.123798495519286,0.254645800335222,0.500158916612048,0.759809886224809
"PTRH2",159.017654507722,0.105390905297231,0.177621242744501,0.500272449909302,0.759899967007723
"UPF1",185.130664282965,-0.121067928149927,0.232542328109899,0.500341999503722,0.759923225479311
"DBR1",82.8806401765556,-0.113516050043977,0.204620376709749,0.500443448978426,0.759994923437755
"ACVR2B",13.8641763202018,0.12022257509417,0.307913101365234,0.500727850572679,0.760035978218079
"ARHGEF35-AS1",91.0204781302195,0.115729611868456,0.20873260779045,0.500775358378904,0.760035978218079
"DCAF10",104.928469758369,-0.106752517276721,0.184691843577513,0.500557225048706,0.760035978218079
"GASK1A",29.459210465693,-0.121900509710179,0.303651943556955,0.500795956813169,0.760035978218079
"OPA3",83.4509465841443,0.123654076304839,0.245683669000962,0.50067858488637,0.760035978218079
"ZNF318",61.1181644689911,-0.123466041765927,0.252409743527561,0.50073458507849,0.760035978218079
"SPA17",28.7779737650059,0.126297363438214,0.274140325419436,0.500870149239137,0.760066247264112
"JARID2",25.8185881169829,-0.122841596341912,0.290221927432714,0.500950235398888,0.760069971037919
"RNH1",690.965878143693,0.0857398806519225,0.137465761981644,0.501035347406054,0.760069971037919
"SWAP70",79.2489041097975,0.120454786405092,0.22708929324209,0.500982736335501,0.760069971037919
"DRG2",102.522469896577,-0.11783149602337,0.219170512521698,0.501094471527247,0.760077367172053
"TRIB3",251.372611777465,0.123588102657209,0.29202457995362,0.501274869130157,0.760268693589805
"POLE",46.9263553739407,0.124470845655928,0.28720464693772,0.501699413836083,0.760830229165209
"MB21D2",24.0171970369347,0.100838137903207,0.339460934400906,0.501865045514674,0.760916692209295
"PTPN9",77.7660220542584,-0.111047025610377,0.19741787301337,0.501823881537095,0.760916692209295
"MIR762HG",15.8521970309226,0.124196934866034,0.295654748110336,0.502010856615349,0.760973072815932
"PKD1P1",24.092850079723,0.115703269565224,0.316226390234088,0.502007991780321,0.760973072815932
"PODXL",10.3583063250826,0.102618905318746,0.338268102987332,0.50211976216929,0.761055818666586
"ENSG00000274238",11.2277066767299,-0.110635379798479,0.32473339678861,0.502213258121051,0.761115193026938
"C15orf39",108.123673544305,0.116679925502833,0.216311518665375,0.502759207191129,0.761860182993177
"FAM120AOS",163.615024781472,-0.114424696569662,0.208508265689087,0.502932051328978,0.761991626499168
"IFIH1",75.0183429054176,0.124583532312838,0.25934803949123,0.503009103810635,0.761991626499168
"LMCD1-AS1",8.86063185132504,0.104139807111269,0.333828382901552,0.502969434693702,0.761991626499168
"FAM53B",57.7015046426475,-0.120163656194754,0.233413813390387,0.503084855141866,0.762023989772183
"MARF1",69.5637117738409,-0.116951773290317,0.21891988755835,0.503238337817386,0.762129216520804
"POLR2H",393.975748626707,-0.0876909417304439,0.143090443668673,0.503263115498571,0.762129216520804
"CORO7",23.5190057736485,0.122853843336037,0.287311490608617,0.504033483073246,0.762504024811673
"DDHD1",36.6306853974807,-0.123088266897849,0.256621253967469,0.503902509933427,0.762504024811673
"FOS",4368.09851144807,-0.104122722692748,0.181612000055996,0.503669341346269,0.762504024811673
"KMT2E-AS1",36.6962073813678,-0.123171890764127,0.256156266521875,0.503981312980208,0.762504024811673
"PAIP2",464.046241037143,-0.0845097252776027,0.136991153606149,0.50377014571799,0.762504024811673
"PHF1",99.0411618858477,0.122588670961861,0.245423398849251,0.504109255715547,0.762504024811673
"RECK",62.946818641741,0.123908912729397,0.263345683884826,0.5036632672384,0.762504024811673
"RIC1",71.9545366006709,0.116988048037487,0.218898315835707,0.504096198832019,0.762504024811673
"THAP3",67.4106821244062,-0.117193388436806,0.223857198918088,0.50403078795825,0.762504024811673
"TMEM167B-DT",7.18256461138675,0.094203418233277,0.343741039264967,0.503863310188649,0.762504024811673
"ZNF790",19.0781309927533,-0.121960830893915,0.287167609709734,0.503675972279161,0.762504024811673
"YARS2",36.3678473602541,0.123021455110603,0.250581308266382,0.504241953056461,0.762622409787788
"SUSD2",170.481299014808,0.0951193368255152,0.343305359015255,0.504575584291653,0.763044631571543
"IL27RA",46.0368506803482,0.125060285537908,0.267572236262647,0.504860277584052,0.76326308872764
"OSR1",14.3694276329554,0.119929855096139,0.305580810406356,0.50488347058224,0.76326308872764
"PCGF6",57.2308428550307,-0.117192675393016,0.221355997925079,0.504776717141042,0.76326308872764
"ARL1",316.552506523347,-0.0962599922249053,0.160741677957007,0.505019645890662,0.763386585238329
"OTUD5",126.626608123402,0.10462648939982,0.180880551852729,0.505113984413629,0.763446821533911
"C1orf216",70.1831548729727,0.118586644315604,0.224768051590357,0.505303541783603,0.763552068533406
"FAM111A",106.909304929812,0.121062262129221,0.297010442507652,0.505239622028815,0.763552068533406
"HIRIP3",82.8480348968693,0.123423186365649,0.250615131817055,0.505347108094374,0.763552068533406
"BLOC1S1",683.216847171152,-0.0999856926486599,0.173202715944043,0.505496849817243,0.76361362402042
"RNF170",96.40972552835,-0.108732067846857,0.193431265480309,0.505493721112552,0.76361362402042
"GPM6B",959.510220638396,-0.0735230191851221,0.352036497129944,0.505632501143234,0.763736198093775
"BCL9",33.957081310817,-0.122084537973675,0.253743152449628,0.505869171938352,0.76395932250537
"RHOT1",90.2413627770544,-0.113811974665795,0.208954525102573,0.50588927230068,0.76395932250537
"AARS2",56.9704197768625,0.123346818811615,0.263974226879418,0.506215587293083,0.764149980124292
"CHMP1B",397.564838644485,-0.0913794994390916,0.152656248590675,0.506142021642023,0.764149980124292
"CHST4",19.645472783293,0.118500388288593,0.305788682891234,0.506288221075855,0.764149980124292
"EIF1B-AS1",77.4479783231255,-0.119537119706791,0.225610260762232,0.506281320771966,0.764149980124292
"GADD45GIP1",507.204871574052,0.111341389340671,0.199117943211791,0.50615870431125,0.764149980124292
"ELOVL6",201.516385446166,-0.118048606503984,0.228328357628259,0.506530441125564,0.764182944387708
"ENSG00000251257",7.08817597549206,0.0867610002662566,0.34601763903781,0.506582769786099,0.764182944387708
"NOP53",799.080109411218,0.101065808796313,0.172703551555199,0.506488076709404,0.764182944387708
"RAP1GDS1",129.97841771009,-0.110438895161092,0.199916596425945,0.506544120518517,0.764182944387708
"TMEM187",89.6772136328291,-0.105917503494764,0.186234298818431,0.506484985655754,0.764182944387708
"FDPS",2038.87665501649,-0.119067814769551,0.236252248475258,0.506884800355312,0.764473943786682
"RAD50",186.607255135413,-0.111533346416663,0.203037443762359,0.506867870888243,0.764473943786682
"OLFML2A",20.2000119550061,0.112546243885659,0.321276709270647,0.507002827203362,0.764495799083589
"PGAP6",265.396425478398,-0.104800768559002,0.183481711171891,0.507008419462187,0.764495799083589
"LUC7L2",321.837835478374,0.100087984908999,0.170662477969202,0.507203792579261,0.764708096182936
"FSBP",7.87155561878559,-0.0992512595768342,0.336272448715577,0.507341259113283,0.764722390195665
"KLHL25",16.2998977721748,-0.115234910050818,0.309380120951817,0.507333493154072,0.764722390195665
"NAMPT-AS1",12.9794027934831,-0.107575832346329,0.327003813815569,0.507377013721997,0.764722390195665
"CEP15",221.066431929854,0.109825351552318,0.196053552328464,0.507509767432095,0.764758758619668
"NUDT14",72.8921558297584,0.122862227201619,0.251714786858877,0.50751030887486,0.764758758619668
"GSK3B",93.5779023974757,-0.106639995680256,0.188926132097726,0.507567007354555,0.764761946450658
"AQP7B",30.2873985257423,-0.119339655878315,0.298797474623533,0.507847672920017,0.765031292507973
"CLSTN1",214.014845661626,-0.116731441693519,0.223291512172935,0.507894069402463,0.765031292507973
"OMA1",128.063158726682,0.101859674877942,0.175480215816,0.508018781349952,0.765031292507973
"PRKX",64.7662286670014,0.121591358832674,0.242514994871221,0.507973431384985,0.765031292507973
"ZXDC",81.3164936005026,-0.114974962788397,0.215848174453231,0.50791295456373,0.765031292507973
"FBXO6",61.2724386427396,-0.116724092740246,0.223487934027591,0.508239543970158,0.765274656575592
"KLLN",11.1690080512688,0.112420810793317,0.320512679340908,0.508289626300226,0.765274656575592
"BRWD3",17.9984396656789,0.117936295890815,0.301679699474105,0.508465987150713,0.765335923927462
"PRIM1",48.148355466825,0.123421488526118,0.269294897701328,0.508403230993294,0.765335923927462
"TSTD2",33.4380179794703,0.123154970654506,0.290426820203495,0.50849419140966,0.765335923927462
"ENSG00000273145",10.0710097601883,0.113510098173772,0.317795995926142,0.509065544935927,0.76545155108295
"FAM78A",13.2440101506551,0.117607069455777,0.310167084495374,0.508710024688503,0.76545155108295
"GPR137",266.514514327509,0.091878297965577,0.153114503185275,0.508814269746186,0.76545155108295
"MARK4",102.737304077131,-0.111379081829131,0.204097156141145,0.509008192713204,0.76545155108295
"OSBPL10",26.4671257132754,-0.120118781335782,0.295655973945699,0.508656858605667,0.76545155108295
"OSMR",290.250743882331,-0.10250355552927,0.179716202240275,0.509117336702734,0.76545155108295
"POC1B",36.9491878972927,-0.12123765922168,0.245974876925824,0.508764252993214,0.76545155108295
"RCAN1",243.87808766409,0.0992225917148531,0.170080587000043,0.509062766642863,0.76545155108295
"RPAP3-DT",15.3736019256404,-0.112050353003915,0.317737690534906,0.50898413007639,0.76545155108295
"THOC5",86.3787951931464,0.11399941026659,0.212066894264835,0.508865717781174,0.76545155108295
"RXRB",213.433357262739,0.0932296653884068,0.155701911297837,0.509493023957462,0.76593420157382
"LDAH",66.4233865631211,-0.11197022895152,0.206978419787829,0.509682873777506,0.766137404194469
"ENSG00000265217",7.84618168427151,0.0977354759279973,0.339303712159267,0.509751166835773,0.766157862962456
"CAPZA1",377.588548316976,0.0885266269644643,0.147454610709733,0.510157757149883,0.766522287981448
"ITPR3",119.880868315969,0.121722664769944,0.289191336188688,0.510083466911343,0.766522287981448
"ZNF143",37.958871933614,0.121802550326871,0.25341452972655,0.510120142582719,0.766522287981448
"DMXL1",57.7807571536522,0.117174381999286,0.224518694584985,0.510403736807282,0.766809645765262
"LIFR-AS1",21.7514611292797,0.12123964844934,0.288035653994923,0.51058069098337,0.76699325199614
"EARS2",54.4572483265268,0.119390318712616,0.234962925709895,0.510916782858298,0.767415849552702
"EIF3G",718.854554512586,0.0842344009005208,0.138046191110223,0.511023123530089,0.767493298722273
"IFNGR1",961.881106381995,0.120561382428128,0.297475049549776,0.511131912105686,0.767574407343276
"CCDC102B",8.52180007834798,-0.105364702442204,0.327475003285396,0.511271099227276,0.767604967110556
"CNN3",684.32358164687,0.0999383071198822,0.172711364501779,0.511337319535278,0.767604967110556
