"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"MYO18A",198.063283965621,-0.397688339431035,0.185087830415058,0.0134123961736789,0.0964687283313217
"RPL31",7109.02192105221,0.428227151926751,0.197268502079603,0.0134059238434153,0.0964687283313217
"PLK1",45.8110746718321,0.757371470955557,0.505367320997852,0.0134719442795014,0.0968473121088219
"NALT1",14.3194013687212,0.889832485433933,0.673807550886544,0.0134790177943544,0.0968484709316411
"NECTIN3",67.0169470686651,-0.541831040554042,0.284775607986953,0.0134907729090191,0.0968832492200242
"MKNK2",460.978356159142,0.44449259147653,0.213384873296156,0.0135153806054616,0.0970102447044683
"DIAPH2",48.4085782814402,-0.679351230913605,0.417656143666582,0.0135466518745649,0.0971674127710854
"TRMT11",55.612386848967,-0.503439676800798,0.255551057737102,0.0135511472810435,0.0971674127710854
"NEK2",27.6505292197716,0.843658208076633,0.651225062659472,0.0135716771391667,0.0972648431697517
"ATP5MJ",2922.45130475202,0.562146196823039,0.300657058380591,0.0136145845608487,0.0975224664018663
"ENSG00000286769",47.7706273188521,-0.613177614921797,0.346847042490338,0.0136353677683018,0.0975428982518988
"FETUB",9.75987018738687,-0.971543281030251,1.47365546300169,0.0136293253988175,0.0975428982518988
"RNASEH1-DT",87.9570580950834,0.6846182928046,0.423618348511821,0.013638322580506,0.0975428982518988
"RHOT2",458.828543241388,0.547915277786886,0.290490245074414,0.0136466795317621,0.0975528708773054
"CLIP2",63.6189352728825,-0.543942638405732,0.288746308115721,0.0136584179859032,0.0975869935749567
"GPM6A",27.5656440570802,0.823878713317346,0.656930595770151,0.0136738161370356,0.0976472160530102
"CACNA1H",81.7274834557847,0.676470644221703,0.418196465258113,0.0137641223375033,0.0981920153109772
"EIF4EBP2",744.59498323403,-0.399174678497501,0.182637872725078,0.0137632348170053,0.0981920153109772
"NDUFV1",1502.94907137599,0.607963689668619,0.345123227822973,0.0138080120189965,0.0983829498315932
"SHTN1",122.229219304414,-0.404368829090889,0.190307260282141,0.0138052273924038,0.0983829498315932
"TMSB15B",17.4562945875837,0.806918830284609,0.563109530170877,0.0138119522031792,0.0983829498315932
"SIDT2",93.283263766095,-0.526201870410715,0.274601262185353,0.0138423475571993,0.0985493554999592
"RPL7",7436.66722720788,0.356601982428116,0.160768491464136,0.0138848364514257,0.098801647293512
"CTSB",2815.43513573279,-0.25996253794624,0.1116330680329,0.0139073933955705,0.0988617396577056
"HECA",38.8711531367051,-0.645530632414389,0.37754972683302,0.0139016527647124,0.0988617396577056
"IFITM1",15.0479985971194,-0.819805558496112,0.664426825664481,0.0139172717496365,0.0988817923347654
"DUX4L50",32.9740573515048,0.679514572630097,0.412935058889117,0.0139315059374241,0.0989327570650022
"DRAP1",552.69390877017,0.487942140346777,0.245954654811353,0.0140219056479491,0.0994259960353548
"SOCS1",45.7087071282569,-0.778229934913783,0.589469091551798,0.0140222516712484,0.0994259960353548
"TCEAL9",555.644672964311,0.400566170684267,0.184599280155908,0.0140199055653044,0.0994259960353548
"CHCHD3",752.75521864985,0.604911097248683,0.345204943358772,0.0140363438833255,0.0994755762009479
"KRT8P12",28.1209311246259,0.685312592870418,0.429284119127789,0.0140523897369879,0.0995389446941042
"CCNE2",63.5523143589308,0.835750886905208,0.648592107288567,0.0141065669449111,0.0998722129687468
"SMIM3",171.164946385948,0.49665730467037,0.250554204608875,0.0141235746711156,0.0999421235944445
"ACLY",481.384662783542,-0.373544434229786,0.172094816425262,0.0141894553070238,0.100241561778697
"CPS1",30.5939612018987,-0.716883224899864,0.478778844935207,0.0141945084982468,0.100241561778697
"CYFIP1",290.37398489687,-0.41782083642483,0.198889654798655,0.0141801279948691,0.100241561778697
"TRA2B",540.768637181863,0.298374766189667,0.130878722389476,0.0141870915584882,0.100241561778697
"CCDC68",49.8898235142556,-0.541007390636869,0.288858523674549,0.0142043074599047,0.100260227617494
"NUDT4",252.263123987904,0.368178796639485,0.168737908220587,0.0142203098550021,0.100322639163361
"POMT2",54.6626867838141,0.549408140430201,0.29449532835194,0.0142709200862642,0.100578401070749
"SNRPF",523.949760406617,0.365445482045869,0.167109145807764,0.0142691534636986,0.100578401070749
"SLC25A37",73.9192335181533,0.535799592166875,0.283903686473308,0.0142902307764943,0.100663862950961
"ENSG00000288783",80.8212697310259,0.497100959872872,0.254384936737264,0.0143342031088331,0.100905176798772
"PSMD6",459.496616767635,0.338273297632731,0.152270655346943,0.0143532950795769,0.100905176798772
"SUCLG1",1112.9677488184,0.596207336295157,0.337146818608537,0.0143408114367778,0.100905176798772
"TSC2",142.342054726843,-0.479563613114228,0.241730253630589,0.0143515910904542,0.100905176798772
"COPS7A",187.278706224415,0.383402358351933,0.177995977412207,0.0143873803828631,0.101094075498643
"VOPP1",498.785137932526,0.38231462299329,0.17744230673425,0.01439512720347,0.101097808144269
"NDUFC1",1484.14101696847,0.493328694037062,0.251335991896144,0.0144585810138669,0.101492574441528
"PHB1",1469.29313402327,0.464240708636707,0.231682129438185,0.0144694528093221,0.101518028698754
"MBD3",271.142057993123,-0.472403729410916,0.237003685077607,0.0144863429051225,0.101585660882719
"ACSL3",563.29130553948,0.391682162309085,0.181092425325191,0.0145105091461768,0.101704223935509
"MIR17HG",9.48614535188296,0.836572366693386,1.30818515779985,0.0145364384866148,0.10183501981798
"TPX2",113.766078411833,0.767738663145863,0.561290828586695,0.0145562489444368,0.101922840559972
"SLC2A1",537.558387879326,0.536537925499365,0.285863647722319,0.0145886173107704,0.102098460110492
"ANGPT1",214.830692816852,0.478935673561209,0.241875398251347,0.0146575539098192,0.102478536841555
"RNF14",418.176363337794,0.48077713686196,0.244527521754284,0.0146509529628958,0.102478536841555
"LNCOG",27.9852429853114,0.835342236337286,0.74296313143569,0.0146673586836476,0.102495941404781
"FST",73.5777650181645,0.805062113653076,0.647832135913886,0.0147087357881041,0.102682659256167
"TRIM2",106.070370807036,-0.460226706107,0.229465199763773,0.0147082684819045,0.102682659256167
"SAAL1",82.025814294014,0.596838876462279,0.341572941617497,0.0147236019149612,0.102735252206435
"GMDS-DT",34.0209652435606,-0.623914167455188,0.368621105322576,0.0147503536802997,0.10287068462652
"CCDC66",41.4784380543286,0.603566472906954,0.345722397988986,0.0147685335934908,0.102929427094585
"CCDC90B",211.927304586706,0.433281047604324,0.209864560289544,0.0148123336394316,0.102929427094585
"ENSG00000260136",31.5416641523467,-0.593629302759013,0.341184460229221,0.0147780430486816,0.102929427094585
"ENSG00000284906",7.04503933052287,1.30540290607767,1.47195318158877,0.0148167713096852,0.102929427094585
"IQCK",22.9705661390765,0.703293644288647,0.454981815057192,0.0147992153627677,0.102929427094585
"MARCKSL1",336.184757864168,0.526100875665652,0.278284189156839,0.0148020896711686,0.102929427094585
"MRPL1",135.215709097052,0.463589488937533,0.230438058317699,0.0148158000117563,0.102929427094585
"SSBP3",113.15268024179,-0.456804511993453,0.227258490149764,0.014817547245006,0.102929427094585
"MTHFS",266.175876879648,-0.489549654326569,0.250885709402908,0.0148348948216354,0.102998865880046
"PLEKHO1",7.47141340164981,0.944737785827385,1.01124468472562,0.0148758386678946,0.103231983940501
"GIHCG",87.3080988121798,0.44335462048595,0.217296240816619,0.0149196452513072,0.103331265257571
"PURPL",189.392402931776,0.524139780479422,0.276630723247471,0.0149143765506631,0.103331265257571
"RGL1",56.349677235156,0.6519192502383,0.398410409859222,0.0149153615009167,0.103331265257571
"SEMA3F",35.6751945781617,-0.611229587986004,0.360537192322239,0.0149177801568415,0.103331265257571
"CENPM",106.22483885564,0.764745849459755,0.564770286187382,0.0149676479197969,0.103612507413179
"SMIM30",459.338342701234,0.359691829973633,0.165543697410954,0.0150160721437769,0.103896388546399
"LINC00997",15.7156868056286,-0.7934390673556,0.613836304198284,0.0150325049687999,0.10395874981138
"METRN",821.631663766493,0.336666623517969,0.152638621155385,0.015094135903808,0.104333467266036
"DUSP10",77.4630867790583,0.574904106770562,0.32320642034506,0.0151092465808476,0.104386417082966
"MCFD2",574.537242851471,-0.363139506440389,0.167906957293361,0.0151401037931034,0.104515341554481
"RNF139",180.571161300588,0.382397879954518,0.179263820241366,0.0151502861107095,0.104515341554481
"UTP4",178.329891074857,0.382019978136057,0.179083765626922,0.0151495563568851,0.104515341554481
"ATF5",145.969944424924,-0.446098026640448,0.220701731751718,0.0151891863746113,0.104633895505653
"DKK1",530.159273200133,0.406409785018131,0.733954434079794,0.0151825596396102,0.104633895505653
"RPL9",513.959634802748,-0.72143835055625,0.516328254479675,0.0151898753449788,0.104633895505653
"C1QBP",1657.31744202264,0.46036970328867,0.230228696150371,0.015205555808808,0.104639018878786
"SLC39A1",650.888430751346,0.457503692901126,0.228175378976319,0.0152009791952419,0.104639018878786
"RIPOR1",193.148975209041,0.501853690878205,0.261469672599386,0.0152220345862281,0.104649620504241
"TNFRSF12A",1177.59253087885,0.460165030964161,0.230231199610874,0.0152145729112426,0.104649620504241
"ANXA3",22.7053883006176,0.791872459476768,0.617628540587514,0.0152431210412229,0.104705115500985
"GALK1",357.320088346161,-0.427197646838444,0.208347866568089,0.0152450528600391,0.104705115500985
"COX8A",6248.99889048585,0.489676077442713,0.251953344190466,0.0152728332941481,0.104844520962425
"DEXI",420.36658219211,-0.405176338366917,0.19416961796582,0.0152950411907801,0.104945554419207
"TMEM253",13.744519571384,0.886176472545584,0.954233258273207,0.0153241802099843,0.105042607104741
"UNC13B",90.3075176605755,-0.473107377064277,0.241574815595119,0.0153203395377383,0.105042607104741
"UBL3",296.329229747447,-0.464817103539157,0.23454496531175,0.0153334414189317,0.105054693261932
"AKAP9",86.7951439707372,-0.468233606520309,0.238319972622533,0.0153704359615565,0.105256685365282
"ABHD4",538.811296913494,0.397604302864831,0.188882608491358,0.0153892816540476,0.105303589222372
"TRMT61A",113.452901616383,0.489132356081175,0.251311972162676,0.0153923168030417,0.105303589222372
"SERPINB2",266.645086561267,0.473435935194128,0.893852695233815,0.0154052356763409,0.105340535412988
"SLC35A3",73.8735986535814,-0.473721993467021,0.241911766576214,0.0154180568769944,0.105376778001741
"PDE5A",22.1493588379886,0.83897085264842,0.85296677454779,0.0154304821051263,0.105410280241309
"CASTOR2",29.3224483709912,-0.782476839956127,0.657165005267164,0.0154706922100939,0.105582010986666
"RPGRIP1L",29.4279590661952,0.644201690721213,0.398537436708458,0.0154655328726015,0.105582010986666
"DST",100.76731898056,-0.482135002507767,0.247494909664576,0.0154837609924748,0.105619754267558
"SLC49A4",112.055784986899,0.434791959503212,0.213705615399444,0.015509653129791,0.10574489051168
"MOB3A",63.1026621841586,-0.496622703724192,0.259926303928718,0.0155344344114561,0.105855722821688
"MRPL27",670.560941107151,0.488542543817711,0.252354203754185,0.0155410193308266,0.105855722821688
"ACACB",131.472390265404,-0.607065402847286,0.363327219363323,0.0156259895438516,0.106124934318422
"ATF7",79.8652301963844,-0.492218819302042,0.255911242309218,0.0156125146977618,0.106124934318422
"EIF3K",2165.07380366311,0.501411316821368,0.262656758756775,0.0156184609615717,0.106124934318422
"ENSG00000250775",25.3418841255257,0.652178114219699,0.40308332945167,0.0156029889823002,0.106124934318422
"PDE8B",35.2317517947914,-0.653011382404519,0.408929646563017,0.0156092258035601,0.106124934318422
"SOD3",246.543413988677,0.504145816551922,0.264247257730237,0.0155896927559277,0.106124934318422
"SERINC2",565.234092493982,-0.417984909311848,0.203429925252434,0.0156374479357658,0.106151299916674
"LINC00629",25.065861019037,-0.826774850768579,0.799365831749391,0.0157058851835256,0.106512660845294
"MGC32805",15.9718711338749,-0.74723431665768,0.543343603099842,0.0156989207714103,0.106512660845294
"GSTT2B",133.448354221899,0.497661937394229,0.260027038052855,0.0157301289295246,0.106546394476535
"PHOSPHO1",16.5049910522988,0.850054141725007,0.847232442603587,0.0157431626511296,0.106546394476535
"RHOQ",228.514889773826,0.415706356183285,0.201211332194176,0.0157488818043611,0.106546394476535
"TMEM191B",14.1342351871776,0.763387760742285,0.565833011313599,0.0157389921843416,0.106546394476535
"TMEM223",246.645385444358,0.47853350432167,0.246039290558156,0.0157290795362061,0.106546394476535
"CKAP2L",52.6293078671684,0.844953633972473,0.743784126807158,0.0157867370110633,0.106750951863903
"GCH1",166.972040155416,-0.593075416857101,0.348052017928291,0.0157952368341518,0.106756904622914
"NDUFA1",3117.6301729863,0.457130218904184,0.230158379008878,0.015837431551172,0.106990479008424
"ATP5F1B",9575.52710806014,0.554097849116963,0.308470044156769,0.015866306533508,0.107133889561918
"LINC02476",58.4280964702421,0.498254453401893,0.259086239948708,0.015920251722108,0.107446361694825
"CMC2",355.191440604799,0.553479315425453,0.308825930066081,0.0160401940760202,0.108104380409876
"MAMSTR",15.0410169992477,0.782714470006521,0.627986518820262,0.0160486126081323,0.108104380409876
"SLC16A1-AS1",11.7666837261347,0.823349487933986,0.688264523094046,0.0160378778121306,0.108104380409876
"SLC25A1",1219.61583288423,-0.344064197654714,0.158378719073991,0.0160461790626651,0.108104380409876
"CD164",2021.09752043235,0.469876909597177,0.240091137112,0.0160579316532764,0.108115175585803
"SLC7A5",26.8185336444484,0.841750953271604,0.691398116201588,0.0160911482732286,0.108235051855082
"ZCCHC24",113.662910637984,-0.503946348854696,0.267481332792799,0.0160911864259607,0.108235051855082
"GDNF",51.896977260613,0.742583080915356,0.561892463681556,0.0161007172065089,0.10824719231305
"POU2AF3",21.6267513795583,0.778038247150191,0.620055030618271,0.0161163145032004,0.108300087532058
"GPX4",3205.14669618781,-0.404927867023489,0.196180913578402,0.0161438106562191,0.108432852878373
"ADCY2",7.79623640363467,0.872774877818191,1.06357605014686,0.0161796187121743,0.108569270965649
"ENSG00000259976",51.1573060518099,-0.701116444215724,0.487886650231161,0.0161723496015342,0.108569270965649
"RECQL5",53.9503284853827,0.541402953848753,0.296809577123235,0.0161962787625147,0.108611464103977
"XAGE1B",112.728346910363,-0.766793235416768,0.692556807630191,0.0162014103188432,0.108611464103977
"ENSG00000287902",24.044146410881,-0.788345321122347,0.81880140171475,0.0162174475829424,0.108666981389099
"WDR41",197.183608530383,0.358832097997947,0.167535395244154,0.0162313921184773,0.108708429718923
"OGFOD3",84.9160841768359,0.449330917343775,0.227395739165145,0.0162415812447923,0.108724698911029
"INAFM2",54.1423145657674,-0.626709161872633,0.383859173294818,0.0162675798175546,0.108846733917745
"ACTG1",5852.27274417338,0.445357243740385,0.225724875430867,0.0163146129263164,0.108904963597293
"ALG11",93.1459478402911,-0.5151330392013,0.277200764400537,0.0162925648606683,0.108904963597293
"IGFBP1",389.915903069533,-0.685215866680358,0.466063788420776,0.0163076095393185,0.108904963597293
"P3H4",45.4083156628217,-0.54565417890242,0.302830463789055,0.0163151465698892,0.108904963597293
"PDS5A",245.575721791588,-0.356034072607051,0.166000281596702,0.0162977673367325,0.108904963597293
"NDUFB8",1603.64731719703,0.498266267401584,0.263263036622186,0.0163430850923509,0.108981918696262
"PTGER4",38.0520027460391,0.618799575650734,0.380557145880098,0.0163500102133712,0.108981918696262
"TBL2",190.397267660759,-0.413159063393891,0.20166360563679,0.0163475108222553,0.108981918696262
"OIP5",31.1140687398459,0.737022301710875,0.549903679995747,0.0163923435986856,0.109212137974885
"PDCD10",352.04148237945,0.465970116013247,0.238695153513404,0.0164065186037948,0.10925462555027
"ARHGAP31",25.4963924321696,0.79334346591216,0.666899937095563,0.0164254732492288,0.109328886315888
"TMEM184B",135.634018643165,-0.475022203560546,0.247267723033403,0.0164399886836852,0.109373542947347
"ATF7IP",59.8856041877368,-0.489558243238512,0.258468153374489,0.0164797674687332,0.109486370052526
"CPPED1",180.601806895175,-0.354963483471294,0.165881288674269,0.0164804518710863,0.109486370052526
"KIF23",52.3052281947488,0.783473080853367,0.64190271875597,0.0164713291457489,0.109486370052526
"MBIP",185.701117113397,-0.432288454278444,0.214635625012054,0.0164882050396709,0.109486370052526
"POLR1G",34.9253785492021,0.654158189579556,0.420810505548707,0.0165064637673054,0.109555691067606
"ENSG00000280088",14.1143738703021,-0.758309122550352,0.665673779973717,0.0165363222369522,0.109701899082357
"SKA1",28.981752696038,0.928627453779821,1.05257258671334,0.0165450997728347,0.109708184059246
"ENSG00000286050",34.4393957002547,0.603076024978945,0.359986039986618,0.0165769618424849,0.109822597842548
"MAGED1",493.29913037637,0.38364546531735,0.183447641591442,0.0165780311495959,0.109822597842548
"TGDS",67.7358770331504,-0.478234262404184,0.250294057854014,0.0166094053728965,0.109978439829703
"LEPROT",510.563195378116,0.334924751138788,0.1541964504682,0.0166261138362906,0.110037071780948
"DLK2",14.656506465251,0.758474303504404,0.602673978193147,0.0166574063165041,0.110192124598933
"ASB4",17.672482821238,-0.698143250753019,0.504895349195552,0.0166718865893012,0.110235867391552
"NDUFA8",1263.89315734136,0.596135402748004,0.356951243047966,0.0166936795469113,0.110327898175365
"ENSG00000288868",14.3930424300272,-0.726376283380365,0.537620238199062,0.0167430748039353,0.110497984492669
"FAM81A",65.835813937416,0.768962242564654,0.668580093628484,0.0167391257112818,0.110497984492669
"H4C14",41.9982751623441,-0.643134611282414,0.411746012270268,0.0167394850199626,0.110497984492669
"KCNB1",32.257706187125,-0.697689687796977,0.493158408080144,0.0168162153025103,0.110876231813399
"RPL6",6553.9901267871,0.319618901793979,0.145509158573985,0.0168158932303039,0.110876231813399
"TPMT",168.85797694859,-0.401561562173783,0.195446951069695,0.0168322748843825,0.110929916935599
"ING1",100.18424210723,-0.468683921864736,0.244253017896079,0.0168573293096945,0.111042802519102
"ENSG00000291025",27.8947154822214,0.633483126215265,0.4070271599612,0.0168962856498212,0.11124711383442
"STK26",89.434229207914,0.551106601608542,0.312253510676896,0.0169218546416014,0.111363130757857
"GPX3",2454.57531312339,-0.661643584870915,0.445044012387084,0.0169320297126655,0.111377778546553
"ME3",98.2514002111012,0.521103572124145,0.284225334784741,0.0169554251663069,0.111479334587107
"PPP4R3B",248.522184185483,-0.366012711929325,0.174428712375695,0.0169726010003993,0.11153992148996
"KLF10",277.381910771459,-0.437192497164687,0.219226244625411,0.0169805727520337,0.111539992887362
"EVI5L",55.2318339390478,-0.4852932214453,0.255709413185406,0.0169942264684768,0.111577369751559
"HPN",19.6029419905064,-0.664870588676797,0.455964097623851,0.0170504490986091,0.111841686479687
"HTT",125.258013405342,-0.432387643276804,0.217582104952569,0.0170468714564742,0.111841686479687
"UBN1",97.8762241369108,-0.481020099924066,0.252591497989869,0.0170867303822455,0.112027224794404
"DUSP2",10.6159707800644,0.819780016203926,0.952908091164889,0.0171164647128948,0.112155353718113
"EIF3C",1693.36931003441,0.395185621902576,0.191749386174825,0.0171222826067407,0.112155353718113
"ALG8",182.627025843201,-0.377765002049204,0.18126155395782,0.0171888431300763,0.112538729483878
"RASGEF1B",54.6936461558498,-0.563503754866427,0.326441684561354,0.0171970903761046,0.112540136973191
"CNTNAP3B",53.9242986931681,-0.527783385942879,0.292399283196292,0.017239545858027,0.112660435658261
"EXTL3",96.8400068979933,-0.464972434407432,0.241581112433265,0.0172395956071166,0.112660435658261
"TENM3-AS1",86.2557550116553,0.568163549678591,0.330155445975475,0.0172244772507803,0.112660435658261
"ENSG00000264112",21.3090578954818,0.751657757193759,0.59410121526008,0.0173082032971456,0.112913500557306
"FBXL19",43.3593369216902,0.650658034308696,0.4264397419127,0.0173250400444414,0.112913500557306
"NAA40",58.3683669481033,0.533303641827306,0.297013457644774,0.0172950746647753,0.112913500557306
"PSTPIP2",67.5723864581728,0.616749365496051,0.38462548133962,0.0173114009275786,0.112913500557306
"RNF125",10.3707050063454,-0.727916391994227,1.16658627623112,0.0173015677834513,0.112913500557306
"ZNRF1",142.921473245918,-0.402111430265498,0.196760084009226,0.017326673770481,0.112913500557306
"CS",1354.5736833857,0.568282983749046,0.331900809679889,0.0173783699421821,0.113040084150377
"HNRNPL",675.502924262598,0.353039812596186,0.165607537443441,0.0173782550957979,0.113040084150377
"MAML3",17.3421160997624,-0.748191605939633,0.626355446908005,0.0173592455828496,0.113040084150377
"MINPP1",180.741154862986,-0.40653279314415,0.200391642020034,0.0173652046394219,0.113040084150377
"CWC15",324.329589330125,0.366217168364619,0.174178549098243,0.0174102281779048,0.11319475962906
"ZHX1",110.864470290631,-0.417766232936927,0.209067188858471,0.01742147963048,0.113215376207169
"TFE3",217.637739217465,-0.453898967550015,0.234253846148989,0.0174654816185208,0.113448707907787
"ORMDL1",230.656405415313,0.39054208868204,0.189335963452826,0.0174788887978582,0.113483183941979
"NDUFS3",1292.73857734682,0.585635251984782,0.352094094931766,0.017548056534035,0.113774095371756
"SEPSECS",38.1120120080323,-0.581227536070727,0.350415047211497,0.0175478575952738,0.113774095371756
"YDJC",164.157050787923,0.404242185872061,0.198478703213025,0.0175480000016848,0.113774095371756
"ARSK",56.2950989930904,-0.491226684597802,0.264522265552559,0.0175909382149296,0.113961999839138
"FAM131B-AS2",101.527783871221,0.471065287394752,0.246140166344328,0.0176014394155946,0.113961999839138
"VAMP2",188.407082891812,0.480297331061702,0.255138195661967,0.0175980004271325,0.113961999839138
"SAT1",2092.47571175547,-0.295422976145916,0.133146254035631,0.0176310767384287,0.114101162208834
"CTSA",2674.4367801904,0.474701041725646,0.249691554605522,0.0176438622172695,0.114103650454922
"RBP1",26.6425659757532,0.702248303302652,0.537150806676195,0.0176558928118101,0.114103650454922
"TUBB4B",1520.54646828558,0.475294541701036,0.250465162831249,0.0176543773854109,0.114103650454922
"COL11A1",9.07486882931768,0.809867705958175,0.746083107797876,0.0177095086384163,0.114397383832573
"CIP2A",26.0252275224834,0.874575022966488,1.11638280529713,0.0177365022164565,0.114494734920559
"PKM",10603.5053116814,0.323882153999698,0.147976868797197,0.0177409228115433,0.114494734920559
"SHPK",73.4653943342748,-0.488313418751841,0.26199625014306,0.0177706564475736,0.114581071093858
"XRRA1",31.5692300910647,-0.63844024339665,0.417934083611999,0.0177681744590052,0.114581071093858
"ENSG00000267317",76.3062635999408,-0.566004743366514,0.333423088775851,0.0178461718062608,0.114974365448059
"IRS1",118.137086775975,-0.508925487748601,0.279248070800245,0.0178480654378366,0.114974365448059
"SPTLC3",87.3353183795721,-0.488736699359424,0.263571128793671,0.0178725787051858,0.115079365918363
"CRKL",98.7947652241234,-0.438751274070806,0.223589893505986,0.0179005417202822,0.115195164543192
"MRPL30",215.233687679692,0.330625529646973,0.154457879072669,0.0179070065216667,0.115195164543192
"POLE2",21.8314433235578,0.783402102971524,0.683182360721239,0.0179455786179212,0.115390317584072
"TSR1",214.17810164024,0.449741001323204,0.232581306433205,0.0180788788009957,0.116194115082913
"AMZ2P1",33.067857702054,0.610222457925337,0.374984093448716,0.0182048834710665,0.116736211584948
"EPAS1",559.98158354906,-0.519915887740666,0.291020831526198,0.0181892439008089,0.116736211584948
"HSP90B1",2111.32038988106,-0.41877783612138,0.211180544139403,0.0181843158383013,0.116736211584948
"PDE6D",104.489947748658,0.441881945440477,0.226283054530272,0.0182021638042397,0.116736211584948
"ZDHHC12-DT",33.0131094209322,-0.591680412020617,0.362225639111302,0.0181716204376116,0.116736211584948
"ORC3",85.5141611149632,0.440016585309921,0.225405145620032,0.0182240579528548,0.116805707217497
"PRC1",101.819254041707,0.701678160344762,0.53745857659181,0.0182430014109331,0.116873659244894
"MSH2",59.4279735134518,0.623936173510372,0.397545933215882,0.0182912126332729,0.117128967186831
"CLK2",119.109904736161,0.410971182129055,0.205820309408859,0.0183221713914985,0.117273615059975
"INPP5D",33.7000840279704,0.729848443220045,0.592724591274838,0.0183757293087061,0.117562713855836
"TRABD2A",35.6475497944388,0.663399095513624,0.454256303475318,0.0183852326877873,0.11756982893135
"AASS",235.846509917628,-0.476145345545452,0.256390784491029,0.0184082975310095,0.117609367493335
"ENSG00000261572",27.6180936747563,-0.632004382121606,0.418310982193946,0.0184103376471163,0.117609367493335
"GJB2",148.812677725709,-0.505245546289351,0.279059351338836,0.0184165978360129,0.117609367493335
"GCN1",207.646384031022,-0.398780527515503,0.197867760750387,0.0184261013754871,0.117616449372187
"TPCN2",62.9473722412847,0.560546827063746,0.328601864342418,0.0184529594345657,0.117734250745765
"TOMM40",568.891829488758,0.542112451321377,0.31242371015787,0.0185135390173675,0.118066998257777
"NAGPA",97.5514406633837,0.541121682955386,0.312150421848272,0.0185256341377615,0.118090382122009
"MBNL3",26.6416268823418,-0.648109981073566,0.446307334359562,0.0185524245917371,0.118207376514247
"FOLR1",68.9587782743452,-0.625852106150143,0.408670112692305,0.0186089758528845,0.118513800306711
"CYP46A1",34.0377038509966,-0.555428932834319,0.32936916876699,0.0186410889482451,0.118610489216104
"MRPS7",554.520764280704,0.482015462255301,0.259345075555951,0.0186372601242401,0.118610489216104
"CLK1",142.31547016164,0.415156208611053,0.209820106702801,0.0186794990331936,0.118800935521596
"MATCAP2",48.4351770100491,-0.529321667410408,0.303915233753293,0.0187293179254429,0.119017057246429
"VEGFA",452.873042748431,0.533654546804202,0.304277325486884,0.0187304697186765,0.119017057246429
"ERVW-1",14.569019640827,0.727734664023403,0.564202542484222,0.0187454066088735,0.119057974613294
"KIF2C",58.5335597343878,0.740759421003631,0.601096420619626,0.018797574381292,0.119335212803028
"AMFR",287.913543885623,-0.479772611017934,0.259394594182065,0.0188754119362972,0.119504472046751
"LDB1",96.7498432364102,0.620662032977076,0.407308433400757,0.0188703863830644,0.119504472046751
"MELK",68.1340913207686,0.668295851417412,0.453742671653698,0.0188633971960621,0.119504472046751
"MLXIPL",800.023366494111,-0.604438899368208,0.387996457304013,0.0188640968950283,0.119504472046751
"TACC3",127.668567038661,0.653555336162996,0.445169735439764,0.0188642410868321,0.119504472046751
"TREX2",9.53976730093332,0.667071311277677,1.10550741329757,0.0188723184064761,0.119504472046751
"MAP3K2-DT",62.4570333590532,0.519192968023234,0.291068058888815,0.0189188058295853,0.119725107713785
"LAMA1",22.7050509671228,0.696213236485254,0.531088080683864,0.0189375675031571,0.119789732860828
"MTG1",319.185595182379,0.408475190998076,0.205385940357682,0.0189688647180821,0.119933557565455
"LRBA",95.8857345842782,-0.415088174918315,0.209362872611387,0.0190025285626252,0.120092209152432
"SGPP1",127.949876872365,-0.480899904375378,0.259934580950311,0.0190810771280544,0.12053425231793
"PCDHB14",48.8436518819753,-0.625196999646234,0.416862448480233,0.0191742023196603,0.121067935421704
"AP5B1",143.528823262444,-0.43730071321117,0.22667026469588,0.0192028527768362,0.121194220836149
"ZFP36",2834.42593346289,-0.555928842266378,0.334071585169466,0.0192528228188598,0.12145488541875
"LMBRD1",417.723618682228,-0.428698421157956,0.220941564139635,0.0192754728571116,0.121543046895136
"CLK3",169.272029097597,0.446050046306129,0.232629304605197,0.0193441725296903,0.121740924634758
"DYNLT1",568.320987307324,0.356790431604124,0.172110965883011,0.0193502989909075,0.121740924634758
"GID8",149.255171762443,-0.393336144273708,0.195484903134815,0.0193193534041974,0.121740924634758
"JUP",75.6679742760355,-0.677645482338365,0.51264968246638,0.0193457904363356,0.121740924634758
"PSMD8",970.824528826787,0.364145552547949,0.175721911049195,0.0193456154162427,0.121740924634758
"ENSG00000290397",38.9179453309987,0.57490864688656,0.348555921239644,0.019414844464335,0.122092183927199
"BZW2",411.203934405517,0.365483311372511,0.178172025625808,0.0194302266342975,0.12213409841774
"ENSG00000260772",17.2043393335284,-0.739827258624621,0.656248468357308,0.019500131099546,0.122518536697641
"ARHGAP35",166.683736920771,-0.402887965977607,0.203271593321511,0.0195303502848934,0.122653401094416
"ATL3",293.217784644343,-0.415526476990784,0.212088335440864,0.0195879924164269,0.122905222457034
"SNHG11",73.4098871249891,0.472899654966527,0.254880464773276,0.0195794399132174,0.122905222457034
"ARMC5",49.7191715878349,-0.553816424808285,0.337098416957755,0.0196330903715728,0.123077954897587
"DLGAP5",37.1764280189774,0.741782256981629,0.720550641461754,0.0196317540190195,0.123077954897587
