"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"PDSS2",122.620998926487,-0.633147299172215,0.296712247579011,0.0108969861875099,0.0526314112522784
"RIC8A",265.542367989758,0.449220106666527,0.191580226284119,0.0108974180317507,0.0526314112522784
"SAP30",90.259204683567,0.530441663699238,0.235943978151614,0.0108938120877672,0.0526314112522784
"SERPINF1",38.998569660694,-0.746678231904828,0.374418874267061,0.0109120607526452,0.0526839707806037
"DCLRE1C",19.3970502809178,0.910863854749021,0.512112587254003,0.0110314924243037,0.0532095485302006
"SLC39A10",43.2137038631704,0.853068832835599,0.461327109036371,0.0110269709275993,0.0532095485302006
"SP110",57.9499401032515,0.5943006008239,0.272957542418916,0.0110323130740299,0.0532095485302006
"ENSG00000251574",8.38123220964091,-1.20401032268628,0.792819947235789,0.011043222977639,0.0532438393460771
"CCDC159",24.6148031117143,-0.843559566428441,0.459450573365278,0.0110729307090917,0.0533687073151304
"MDP1",51.9187672599435,0.672659096111804,0.319643207798581,0.0110981677849251,0.0534719493929113
"B3GNT5",97.9168679843518,0.604753324500049,0.279329224694735,0.0111155693742402,0.053537381403396
"C10orf90",9.28415626119289,1.05164061256151,0.653786314690674,0.0111298295762091,0.0535692346933237
"DOT1L",82.6379714890065,0.668768182402917,0.321005669889187,0.0111280228154496,0.0535692346933237
"HMGCL",361.809101199484,-0.420695047320655,0.178484445424759,0.0111440268070901,0.053579088107232
"HTRA2",193.235023215562,0.560200515937201,0.251445521388172,0.0111386773524385,0.053579088107232
"SEC16B",112.195136923128,-0.686507357419078,0.333910127480929,0.0111471730663465,0.053579088107232
"SEMA3F",35.6751945781617,-0.70763209019886,0.351130965671422,0.0111467630317782,0.053579088107232
"ENSG00000274272",12.1455819008356,1.26901949829137,1.00582534721666,0.0111536999639086,0.0535920748265857
"CYTH2",232.832133099895,0.50652093808718,0.22327210667593,0.0111606855929283,0.0536072560310313
"DPP7",419.281937573792,-0.406609261114506,0.171907921717365,0.0111668868185047,0.0536186604571864
"HDHD5",257.140177438908,-0.454336617997031,0.195980297388404,0.0111884686046509,0.0537038827063252
"KLHL12",108.228425336071,0.472838886337718,0.205018734812037,0.0112358721503471,0.0539129468145595
"CGB7",7.6774484911381,1.29729433728548,1.04753635464829,0.0112999367604128,0.0541779408528618
"RILP",210.815688283804,-0.657511385157024,0.315968668753245,0.0113012322992103,0.0541779408528618
"RPAP3",78.0667097397816,0.52733628505312,0.234092503847803,0.0113026993871183,0.0541779408528618
"TRMT6",59.4433590762278,0.628767400452016,0.293768775259368,0.0113315656759153,0.054297731424504
"ARPC5L",249.321379329107,0.462020899547529,0.199948944907309,0.0113456080679874,0.0543464323557509
"DCP2",31.2618392014655,0.809290993858521,0.418537636348945,0.0113627602411637,0.0544038643750156
"PCGF2",122.137927185636,0.495583796385946,0.216448995279992,0.0113653637160567,0.0544038643750156
"ENSG00000273471",14.2265364290096,-1.00173262724097,0.615031859777869,0.0114026319298695,0.0545636188420089
"PCTP",210.591929261172,-0.529103590513933,0.236709322592946,0.0114249901220414,0.0546519414817078
"PLIN1",14.07403092508,-1.08399181528449,0.72372753502914,0.0114331117154343,0.0546721256808702
"THBS3",46.263140864095,-0.706479417016234,0.350546650646756,0.0114398599784952,0.0546857312039222
"EEF1B2",3164.55237293113,0.3212122900335,0.132127196059535,0.0114544524723743,0.0547368122750465
"TMEM238",126.554992282089,-0.567723981712461,0.259755555941872,0.011476728720312,0.0548245639619132
"TCERG1L-AS1",17.3442970195637,1.0017420529935,0.610421732915905,0.0115629730336751,0.0552115012551285
"USP49",13.5697161670789,0.956898276569143,0.554909679881547,0.0115656096055815,0.0552115012551285
"SMIM10L1",125.550780137502,0.535770072537906,0.239695778786216,0.0115759273254183,0.0552419338407477
"GGCX",423.132236845788,-0.500687790861124,0.221783719302744,0.0115808666882599,0.0552466881747392
"CTDSP1",383.919441396139,-0.366698741038822,0.153426011361394,0.0115877362442338,0.0552606441517901
"ENSG00000288670",20.5550938092225,-0.855731535737941,0.474713940813772,0.0116040875388164,0.0553197926186992
"CCNK",162.834139972969,0.468894565872855,0.204188725367212,0.0116362271234246,0.055454142253844
"BCL6",235.938645882401,-0.599270622618514,0.279249944175409,0.0116531362737691,0.0555158423433454
"CHTF8",223.760769697364,0.517968797793777,0.231228029574818,0.0116603057032551,0.0555311159783505
"ENSG00000264577",13.8845350376867,1.20947825856014,1.03849005338609,0.011685544638895,0.0556324043274067
"CCT4",811.565363608897,0.400727714101614,0.170153457361997,0.0116969030920155,0.0556379211830425
"ERO1A",224.791307268852,0.524227348094598,0.234515460889007,0.0116951481294511,0.0556379211830425
"RSRC1",97.6847052279039,-0.491372698744243,0.216300275777394,0.0116986165016946,0.0556379211830425
"MAGEA11",74.3142412168677,0.640836200327857,0.305667632909777,0.0117080972317142,0.0556641161566162
"LINC00574",18.3756615739769,-0.905167704314325,0.511977268007309,0.0117133195856442,0.0556700545164385
"APOA5",13.6672766015876,-0.914052705305455,0.520798310787903,0.0117434363909722,0.0557942649284202
"DNAJC30",258.883698240331,-0.44113345589175,0.190382910836266,0.0117654484239934,0.0558773353900589
"ENSG00000291202",31.5706126196742,-0.747187397368925,0.382624194430464,0.0117728851667585,0.0558773353900589
"PCSK5",45.8528932927237,-0.693718904519083,0.345639321083495,0.0117723480276215,0.0558773353900589
"CELSR2",45.203124008644,-0.692441841090821,0.342024820079518,0.0117820393508017,0.0558930316031023
"PAK1IP1",131.788170424135,0.482643506450512,0.212568467444244,0.0117841706770084,0.0558930316031023
"KANSL2",94.8953333468598,0.503985752992395,0.224002202408193,0.0118048757774457,0.0559722891769178
"JCAD",73.6479120388292,0.726596828436648,0.364921741815137,0.0118177486449506,0.0560143695075788
"TBL1X",27.3039106848248,-0.731517863114076,0.368729174478957,0.0118244209929073,0.0560270417759972
"CEP43",73.593307780418,0.545087382622525,0.247608609347357,0.0118374686091431,0.0560699028677162
"CAMTA2",102.069261076511,-0.499004544001175,0.221128145973279,0.0118647862344877,0.0561803041336287
"HSP90AB1",3014.75344685913,0.33331102714919,0.138519802800047,0.0118798346375512,0.0562325551036249
"SRM",687.237034972568,0.43474250212529,0.187355331590212,0.0119266043335889,0.0564348710968976
"CHAC2",52.455724751881,0.682618882264275,0.338074841155376,0.011999779837089,0.056761956548769
"TLNRD1",110.184176088959,0.576498191804837,0.266614346091365,0.0120116272744821,0.0567988220529087
"MACROD1",128.462920840092,-0.604837913397423,0.28544768071974,0.0120402436518565,0.0569149304339278
"FBXO31",104.762023244734,-0.468332188336141,0.206006588766779,0.0120479148582227,0.0569319848494295
"NLGN1",56.8466577635077,-0.651907019483281,0.314599415959792,0.0121175377393874,0.0572223866756173
"PDGFA",67.3783410576892,0.765028182749136,0.395583832204398,0.0121157057158702,0.0572223866756173
"SNHG12",52.77389790046,0.625718354308594,0.297728646092811,0.0121291057210649,0.0572577157202967
"DYNLT1",568.320987307324,0.404421764141131,0.172625273800703,0.0121764803782036,0.057461996153254
"LINC02550",8.80315700385778,1.06289356123458,0.690687685084848,0.0121879432425328,0.0574967248387635
"RNF180",16.4944083665445,-0.90076437752408,0.52124582654666,0.012203028660782,0.0575485138223548
"KLHL29",27.1790174363891,-0.868517812398526,0.488519508870605,0.0122196749101849,0.0575882492992265
"PPM1J",13.7410997205725,0.994502604982953,0.599171766065835,0.0122187020788842,0.0575882492992265
"AGBL3",18.2772945786216,0.883683730868033,0.501218879653476,0.012253434649873,0.0577085286989479
"BAIAP3",38.5782949174842,-0.797726661538948,0.435007616921188,0.01225244402489,0.0577085286989479
"DAZAP2",781.916740900434,-0.359277191188923,0.14712886035993,0.0122714814690698,0.0577289996431663
"PRODH",468.518865665402,-0.521550877776579,0.23571684253186,0.0122654244753327,0.0577289996431663
"TAOK2",160.290477435457,0.431829961505746,0.187169000578323,0.0122742623607874,0.0577289996431663
"YIPF1",180.218105167648,-0.546446320228356,0.249265178006097,0.0122688733239673,0.0577289996431663
"PCDHGA3",24.4570560420651,-0.905605573033133,0.521358266189912,0.0122876947851001,0.0577727824275295
"HEXIM2",31.6608954634091,-0.68045846740169,0.33519186857146,0.0123210162082658,0.0579100161335164
"CYP46A1",34.0377038509966,-0.662129377124998,0.324337956080504,0.0123370727648555,0.0579466062716698
"VSNL1",11.1411708854062,-0.979522567487311,0.592663115059978,0.0123364473227812,0.0579466062716698
"PCED1A",100.431098777338,-0.48259316913208,0.213550750582772,0.0123744148448353,0.0581025222489903
"F8A1",431.130658348545,0.452573608868947,0.197785421690209,0.0123818921944536,0.0581181546185892
"SMAD7",88.8812712404474,0.589220055145256,0.27469250549116,0.0124040823989904,0.0582028126229923
"ARHGAP23",30.9588701719046,0.813034741747839,0.44398091000487,0.0124525237232726,0.0583549136894534
"CASK",150.69757479333,-0.468898855143051,0.206753159981786,0.0124531576569457,0.0583549136894534
"RPPH1",30.4860218930724,-0.685634870489348,0.342084835174978,0.0124443382296238,0.0583549136894534
"SZRD1",502.084555536916,0.39000534927473,0.166308502343858,0.0124503106649555,0.0583549136894534
"CNST",71.8882954370816,-0.570727038273267,0.26436675491681,0.0124638788349729,0.0583856256625895
"TMEM129",363.802608500125,-0.445905070606079,0.195010369535473,0.0124979227457449,0.0585255332856392
"ELOVL6",201.516385446166,-0.592619388981702,0.279868557650843,0.0125107997808715,0.058566259849579
"RBM33-DT",59.9444873762177,-0.574683824967111,0.268440402403673,0.0125224373987644,0.0585815927860062
"TSPAN3",1081.9247260081,0.432458858672164,0.186200610433368,0.0125219330305399,0.0585815927860062
"ADAM17",58.6157818397105,0.673760870069781,0.333853565673064,0.0125472986124517,0.0586783046926105
"YWHAG",579.507406512771,0.308322691840433,0.128263973045591,0.0125794875483261,0.0588092092224216
"ANKLE2",156.738702158251,0.567046767296471,0.264137070034132,0.0126258435018476,0.0589865599547804
"MPP1",127.203274696525,-0.586740048970599,0.275314171424773,0.0126219723800314,0.0589865599547804
"ABHD5",105.415844516881,0.470433005772442,0.208533087340272,0.0126412489528022,0.0589995133503369
"TAF15",432.749421131399,0.436066825101219,0.189589050923331,0.0126345771970241,0.0589995133503369
"VAPA",1260.80976561378,-0.340935276031134,0.143572887451127,0.0126380710025811,0.0589995133503369
"RTKN",227.026638133719,-0.476883063833633,0.211974833480869,0.0126506249090705,0.0590236115887401
"ENSG00000233942",17.2686066330366,-0.882342416123614,0.518520123976074,0.0126748913158489,0.0591171445493872
"BRMS1L",84.8290960220902,0.589877294108749,0.27680780031672,0.0126810580026075,0.0591262241845368
"NDOR1",91.6961975911396,0.576869894056974,0.270729246569109,0.0127071688835061,0.0592282578931482
"FUNDC2",443.290307078438,-0.350042214895548,0.147950167163689,0.0127349921756159,0.0593382026513318
"IFNAR1",218.146838898876,0.475161990761208,0.211006719907251,0.0127676136437729,0.0594381263575893
"QPRT",85.7130681384724,-0.707387683827461,0.36126593403609,0.0127708745700694,0.0594381263575893
"SREBF1",878.615256591426,-0.703861690876977,0.358520377740817,0.0127687721603005,0.0594381263575893
"UBA1",989.661774120795,0.321456159741262,0.134488833575416,0.012773406499372,0.0594381263575893
"SPHK1",24.1261896698219,0.940350444476665,0.567771039747331,0.0127989404253643,0.0595371694222376
"SERPINB9P1",16.5286943605818,-0.908809352638544,0.542940237268921,0.0128068256311306,0.0595540769723768
"SLC2A1",537.558387879326,0.592123527494372,0.279319933256982,0.0128396964387107,0.0596871223632302
"USP34",91.7421495135295,-0.545118923631224,0.251009280673121,0.0128611352105667,0.0597669537098673
"NIT1",158.63684578338,-0.418499509985194,0.181421695231624,0.0128753760593954,0.059813293756031
"CLCN6",47.353770602059,-0.729820567583243,0.382124437441339,0.0128832987542338,0.0598302614668777
"LINC01697",14.4621312477139,-0.929246217532012,0.56373714126423,0.0128886036737585,0.0598350649678697
"ATP6V0D1",583.713966468455,-0.440046109147234,0.192788753597865,0.0129110669479335,0.0599194961932745
"TMEM17",21.456124838734,0.851262657050236,0.480465915676244,0.012923887164104,0.0599591334623381
"GPR3",6.94653780839871,1.34836600594119,1.51161187164214,0.0129537622346316,0.0600616095075968
"HNRNPD",637.415932276684,0.363736684729003,0.154890104887834,0.0129545488496151,0.0600616095075968
"CTBP1",401.604816599835,-0.353611270539964,0.150274313940439,0.0129699479987478,0.060113113268427
"SMPX",14.892566876939,-0.981423100485363,0.632930178757067,0.0129857687189399,0.060166536217284
"LINC02851",71.7950285987724,-0.562842944136155,0.263182736885901,0.0130162884275861,0.0602880056723666
"MT-ND4",48162.8406597848,-0.48849829670544,0.219945821738342,0.0131425357469595,0.0608325300134291
"NKTR",64.0911628477349,0.598582100263058,0.284795950816919,0.0131412551113402,0.0608325300134291
"RAB11FIP4",39.3515639178385,-0.670642049958481,0.334255764806206,0.0131651267165254,0.0609169717388497
"CYP2B6",17.294185974001,-0.413529325881897,0.765114821113117,0.0131884242530198,0.0610046260181779
"ETFB",2074.20970570741,-0.515706168332633,0.234611290581746,0.0132123060634336,0.0610949241764909
"FAM131B-AS2",101.527783871221,0.530467699809423,0.24369883917551,0.0132372700060799,0.0611901649802657
"IP6K2",358.848110087899,0.397142646844037,0.171374218315521,0.0132607649991017,0.0612785548820628
"ESYT1",379.644718057503,0.521270900761061,0.238230270747375,0.0132850343971199,0.0613704638767053
"GALK1",357.320088346161,-0.464036077358047,0.207140186213112,0.0133398737699797,0.0616034843082351
"ENSG00000290357",19.2330071430284,-0.932810413824963,0.560545937089471,0.013387081212535,0.0618011185729251
"LIAS",122.044226606667,-0.505143864866083,0.230289542433516,0.0134500100785384,0.0620711762880109
"PHKG2",178.445004565662,-0.454977979347149,0.202769824929524,0.013460498820805,0.0620786862996375
"SDC3",315.842707010455,0.572433942027859,0.26974219340569,0.0134573994438749,0.0620786862996375
"TNC",32.7176505336633,0.678966626811897,1.35959352754397,0.0134690693070072,0.062097772313418
"DTX2",84.5578216274574,0.588400359187779,0.281883270467214,0.0134957410654028,0.0622002723905784
"CSNK1G1",42.5358135387173,0.590347098073576,0.280947293182967,0.0135151030501281,0.0622690262529906
"HIPK2",500.935844908197,-0.451771215474647,0.200789758491782,0.0135764440786086,0.0625310841503565
"CYFIP2",81.1118431789735,0.665312991323745,0.332531659241283,0.0135912778506729,0.0625582765984814
"ENSG00000254859",9.00464817552019,-1.10349797695067,0.829784148446987,0.0135886537956488,0.0625582765984814
"GDI2",1020.80415852175,-0.338096296067648,0.14391240601934,0.0136124702408017,0.0626352448419941
"ABCD4",111.261883341919,-0.476087442987564,0.213554225041236,0.0136458116399344,0.0627474456472335
"SHFL",128.741802753391,-0.448858555974293,0.199805137927481,0.0136419974720275,0.0627474456472335
"RPL36",5966.58607966678,0.390310668603329,0.167467784617869,0.0136564401664713,0.0627757162639205
"MAGED1",493.29913037637,0.416026857029187,0.183029136072505,0.0136854516261159,0.0628884430086948
"MBD4",97.6355717655136,0.513567616597958,0.235354605066155,0.0137129513835152,0.0629633345430769
"NKX3-1",42.5459359464537,0.610877426336757,0.294619107472311,0.0137152306777154,0.0629633345430769
"PTPA",827.847883051463,-0.340947480709168,0.147513492684378,0.0137134601638231,0.0629633345430769
"BEND7",32.5179760115548,-0.713700305009776,0.376871551031677,0.0138871030219501,0.063703510467339
"IP6K3",230.568467744929,0.384305399505823,0.166387670329988,0.0138824031270046,0.063703510467339
"MRPL30",215.233687679692,0.359471323514081,0.155068003583614,0.0138901023822511,0.063703510467339
"MDC1",47.5510149578096,0.701007354104112,0.365194529794137,0.0139312019404736,0.0638710963311439
"BABAM2",199.198831511757,-0.506303912344647,0.232800569699537,0.013991253118668,0.0641254325958973
"SYTL2",41.1712279620954,0.73078667905014,0.387346632171817,0.0140140903631126,0.0642090974746796
"FOXD2-AS1",25.3069361233645,-0.695690817020744,0.358199763818043,0.0140293799234108,0.064251708824966
"RAB11B",433.971231624017,-0.343093436267666,0.147124275838487,0.0140325622014414,0.064251708824966
"TNS1",101.847510404308,-0.809874704251255,0.459288520927459,0.0140644339847673,0.0643766039074076
"EEFSEC",60.1184274884527,-0.591717970475909,0.285074332738878,0.0141488514111216,0.0647207173102269
"HNRNPA2B1",2703.48234260462,0.430411906695931,0.19058307620652,0.0141471857415061,0.0647207173102269
"ACLY",481.384662783542,-0.39299919250592,0.171815329348766,0.0142028226511729,0.0649463930044334
"CEP250",59.7706424752115,0.744272344236025,0.400544811978325,0.014212522074395,0.064969542180864
"XKR3",29.7820842397455,-0.766449534245435,0.42063087463734,0.0142305450094842,0.0650307130227931
"RPL8",6460.71095304465,0.300825080628452,0.127708667014744,0.0142688448028416,0.0651632283352717
"RPS6KA3",187.31060264621,-0.36931035741973,0.159949217123043,0.0142679206818636,0.0651632283352717
"TMEM100",9.63910909983862,-1.02737624692475,0.714574789905348,0.0143167980289032,0.0653609179481793
"CMKLR2",14.3627397922766,1.1124542987467,0.858724035998223,0.0143528774478775,0.0655042885740104
"ACER2",8.20336540252537,1.11348873136491,0.855773102838178,0.0143709858535768,0.0655543656328063
"LRP6",25.438567152643,-0.822780845813682,0.470826055655869,0.0143732075671958,0.0655543656328063
"GRK5",10.0621527085692,-1.04284344148775,0.715848045246355,0.0143800457267046,0.0655642110891176
"DENND6A",69.0245011882595,0.558271509371045,0.265851232603609,0.0144858594523229,0.0659395911806142
"ENSG00000261572",27.6180936747563,-0.746223445802706,0.401696070584581,0.0144750167901729,0.0659395911806142
"EPHB6",268.738334466317,0.668422571807375,0.341066431082479,0.0144687156477436,0.0659395911806142
"NUP50",173.55755086343,0.479842417521262,0.218810533172795,0.0144853107637111,0.0659395911806142
"ZSCAN5A",28.5630198547774,-0.764400008637972,0.415980560268671,0.0144859083330191,0.0659395911806142
"SNAPC1",44.1627792955281,0.613254398499599,0.300006190099591,0.0145453224085497,0.0661885392225363
"B4GALNT1",175.451095441518,0.522650972264199,0.243433623960579,0.0145600058286792,0.0662338446966311
"TRAPPC14",81.5391465261912,0.533034140086496,0.248672666887123,0.0146041736694414,0.0664132026233505
"CDC23",75.5726014061765,0.516029226784725,0.23840360414079,0.0146189057639859,0.066458627079561
"CITED4",524.492920205646,-0.590367634092894,0.287691839393719,0.0146245177718801,0.0664625749276071
"PPM1E",12.8480603608975,-0.932705872464937,0.601379103262429,0.0146362805141071,0.066472909654183
"SARM1",12.5018399481848,-1.01057885011011,0.708132721405016,0.0146326809173794,0.066472909654183
"SLCO2A1",11.9251392239836,0.995118350931757,0.659769010624384,0.0146524083960498,0.066524593012655
"CAMK2D",105.797668845603,-0.757876428968311,0.415075378312698,0.0146619658953046,0.0665464218202503
"AR",31.6764688252803,-0.896451334428505,0.55354349636352,0.01466688473335,0.0665471897665049
"BCR",69.6877217113981,-0.621940305138435,0.308993024723587,0.0147216537915976,0.0667524567230013
"SF3B4",303.16366923414,0.505471059355548,0.233670296673441,0.014718213590411,0.0667524567230013
"TREX2",9.53976730093332,1.12130550301965,0.984829027452884,0.0147603450658685,0.066906242225132
"TTC39A",29.9062261113132,-0.783282319951735,0.439588895135752,0.0147655789485022,0.0669083203905125
"GMPR",212.510738514209,-0.493493798807931,0.22691331858394,0.014790484084856,0.0669995061470798
"FAM24B",15.8516992633679,0.916735826756384,0.595406004299517,0.0148301922801716,0.0671576677561358
"WRAP73",95.2811539132534,0.546386737955503,0.260187424793566,0.0148826977308869,0.0673736600670293
"SPINK2",13.8915337677054,-1.03202918216623,0.754485518431475,0.0148998618873408,0.067429575227239
"INKA2-AS1",11.4871566929467,1.02029397062695,0.682181676801855,0.0149175037403439,0.0674876154039259
"ASTN2",71.9559961492556,0.579085497806033,0.278087788252991,0.0149494303936966,0.0676102224809823
"SRPRB",412.869785641704,-0.377591229687829,0.164991897904079,0.0149663158188567,0.0676647469951601
"RABGGTA",121.594248475987,0.57167430503979,0.276675967256066,0.0149894824104116,0.0677476251781539
"DGCR6",195.049406374846,-0.385689749608093,0.169468244279557,0.01499719403291,0.0677606209594011
"RPS21",5461.81274336284,0.350921596819811,0.152157668052521,0.015012600857102,0.0678083657668782
"CYP2U1-AS1",14.9743155738958,0.935637633880863,0.591259204289357,0.015054448117294,0.0679535671943964
"MSANTD4",94.6092312709449,-0.480884802704808,0.221449763053193,0.0150514923822873,0.0679535671943964
"HGS",277.538860706942,0.446281371976711,0.201328425770675,0.0150952172022952,0.0680718018092559
"LINC00705",19.0796870523731,0.902565304065652,0.576545791044655,0.0150923188157269,0.0680718018092559
"MUL1",281.001665993923,-0.438595885493121,0.197642566780632,0.0150946576994397,0.0680718018092559
"DNAJC16",45.5156108974498,-0.635408066661626,0.320283724519765,0.0151274443916396,0.0681951812648849
"SH3GL2",26.529601642385,-0.734230497394845,0.402271953558315,0.0152155945947062,0.0685705036559756
"GIHCG",87.3080988121798,0.471269112731548,0.215269261490416,0.0152283274117112,0.0686058184454938
"FAM83H",261.695101449683,0.557830915732337,0.267623261179235,0.0152336892422931,0.0686079138456344
"RPL4",6456.74731397294,0.246763861450584,0.105036409386872,0.0152597957691253,0.0687034056944779
"ITGA11",84.9593042314463,0.90914807986911,0.585570447509021,0.0152855502199279,0.0687972515680727
"LAMA2",189.185903856057,-0.459108711738656,0.209322868846141,0.0153161763806696,0.0689129567339634
"AIG1",544.895309690589,-0.464326557633299,0.212575225058813,0.0153559504307986,0.0690676737380248
"CENPS",117.339526372923,0.512354624680938,0.240089703570421,0.0153653514411122,0.0690676737380248
"SERBP1",1210.25463095821,0.322257099607205,0.139043512517534,0.015364147457678,0.0690676737380248
"ENSG00000276850",115.803673513616,0.851220388355324,0.51792004828681,0.0153882932536863,0.0691264433399802
"SLC2A4RG",525.377451079564,0.485288915955824,0.224052936132963,0.0153868046159867,0.0691264433399802
"ARHGAP1",246.699258775944,-0.407616274166676,0.182053565389582,0.0154413832285629,0.0693426988510881
"KLHL4",61.3959947816372,-0.569177331743638,0.277913490714718,0.0154936270105716,0.069555016996193
"ILDR2",24.6564901971413,0.825814667853191,0.487632515174662,0.0155022657188762,0.0695715070426568
"PDCL",45.3431601701491,0.734103394882905,0.396979064023933,0.015513397340861,0.0695991707149548
"CISH",464.070414294084,-0.572303399040494,0.279261488375096,0.0155294014535549,0.069648669579308
"POGK",101.244695906079,0.519481694439686,0.245586297193916,0.0155534111747639,0.0697340300702776
"VMA21",145.478722170477,0.452767132737614,0.206331137695389,0.0155733211729891,0.0698009606381159
"PHF5A",196.60525211688,0.505269076818992,0.236335560544334,0.0155898153607028,0.0698525433382818
"CEP135",10.6124914565825,0.920544843809667,0.582113867401922,0.0155979655084011,0.0698667182666903
"NPY6R",171.476984165122,-0.76783373445796,0.436973074297087,0.0156955399486684,0.0702813071974409
"SLC16A13",18.0870037316949,-0.944013129723002,0.661163981183181,0.015728643680582,0.0704070372551548
"ARHGAP19",18.6323417505277,0.764641356767296,0.428098444495371,0.015752841199948,0.070447832126547
"NFIX",155.064459707897,-0.513979815771911,0.242302019054004,0.0157480611101722,0.070447832126547
"TIPIN",43.1812787500628,0.668100560561635,0.351937079668917,0.0157429577391372,0.070447832126547
"EPS15",119.581247855224,-0.511121719893785,0.240348418114325,0.0157620386977706,0.0704661637588878
"FOXF1",19.5193818766391,0.962927275949408,0.666488246245693,0.0157720865179603,0.0704661637588878
"TBCB",304.545638082417,0.438503242861581,0.198938557398274,0.0157720799229328,0.0704661637588878
"ZNF638",120.579358296935,0.431468618526143,0.194625788953419,0.0157770577197653,0.0704661637588878
"ENSG00000289353",13.0666485347037,1.0191897861313,0.777880557181541,0.0157902763145789,0.070502728312162
"TASOR",147.542562133536,0.405838216073337,0.18169312651905,0.0158190656249638,0.070608769822035
"INO80C",101.509568906954,0.637910277950206,0.32607449973173,0.0158860019583402,0.0708849596937274
"IFT56",32.7199655114074,0.659430782999156,0.339156146224012,0.0159424658688528,0.0711142595633545
"COIL",66.2831755610814,0.626214332541484,0.316746493326782,0.0159518993004198,0.0711336922654938
"ODC1",1258.07069005332,0.370347224811618,0.16339434200085,0.0159623668131154,0.0711577223730704
"RPS23",7357.13845135596,0.338533285778989,0.149266877447012,0.015973007866066,0.0711825105634384
"BORCS8-MEF2B",15.2881113220809,-0.860906187270635,0.520522673130459,0.0160114662882736,0.0713117945196871
"SIRT3",121.343194902556,-0.525644945292139,0.250864223455239,0.0160121979558158,0.0713117945196871
"ING2",51.9461564951267,0.609301924414757,0.303534931151428,0.0160262106853503,0.0713515214211767
"SMAD5",137.85504864068,0.432746712844451,0.196627858249999,0.0160585580945123,0.0714728263857089
"CCDC167",117.528235230855,-0.470760681291094,0.217365869421825,0.016074927526447,0.071500257007317
"CNTNAP4",37.2744082571953,-0.709475513480628,0.385869111668954,0.0160711701268047,0.071500257007317
"ADH5",1038.2435887895,-0.269832584818882,0.117942325609081,0.0160983362838299,0.0715165576970954
"FAM89A",56.6899028091621,0.542143972829182,0.259807287233671,0.0160891550855761,0.0715165576970954
"KCNJ8",35.6520015025537,-0.636799252058796,0.325644337769119,0.0160938779521822,0.0715165576970954
"ZBTB26",15.9662734422485,-0.851954319530374,0.520378787175808,0.0160990095622467,0.0715165576970954
"CHPT1",705.793650577649,-0.577531624952247,0.285224207014759,0.0161072130457279,0.0715303207555289
"CBR3",29.3034104180021,0.784315767371473,0.456284787834224,0.0161405607366273,0.0716557023069979
"INPP4B",24.0639992177347,-0.789972753916223,0.453543137634823,0.0161521344893228,0.0716843700759906
"U2AF2",415.352198863019,0.44970697477834,0.205976649478707,0.0162128422615423,0.0719310110596801
"KCNB1",32.257706187125,-0.793061035466872,0.461053358693198,0.0162476252775401,0.0720625127456834
"MDK",46.5194491200852,0.847877820065654,0.527645121657757,0.0162849769074981,0.0721680216449878
"RO60",76.7988483706628,0.521176360964012,0.246616962935665,0.0162860975151256,0.0721680216449878
"USP14",263.785264323985,0.420098860322313,0.190055340227326,0.016286866350828,0.0721680216449878
"ZNF229",35.2709665809383,0.649754464743851,0.336470203966315,0.0163129616146467,0.0722607983505581
"PDP2",66.7584476607643,-0.574497196579634,0.282987363484956,0.0163427244140052,0.0723697571948883
"CNOT9",100.253618444778,0.531913380352045,0.255456058517405,0.0163493357875312,0.0723761591529542
"TOB2",549.792644682941,-0.58244061260567,0.288345477907448,0.0163647931297102,0.0724217045294912
"DCXR",1528.23113198833,-0.542673874265234,0.262475509459394,0.0163883653485074,0.0724802357632379
"MLX",426.507962790227,-0.449945546270668,0.208013720602148,0.0163839759019752,0.0724802357632379
"ENSG00000264112",21.3090578954818,0.870073668090968,0.547707854203899,0.016412213037723,0.072562801158579
"VAMP8",697.404095336126,-0.417800150265011,0.189466421051563,0.0164666006273001,0.0727802969681711
"FBXO36",22.9462641479267,-0.774027478361635,0.440207835811883,0.0164850850215599,0.0728390180501657
"TRIM59",8.77604955128615,1.08703252161864,1.20673428731554,0.016509736723185,0.0729249436407771
"TSHZ1",44.8625724505618,-0.603514628521944,0.303692500345645,0.0165533553132627,0.0730945670640161
"COX14",1187.74774220804,-0.543603061743818,0.264187296845762,0.0166076142450192,0.0732879632084926
"EOLA1",119.355863646603,-0.502698718934428,0.238796261803459,0.0166041319351372,0.0732879632084926
"MARCHF3",19.5646075597723,0.86750415865097,0.548267822248529,0.0166131896349899,0.0732894836195981
"PICALM",444.668168427775,-0.367414308405709,0.162669659324259,0.0166524413780272,0.0734395203486114
"EIF1B-AS1",77.4479783231255,-0.563431868610008,0.275485526070766,0.0166758038906219,0.073519411048302
"GNL1",142.46926286774,0.556146311467459,0.272659169678244,0.0167078510941477,0.0736375280528793
"SAMD9L",35.1783762306312,0.830765344560351,0.501136674448271,0.0167282358201281,0.073704186187363
"SCRN3",61.0199010294764,-0.53676323567138,0.258920891439983,0.0167401031445456,0.0737332867520367
"DRAM2",315.014108220455,-0.458927873769687,0.211823103360988,0.0167608170007622,0.0738013221237206
"CAPZA1",377.588548316976,0.351652943214543,0.155378337939754,0.0167792761306152,0.0738593898416745
