unique_reads	ambig_reads	total_reads
0	18	18
0	0	0
0	1	1
0	0	0
0	1	1
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	8	8
0	0	0
0	0	0
0	1	1
0	0	0
0	2	2
0	1	1
0	0	0
0	0	0
1	0	1
0	1	1
0	0	0
0	0	0
0	0	0
1	0	1
0	0	0
0	0	0
0	0	0
0	2	2
0	0	0
0	16	16
0	9	9
0	8	8
0	1	1
1	10	11
0	0	0
1	0	1
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	1	1
0	0	0
0	3	3
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	1	1
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	1	1
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	1	1
0	0	0
0	1	1
0	0	0
0	1	1
0	3	3
0	1	1
0	2	2
0	0	0
0	6	6
0	2	2
0	0	0
0	0	0
0	0	0
0	0	0
0	4	4
0	0	0
0	0	0
7	2989	2996
2	25384	25386
0	196901	196901
0	7	7
0	61136	61136
0	17566	17566
1	53744	53745
1	1892	1893
0	0	0
0	0	0
0	0	0
0	0	0
5	60	65
1	2	3
0	0	0
0	0	0
0	1	1
0	3	3
0	0	0
0	0	0
0	3	3
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	2	2
0	0	0
0	0	0
0	0	0
0	3	3
0	0	0
0	0	0
0	1	1
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	1	1
0	0	0
0	0	0
0	0	0
0	0	0
0	14	14
0	1	1
1	1	2
0	0	0
0	1	1
0	1	1
0	1	1
3	0	3
0	0	0
0	2	2
0	3	3
14	30	44
0	11	11
0	26	26
0	10	10
0	26	26
0	40	40
0	1	1
0	12	12
0	27	27
0	15	15
0	25	25
1	0	1
0	1	1
0	6	6
0	2	2
0	1	1
0	7	7
0	9	9
0	7	7
0	5	5
1	6	7
0	2	2
0	7	7
0	7	7
0	1	1
0	3	3
0	16	16
0	1	1
0	1	1
0	4	4
0	6	6
0	3	3
0	7	7
0	14	14
0	3	3
0	4	4
0	0	0
0	6	6
0	1	1
0	1	1
0	0	0
0	0	0
0	0	0
0	2	2
0	0	0
0	0	0
0	0	0
0	0	0
0	2	2
1	1	2
0	1	1
0	0	0
5	3	8
0	3	3
0	0	0
0	44	44
0	39	39
0	2	2
0	35	35
0	1	1
0	2	2
0	5	5
0	1	1
0	2	2
0	36	36
0	7	7
0	0	0
0	0	0
0	0	0
0	0	0
0	321	321
1	74	75
4	324	328
0	0	0
0	1	1
0	0	0
34	2	36
0	0	0
0	0	0
0	0	0
12	3	15
0	3	3
0	4	4
0	0	0
0	0	0
0	5	5
0	5	5
0	0	0
0	0	0
3	6	9
0	344	344
0	341	341
0	339	339
0	56	56
0	467	467
0	10	10
1	462	463
0	0	0
0	0	0
0	545	545
0	547	547
0	546	546
0	544	544
0	0	0
0	1	1
0	0	0
0	0	0
0	0	0
6	190	196
0	16	16
0	31	31
0	36	36
0	0	0
0	23	23
1	32	33
0	35	35
0	21	21
0	11	11
0	3	3
0	1	1
3	1	4
0	2	2
0	1	1
0	43	43
0	38	38
0	40	40
0	41	41
4	11	15
0	39	39
2	42	44
0	1	1
0	1	1
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	1145	1145
0	1146	1146
0	1143	1143
6	255	261
0	248	248
0	1	1
0	4	4
190	2	192
1	4	5
0	2	2
1	3	4
0	0	0
0	0	0
0	1	1
0	279	279
4	292	296
0	278	278
0	151	151
0	182	182
0	10	10
0	5	5
0	0	0
0	0	0
0	4	4
0	0	0
0	0	0
0	1	1
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	1	1
0	1	1
0	22	22
0	0	0
0	22	22
0	20	20
0	0	0
0	19	19
0	0	0
0	0	0
4	153	157
0	150	150
0	43	43
0	2	2
0	0	0
0	0	0
0	0	0
0	0	0
1	0	1
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
89	12	101
0	0	0
0	0	0
0	1	1
0	0	0
0	11	11
0	6	6
0	32	32
0	231	231
0	227	227
0	61	61
0	15	15
0	223	223
0	227	227
0	57	57
12	26	38
7	16	23
0	3	3
0	179	179
0	13	13
0	0	0
0	2	2
0	157	157
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	3	3
0	0	0
0	0	0
0	25	25
0	31	31
2	32	34
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
1	1	2
0	0	0
240	4	244
0	0	0
1	0	1
3	203	206
2	202	204
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	5	5
0	7	7
0	7	7
1	7	8
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
41	1235	1276
0	1229	1229
0	1197	1197
0	1235	1235
0	3	3
0	2	2
1	0	1
0	33	33
2	48	50
0	38	38
0	16	16
65	155	220
0	56	56
0	64	64
0	68	68
0	0	0
0	2	2
0	0	0
0	0	0
0	0	0
0	0	0
0	51	51
0	0	0
0	1	1
0	1	1
0	0	0
0	52	52
0	50	50
0	49	49
0	61	61
0	24	24
0	52	52
0	12	12
0	19	19
0	27	27
0	0	0
0	14	14
0	9	9
0	36	36
0	9	9
0	506	506
0	39	39
6	503	509
0	3	3
0	6	6
0	0	0
0	0	0
0	4	4
0	14	14
0	15	15
0	14	14
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	97	97
7	97	104
0	0	0
0	4	4
0	1	1
0	3	3
0	69	69
0	45	45
6	68	74
0	1	1
1	28	29
6	34	40
0	6	6
0	6	6
0	0	0
0	219	219
0	200	200
0	220	220
0	206	206
0	216	216
0	0	0
0	0	0
0	0	0
0	0	0
3	0	3
335	56	391
5	53	58
0	3	3
50	4	54
0	0	0
1	0	1
0	0	0
0	0	0
0	0	0
12	11	23
14	62	76
0	34	34
0	75	75
0	78	78
0	28	28
0	63	63
0	62	62
0	5	5
0	0	0
0	33	33
0	11	11
0	12	12
2	16	18
0	2	2
0	0	0
0	72	72
0	0	0
0	0	0
0	21	21
0	0	0
0	0	0
0	0	0
0	15	15
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	3	3
0	2	2
0	1	1
0	0	0
0	0	0
2	0	2
0	1	1
0	1	1
0	1	1
0	0	0
0	1	1
0	0	0
0	1	1
0	273	273
0	208	208
0	90	90
0	46	46
0	13	13
0	21	21
0	24	24
0	19	19
0	0	0
3	2	5
0	12	12
3	145	148
0	142	142
0	6	6
0	2	2
0	0	0
0	0	0
0	1	1
0	289	289
0	241	241
0	27	27
0	6	6
0	34	34
0	5	5
0	52	52
0	67	67
0	58	58
0	16	16
0	3	3
0	1	1
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
1	47	48
0	1	1
0	3	3
0	1	1
0	9	9
0	1	1
0	2	2
0	0	0
0	0	0
0	285	285
0	287	287
0	286	286
0	30	30
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
1	0	1
0	1	1
1	1	2
0	0	0
0	0	0
0	321	321
0	869	869
0	883	883
0	758	758
0	122	122
0	456	456
0	212	212
0	103	103
0	236	236
0	104	104
0	17	17
0	518	518
0	29	29
0	35	35
0	499	499
0	18	18
0	22	22
0	16	16
0	182	182
0	16	16
0	24	24
0	24	24
0	1	1
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
2	0	2
0	0	0
0	1	1
0	0	0
0	0	0
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	1	1
0	0	0
0	1	1
0	0	0
0	0	0
0	1	1
0	1	1
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
11	15	26
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	14	14
0	0	0
0	2	2
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	9	9
0	0	0
0	1	1
0	5	5
0	0	0
1	0	1
0	0	0
0	0	0
0	15	15
4	12	16
0	42	42
0	57	57
0	0	0
21	342	363
0	48	48
0	335	335
0	334	334
0	336	336
0	316	316
0	24	24
0	5	5
0	0	0
0	0	0
0	0	0
0	0	0
59	0	59
0	0	0
0	0	0
0	0	0
0	0	0
0	1	1
1	3	4
0	4	4
2	3	5
0	0	0
0	1	1
0	0	0
1	0	1
0	0	0
4	3	7
0	0	0
0	2	2
0	0	0
3	1	4
0	0	0
1	0	1
0	743	743
0	6	6
0	746	746
0	67	67
0	6	6
0	605	605
0	1	1
6	275	281
4	16	20
0	144	144
0	144	144
0	80	80
0	99	99
0	0	0
1	0	1
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	112	112
0	111	111
0	4	4
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
2	1	3
0	1	1
1	2	3
0	2	2
2	7	9
0	0	0
6	1	7
0	24	24
0	1	1
0	2	2
0	2	2
0	1	1
0	1	1
0	115	115
0	37	37
0	1	1
0	1	1
0	1	1
13	159	172
0	89	89
0	0	0
0	0	0
0	2	2
0	0	0
0	0	0
1	0	1
1	0	1
0	0	0
0	0	0
0	89	89
0	92	92
0	94	94
0	94	94
0	3	3
0	83	83
0	0	0
0	0	0
0	0	0
0	0	0
0	91	91
0	0	0
0	35	35
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	4	4
0	0	0
0	0	0
0	0	0
0	0	0
0	15	15
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
3	0	3
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	1	1
1	1	2
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
1	0	1
0	0	0
0	0	0
33	33	66
0	31	31
0	32	32
0	1	1
0	0	0
0	0	0
13	30	43
0	0	0
0	19	19
0	19	19
0	8	8
0	0	0
0	4	4
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
2	202	204
0	202	202
9	94	103
0	95	95
10	2	12
0	1	1
0	0	0
0	0	0
0	0	0
0	1	1
0	1	1
1	0	1
0	33	33
0	32	32
0	1	1
0	1	1
0	1	1
0	32	32
0	0	0
0	32	32
0	0	0
0	0	0
0	32	32
0	0	0
0	0	0
0	0	0
0	0	0
2	0	2
0	0	0
0	0	0
0	1	1
0	7	7
0	1	1
0	7	7
2	26	28
0	1	1
0	0	0
0	7	7
0	0	0
0	15	15
0	18	18
0	21	21
0	13	13
0	2	2
0	8	8
0	3	3
0	3	3
0	5	5
0	5	5
0	5	5
0	0	0
0	0	0
0	1	1
0	1	1
0	4	4
0	0	0
0	0	0
0	0	0
0	0	0
0	1	1
0	0	0
0	0	0
0	12	12
0	0	0
0	12	12
0	0	0
161	1	162
0	0	0
0	0	0
0	0	0
0	0	0
0	10	10
0	47	47
0	44	44
0	41	41
0	15	15
0	44	44
0	35	35
0	11	11
0	18	18
0	23	23
0	8	8
0	7	7
0	29	29
0	9	9
0	10	10
0	7	7
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	1	1
0	1	1
0	0	0
0	0	0
0	0	0
0	17	17
0	10	10
0	18	18
0	13	13
0	16	16
0	21	21
0	12	12
0	12	12
0	0	0
0	1	1
0	79	79
2	87	89
0	82	82
0	19	19
0	22	22
0	61	61
0	62	62
0	71	71
0	30	30
0	1	1
0	0	0
0	0	0
0	1	1
0	1	1
0	1	1
0	0	0
0	1	1
0	1	1
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	8	8
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	1	1
0	1	1
0	3	3
0	3	3
0	3	3
0	2	2
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	34	34
0	29	29
0	17	17
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	2	2
0	0	0
0	0	0
0	1	1
0	28	28
0	9	9
0	29	29
0	8	8
0	46	46
0	1	1
0	9	9
0	2	2
0	11	11
0	42	42
0	0	0
0	9	9
0	4	4
2	0	2
0	0	0
0	25	25
0	8	8
0	0	0
0	0	0
0	8	8
1	0	1
0	19	19
0	0	0
0	0	0
3	0	3
0	0	0
0	0	0
0	0	0
0	20	20
1	3	4
0	17	17
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
738	1981	2719
9	1988	1997
9	1986	1995
0	669	669
0	22	22
0	0	0
0	1	1
2	0	2
1	0	1
15	29	44
0	0	0
0	1	1
1	26	27
0	0	0
0	0	0
0	0	0
0	0	0
222	247	469
0	0	0
0	241	241
0	8	8
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
93	2	95
0	170	170
12	173	185
0	119	119
0	107	107
0	128	128
0	167	167
0	143	143
0	0	0
0	0	0
3	0	3
1	0	1
0	0	0
0	0	0
2	1	3
0	1	1
0	0	0
1	16	17
3	9	12
0	0	0
0	0	0
0	0	0
0	0	0
0	3	3
0	2	2
0	0	0
0	0	0
0	9	9
0	0	0
0	0	0
0	0	0
0	2	2
0	1	1
0	0	0
0	0	0
0	2	2
0	2	2
0	2	2
1	3	4
0	2	2
0	1	1
0	1	1
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	5	5
0	3	3
0	4	4
0	5	5
0	5	5
0	0	0
0	4	4
0	2	2
0	6	6
0	6	6
0	8	8
0	6	6
0	8	8
0	8	8
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
34	0	34
0	0	0
1	0	1
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
18	12	30
0	3	3
0	3	3
0	0	0
5	15	20
1	11	12
0	2	2
0	4	4
0	210	210
13	210	223
0	0	0
0	0	0
0	0	0
62	2	64
0	1	1
11	51	62
0	0	0
0	51	51
3	39	42
0	0	0
0	2	2
0	3	3
0	0	0
0	17	17
0	234	234
0	232	232
0	52	52
0	53	53
0	107	107
0	77	77
0	129	129
0	197	197
0	16	16
0	30	30
0	170	170
0	171	171
0	2	2
0	3	3
0	0	0
0	0	0
0	3	3
0	3	3
0	4	4
0	0	0
0	0	0
1	0	1
0	1	1
1	0	1
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
5	0	5
1	244	245
2	4	6
18	64	82
0	4	4
1	244	245
0	2	2
0	4	4
0	4	4
1	60	61
0	0	0
1	120	121
0	4	4
0	3	3
0	1	1
0	0	0
0	17	17
0	22	22
0	12	12
0	22	22
0	2	2
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	1	1
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	3	3
0	0	0
0	0	0
418	7	425
0	1	1
0	0	0
0	0	0
0	45	45
0	4	4
0	44	44
0	44	44
0	43	43
0	0	0
0	1	1
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
7	1	8
0	0	0
0	0	0
0	0	0
0	0	0
0	8	8
0	4	4
0	1706	1706
0	1691	1691
0	1709	1709
1	2	3
0	1683	1683
0	92	92
0	1	1
0	606	606
0	0	0
5	0	5
0	1	1
0	0	0
0	8	8
1105	24	1129
2	5	7
0	10	10
0	10	10
2	0	2
0	0	0
0	0	0
0	0	0
0	3	3
2	3	5
0	2	2
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	49	49
