unique_reads	ambig_reads	total_reads
0	1	1
0	6	6
0	85	85
0	58	58
4	76	80
0	4	4
1	26	27
13	37	50
0	9	9
0	9	9
0	0	0
0	170	170
0	160	160
0	168	168
0	156	156
0	158	158
0	0	0
0	0	0
0	0	0
2	0	2
3	1	4
584	85	669
6	79	85
0	7	7
26	7	33
0	0	0
2	2	4
0	0	0
0	0	0
1	0	1
15	5	20
12	72	84
0	44	44
0	98	98
0	96	96
0	33	33
0	74	74
0	79	79
0	4	4
0	0	0
0	49	49
0	7	7
0	9	9
0	10	10
0	2	2
0	0	0
0	101	101
0	0	0
0	0	0
0	26	26
0	0	0
0	0	0
0	0	0
0	25	25
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	8	8
0	0	0
0	2	2
0	0	0
0	1	1
0	0	0
0	1	1
0	1	1
0	0	0
0	1	1
5	1	6
0	0	0
0	0	0
0	245	245
0	181	181
0	80	80
0	40	40
0	23	23
0	27	27
0	27	27
0	29	29
0	5	5
4	0	4
0	8	8
0	235	235
0	233	233
0	4	4
0	3	3
0	0	0
0	0	0
0	1	1
0	244	244
0	187	187
0	22	22
0	3	3
0	32	32
0	8	8
0	40	40
0	50	50
0	43	43
0	8	8
0	4	4
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
1	0	1
0	0	0
0	1	1
0	0	0
0	0	0
0	1	1
1	30	31
0	0	0
0	0	0
0	0	0
0	7	7
1	1	2
0	2	2
0	0	0
0	0	0
0	349	349
0	345	345
0	346	346
0	23	23
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	3	3
0	3	3
0	3	3
0	0	0
0	371	371
0	1096	1096
0	1115	1115
0	984	984
0	132	132
0	570	570
0	242	242
0	127	127
0	269	269
0	140	140
0	10	10
0	714	714
0	35	35
0	36	36
0	678	678
0	21	21
0	28	28
0	13	13
0	225	225
0	12	12
0	11	11
0	17	17
0	1	1
0	0	0
0	1	1
0	0	0
0	0	0
0	0	0
0	0	0
2	0	2
0	0	0
0	5	5
0	3	3
0	0	0
0	5	5
0	3	3
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
42	40	82
0	0	0
0	0	0
0	0	0
1	0	1
0	0	0
0	36	36
0	0	0
0	14	14
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	23	23
0	0	0
0	3	3
1	21	22
0	0	0
0	0	0
0	1	1
0	0	0
0	12	12
2	17	19
0	50	50
0	53	53
0	2	2
34	453	487
0	77	77
0	455	455
0	449	449
2	456	458
0	429	429
0	38	38
0	13	13
0	0	0
0	0	0
0	0	0
0	0	0
120	0	120
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
1	5	6
1	3	4
0	3	3
0	0	0
2	0	2
0	0	0
0	1	1
0	2	2
7	2	9
0	0	0
1	1	2
0	0	0
5	1	6
0	0	0
0	0	0
0	935	935
0	10	10
0	946	946
0	93	93
0	7	7
0	718	718
0	1	1
6	312	318
0	14	14
0	190	190
0	190	190
0	112	112
0	138	138
0	2	2
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	1	1
0	1	1
0	1	1
0	1	1
0	0	0
0	1	1
0	0	0
0	0	0
0	0	0
0	120	120
0	123	123
0	16	16
0	0	0
0	1	1
0	1	1
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
1	2	3
0	2	2
0	7	7
1	1	2
3	4	7
0	1	1
4	5	9
0	26	26
0	0	0
0	0	0
0	1	1
0	0	0
0	0	0
0	144	144
0	32	32
0	0	0
0	0	0
0	1	1
9	198	207
0	107	107
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	84	84
0	80	80
0	82	82
0	79	79
0	0	0
0	69	69
0	0	0
0	0	0
0	0	0
0	0	0
0	84	84
0	0	0
0	38	38
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	6	6
0	0	0
0	0	0
0	0	0
0	0	0
0	14	14
0	0	0
0	0	0
0	0	0
0	0	0
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
2	3	5
0	1	1
0	0	0
0	0	0
1	1	2
0	0	0
0	0	0
0	0	0
0	5	5
2	5	7
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
20	22	42
1	22	23
0	22	22
0	0	0
0	1	1
0	0	0
2	20	22
0	0	0
0	57	57
0	57	57
0	23	23
0	0	0
0	10	10
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	1	1
0	0	0
0	0	0
0	0	0
0	0	0
0	1	1
5	251	256
0	252	252
5	77	82
0	76	76
9	0	9
0	3	3
0	0	0
0	0	0
0	0	0
0	0	0
0	3	3
3	2	5
0	13	13
0	14	14
0	0	0
0	0	0
0	0	0
0	14	14
0	0	0
0	14	14
0	0	0
0	0	0
0	13	13
0	0	0
0	0	0
0	0	0
0	0	0
2	0	2
0	0	0
0	0	0
0	2	2
0	7	7
0	0	0
0	9	9
3	41	44
0	0	0
0	0	0
0	10	10
0	0	0
0	22	22
0	22	22
0	36	36
0	23	23
0	3	3
0	9	9
0	5	5
0	4	4
0	7	7
0	2	2
0	4	4
0	0	0
0	0	0
0	0	0
0	0	0
0	4	4
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	35	35
0	2	2
0	35	35
0	0	0
237	0	237
0	0	0
0	0	0
0	0	0
0	0	0
0	27	27
0	65	65
0	69	69
1	73	74
0	22	22
0	58	58
0	63	63
0	20	20
0	21	21
0	45	45
0	17	17
0	20	20
0	29	29
0	13	13
0	13	13
0	8	8
0	0	0
0	4	4
0	0	0
0	2	2
0	0	0
0	0	0
0	1	1
0	0	0
0	0	0
0	0	0
0	0	0
0	13	13
0	17	17
0	17	17
0	15	15
0	19	19
0	18	18
0	12	12
0	10	10
0	0	0
0	1	1
0	74	74
6	89	95
0	85	85
0	16	16
0	20	20
0	66	66
0	69	69
0	72	72
0	34	34
0	1	1
0	0	0
0	0	0
0	0	0
0	0	0
1	0	1
0	0	0
0	0	0
0	1	1
0	0	0
0	0	0
0	1	1
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	1	1
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	11	11
0	0	0
0	0	0
0	0	0
0	0	0
0	1	1
0	0	0
0	0	0
0	0	0
0	0	0
0	1	1
0	1	1
0	1	1
0	1	1
0	1	1
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	62	62
0	44	44
0	36	36
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	6	6
0	0	0
0	0	0
0	0	0
0	35	35
0	6	6
0	62	62
0	6	6
0	77	77
0	0	0
0	6	6
0	0	0
0	21	21
0	77	77
0	0	0
0	6	6
1	20	21
3	0	3
0	0	0
0	37	37
0	24	24
0	0	0
0	0	0
0	6	6
0	0	0
0	14	14
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	21	21
1	2	3
0	21	21
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	1	1
1217	2613	3830
7	2616	2623
14	2612	2626
0	1242	1242
0	44	44
0	2	2
0	1	1
3	0	3
4	0	4
40	56	96
0	0	0
0	1	1
1	54	55
0	0	0
0	0	0
0	0	0
0	0	0
107	184	291
0	0	0
0	183	183
0	7	7
0	1	1
0	1	1
0	0	0
0	0	0
0	0	0
69	1	70
0	143	143
18	144	162
0	101	101
0	89	89
0	100	100
0	135	135
0	106	106
0	0	0
0	0	0
5	0	5
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
1	3	4
1	0	1
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	1	1
0	0	0
0	0	0
0	3	3
0	0	0
0	0	0
0	0	0
0	1	1
0	0	0
0	0	0
0	0	0
0	6	6
0	7	7
0	6	6
3	8	11
0	5	5
0	7	7
0	6	6
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	5	5
0	4	4
0	10	10
0	8	8
0	7	7
0	1	1
0	4	4
0	7	7
0	18	18
0	14	14
0	14	14
0	17	17
0	17	17
0	16	16
0	1	1
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
26	0	26
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
36	17	53
0	3	3
0	3	3
0	0	0
7	17	24
3	15	18
0	3	3
0	6	6
0	317	317
30	317	347
0	0	0
0	0	0
0	0	0
50	1	51
0	1	1
11	50	61
0	0	0
0	50	50
6	44	50
0	0	0
0	0	0
0	1	1
0	0	0
0	15	15
0	311	311
0	311	311
0	45	45
0	61	61
0	136	136
0	122	122
0	165	165
0	267	267
0	23	23
0	22	22
0	255	255
0	241	241
0	4	4
0	5	5
0	2	2
0	0	0
0	3	3
0	1	1
0	5	5
0	0	0
0	1	1
1	2	3
0	3	3
2	2	4
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
12	0	12
0	278	278
0	2	2
25	103	128
0	2	2
6	286	292
0	2	2
0	2	2
0	2	2
1	97	98
0	1	1
0	148	148
0	2	2
0	2	2
0	0	0
0	0	0
0	28	28
0	35	35
0	14	14
0	21	21
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	4	4
0	0	0
0	0	0
605	3	608
0	1	1
0	0	0
0	0	0
0	41	41
0	2	2
0	42	42
0	42	42
0	40	40
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
2	0	2
0	0	0
0	0	0
0	0	0
0	0	0
0	6	6
0	0	0
0	1991	1991
0	1954	1954
1	1992	1993
1	1	2
0	1975	1975
0	193	193
0	0	0
0	642	642
0	0	0
7	0	7
0	0	0
1	0	1
0	7	7
1719	23	1742
1	12	13
0	9	9
0	10	10
3	0	3
0	0	0
0	0	0
0	0	0
0	3	3
1	3	4
0	1	1
0	0	0
0	0	0
0	0	0
0	0	0
0	1	1
0	1	1
0	0	0
0	0	0
0	100	100
0	99	99
0	96	96
0	90	90
0	0	0
0	4	4
0	14	14
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	4	4
0	2	2
1	1	2
0	0	0
0	0	0
0	0	0
0	0	0
1	0	1
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	15766	15766
67	15691	15758
0	15739	15739
0	15770	15770
0	183	183
0	2	2
0	14	14
0	8	8
0	13	13
0	3	3
0	14	14
0	6	6
1	0	1
0	13	13
1	12	13
0	0	0
0	0	0
3	0	3
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
1	0	1
4	5	9
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
43	0	43
0	0	0
0	0	0
66	4	70
0	8	8
0	10	10
0	2	2
0	1	1
0	0	0
0	0	0
0	4	4
1	44	45
0	45	45
0	41	41
7	5	12
0	4	4
285	145	430
0	133	133
0	63	63
431	107	538
0	1	1
0	105	105
0	2	2
0	0	0
11	0	11
0	0	0
0	0	0
1	0	1
0	0	0
0	0	0
131	2	133
0	0	0
0	28	28
84	6	90
0	29	29
0	0	0
0	0	0
0	0	0
0	0	0
0	11	11
0	11	11
0	0	0
0	3	3
0	9	9
0	0	0
0	2	2
0	0	0
0	10	10
0	8	8
0	11	11
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
